image_names,cumulative deformation(mm),degraded strength(KN),times(s)
LS21_to_LS22_RS3_0026,73.4194701860001,48.00473802800108,1287
LS21_to_LS22_RS3_0027,73.5567915370001,48.00598072365023,1288
LS21_to_LS22_RS3_0028,73.69361746600009,48.00721893595605,1289
LS21_to_LS22_RS3_0029,73.8237744640001,48.00839679747535,1290
LS21_to_LS22_RS3_0030,73.9583596780001,48.009614732331514,1291
LS21_to_LS22_RS3_0031,74.0966497850001,48.010866194781,1292
LS21_to_LS22_RS3_0032,74.2358596770001,48.0121259808656,1293
LS21_to_LS22_RS3_0033,74.36571285600009,48.0133010929614,1294
LS21_to_LS22_RS3_0034,74.50667593900009,48.014576744625614,1295
LS21_to_LS22_RS3_0035,74.64674376600009,48.015844294630995,1296
LS21_to_LS22_RS3_0036,74.78794319900008,48.017122085155,1297
LS21_to_LS22_RS3_0037,74.93328559900009,48.01843736764241,1298
LS21_to_LS22_RS3_0038,75.07672491700009,48.01973542810495,1299
LS21_to_LS22_RS3_0039,75.21658128200009,48.0210010644756,1300
LS21_to_LS22_RS3_0040,75.3541643680001,48.02224612870723,1301
LS21_to_LS22_RS3_0041,75.4960533720001,48.02353015953455,1302
LS21_to_LS22_RS3_0042,75.63227692000011,48.02476292056682,1303
LS21_to_LS22_RS3_0043,75.7708326970001,48.02601678720875,1304
LS21_to_LS22_RS3_0044,75.9211975270001,48.02737752039893,1305
LS21_to_LS22_RS3_0045,76.0569658940001,48.028606162250576,1306
LS21_to_LS22_RS3_0046,76.1968480680001,48.02987203218091,1307
LS21_to_LS22_RS3_0047,76.34339369100009,48.031198203288156,1308
LS21_to_LS22_RS3_0048,76.48626773100008,48.0324911482424,1309
LS21_to_LS22_RS3_0049,76.62346812400008,48.03373274927677,1310
LS21_to_LS22_RS3_0050,76.77635880500009,48.03511634026747,1311
LS21_to_LS22_RS3_0051,76.92110892300009,48.03642626287269,1312
LS21_to_LS22_RS3_0052,77.0662287630001,48.03773953129351,1313
LS21_to_LS22_RS3_0053,77.2137294390001,48.039074345195196,1314
LS21_to_LS22_RS3_0054,77.3738414580001,48.04052328600403,1315
LS21_to_LS22_RS3_0055,77.5188931100001,48.04183593735453,1316
LS21_to_LS22_RS3_0056,77.67600048700011,48.043257687522484,1317
LS21_to_LS22_RS3_0057,77.83051586700012,48.04465598129876,1318
LS21_to_LS22_RS3_0058,77.98890062000012,48.04608929113741,1319
LS21_to_LS22_RS3_0059,78.14303984900012,48.04748418091855,1320
LS22_to_LS23_RS3_0000,78.16570000200012,48.04768924497696,1320
LS22_to_LS23_RS3_0001,78.22672164800012,48.048241463065665,1321
LS22_to_LS23_RS3_0002,78.35880914200013,48.04943679469404,1322
LS22_to_LS23_RS3_0003,78.50067157900013,48.05072058510212,1323
LS22_to_LS23_RS3_0004,78.63197583400013,48.051908828774465,1324
LS22_to_LS23_RS3_0005,78.77093858600013,48.05316637835468,1325
LS22_to_LS23_RS3_0006,78.91287267600013,48.05445081718975,1326
LS22_to_LS23_RS3_0007,79.05263419500014,48.05571559524732,1327
LS22_to_LS23_RS3_0008,79.19219187700014,48.05697852867293,1328
LS22_to_LS23_RS3_0009,79.32988988300013,48.058224632878186,1329
LS22_to_LS23_RS3_0010,79.46867136300014,48.05948054202941,1330
LS22_to_LS23_RS3_0011,79.60950425600014,48.06075501553345,1331
LS22_to_LS23_RS3_0012,79.74573639400013,48.06198785430131,1332
LS22_to_LS23_RS3_0013,79.88107960800014,48.06321264871205,1333
LS22_to_LS23_RS3_0014,80.02642817300014,48.0645279869899,1334
LS22_to_LS23_RS3_0015,80.16682444300014,48.06579850925476,1335
LS22_to_LS23_RS3_0016,80.29474974400014,48.066956174933196,1336
LS22_to_LS23_RS3_0017,80.43275183800014,48.06820503099628,1337
LS22_to_LS23_RS3_0018,80.56790236200014,48.06942808165033,1338
LS22_to_LS23_RS3_0019,80.70438472800014,48.07066318486756,1339
LS22_to_LS23_RS3_0020,80.83039409600013,48.071803512225436,1340
LS22_to_LS23_RS3_0021,80.95408201600013,48.0729228315368,1341
LS22_to_LS23_RS3_0022,81.08037785000013,48.07406575128144,1342
LS22_to_LS23_RS3_0023,81.20970487700014,48.07523610194141,1343
LS22_to_LS23_RS3_0024,81.34052317300014,48.07641994790625,1344
LS22_to_LS23_RS3_0025,81.46551771500013,48.07755109155129,1345
LS22_to_LS23_RS3_0026,81.57983223500013,48.07858558586411,1346
LS22_to_LS23_RS3_0027,81.69051463900013,48.07958721118229,1347
LS22_to_LS23_RS3_0028,81.79536110000012,48.08053602387577,1348
LS22_to_LS23_RS3_0029,81.92503078200012,48.081709475407344,1349
LS22_to_LS23_RS3_0030,82.04688081200013,48.082812162651734,1350
LS22_to_LS23_RS3_0031,82.17446226800013,48.08396671668961,1351
LS22_to_LS23_RS3_0032,82.29933939600012,48.08509679779145,1352
LS22_to_LS23_RS3_0033,82.42832500900012,48.0862640588103,1353
LS22_to_LS23_RS3_0034,82.55655831600012,48.08742451180268,1354
LS22_to_LS23_RS3_0035,82.70685717000012,48.08878464794013,1355
LS22_to_LS23_RS3_0036,82.83003954100012,48.08989939226342,1356
LS22_to_LS23_RS3_0037,82.96687039100011,48.091137649102045,1357
LS22_to_LS23_RS3_0038,83.09872441600011,48.09233086794236,1358
LS22_to_LS23_RS3_0039,83.23769678600011,48.09358850456109,1359
LS22_to_LS23_RS3_0040,83.36819502300011,48.09476945413784,1360
LS22_to_LS23_RS3_0041,83.50935625100011,48.09604689892401,1361
LS22_to_LS23_RS3_0042,83.64321129600012,48.09725822608346,1362
LS22_to_LS23_RS3_0043,83.79147378900012,48.098599934081825,1363
LS22_to_LS23_RS3_0044,83.92329469900012,48.099792853246484,1364
LS22_to_LS23_RS3_0045,84.07354322500012,48.10115253393847,1365
LS22_to_LS23_RS3_0046,84.21187710100013,48.10240439247746,1366
LS22_to_LS23_RS3_0047,84.35256134200013,48.10367752074865,1367
LS22_to_LS23_RS3_0048,84.50128310300013,48.105023384913125,1368
LS22_to_LS23_RS3_0049,84.64296357300013,48.106305528602775,1369
LS22_to_LS23_RS3_0050,84.78386123100013,48.107580588200555,1370
LS22_to_LS23_RS3_0051,84.92681395200013,48.10887424518199,1371
LS22_to_LS23_RS3_0052,85.07468626200013,48.11021242220202,1372
LS22_to_LS23_RS3_0053,85.21614195100013,48.11149253172605,1373
LS22_to_LS23_RS3_0054,85.36615587700012,48.11285008939494,1374
LS22_to_LS23_RS3_0055,85.52398986300012,48.11427841504322,1375
LS22_to_LS23_RS3_0056,85.67096541600013,48.11560847682105,1376
LS22_to_LS23_RS3_0057,85.82295695200013,48.11698393095925,1377
LS22_to_LS23_RS3_0058,85.97293986900013,48.11834120801082,1378
LS22_to_LS23_RS3_0059,86.13477686400013,48.11980575906638,1379
LS22_to_LS23_RS3_0060,86.29143976300013,48.121223486910985,1380
LS22_to_LS23_RS3_0061,86.44522332300012,48.12261515804975,1381
LS22_to_LS23_RS3_0062,86.61041316400012,48.12411005083372,1382
LS22_to_LS23_RS3_0063,86.77185397000012,48.12557101655938,1383
LS22_to_LS23_RS3_0064,86.92101068400012,48.1269208168503,1384
LS23_to_LS24_RS3_0000,86.93082071300012,48.12700959314232,1384
LS23_to_LS24_RS3_0001,86.93241928200011,48.127024059463295,1385
LS23_to_LS24_RS3_0002,87.08015150700011,48.12836096877791,1386
LS23_to_LS24_RS3_0003,87.21228470700011,48.12955671402476,1387
LS23_to_LS24_RS3_0004,87.34706783300011,48.130776439894326,1388
LS23_to_LS24_RS3_0005,87.47621022700011,48.13194511970978,1389
LS23_to_LS24_RS3_0006,87.60555108100012,48.133115595497806,1390
LS23_to_LS24_RS3_0007,87.74317936900012,48.13436106878694,1391
LS23_to_LS24_RS3_0008,87.87207162400011,48.13552748495843,1392
LS23_to_LS24_RS3_0009,88.01227997600012,48.13679630665103,1393
LS23_to_LS24_RS3_0010,88.14865262200011,48.138030416952255,1394
LS23_to_LS24_RS3_0011,88.2903980070001,48.13931314809307,1395
LS23_to_LS24_RS3_0012,88.42004863400011,48.14048642718558,1396
LS23_to_LS24_RS3_0013,88.55033713800012,48.14166547877425,1397
LS23_to_LS24_RS3_0014,88.68736896100012,48.142905554326944,1398
LS23_to_LS24_RS3_0015,88.81833693900012,48.14409075484568,1399
LS23_to_LS24_RS3_0016,88.95047611600012,48.14528655418165,1400
LS23_to_LS24_RS3_0017,89.08598967600012,48.14651289014606,1401
LS23_to_LS24_RS3_0018,89.21096855900012,48.14764389208428,1402
LS23_to_LS24_RS3_0019,89.34376086100012,48.14884560190388,1403
LS23_to_LS24_RS3_0020,89.47132508500012,48.150000000000006,1404
LS23_to_LS24_RS3_0021,89.59164905300011,48.12918646615243,1405
LS23_to_LS24_RS3_0022,89.69313334400012,48.11163180301395,1406
LS23_to_LS24_RS3_0023,89.82104355300012,48.08950600788997,1407
LS23_to_LS24_RS3_0024,89.94728578800013,48.0676687374372,1408
LS23_to_LS24_RS3_0025,90.07605799800012,48.04539383414061,1409
LS23_to_LS24_RS3_0026,90.20547240900012,48.02300784348152,1410
LS23_to_LS24_RS3_0027,90.33502197200012,48.00059847434869,1411
LS23_to_LS24_RS3_0028,90.47181101800012,47.976936825832425,1412
LS23_to_LS24_RS3_0029,90.60649452000013,47.95363939245999,1413
LS23_to_LS24_RS3_0030,90.73352693700012,47.93166543702188,1414
LS23_to_LS24_RS3_0031,90.88513174200013,47.905440971582685,1415
LS23_to_LS24_RS3_0032,91.02118506400012,47.881906587954965,1416
LS23_to_LS24_RS3_0033,91.16014654700012,47.85786915320273,1417
LS23_to_LS24_RS3_0034,91.30153755300013,47.833411461705026,1418
LS23_to_LS24_RS3_0035,91.44035946100013,47.80939817051318,1419
LS23_to_LS24_RS3_0036,91.57607119400012,47.78592287464936,1420
LS23_to_LS24_RS3_0037,91.72191916700012,47.760694220931455,1421
LS23_to_LS24_RS3_0038,91.86238671200013,47.73639626890295,1422
LS23_to_LS24_RS3_0039,92.00844850300012,47.71113062913602,1423
LS23_to_LS24_RS3_0040,92.14630288400012,47.68728469991118,1424
LS23_to_LS24_RS3_0041,92.28926545700013,47.66255516014009,1425
LS23_to_LS24_RS3_0042,92.43053094300012,47.63811918098126,1426
LS23_to_LS24_RS3_0043,92.56826998000012,47.614293203859795,1427
LS23_to_LS24_RS3_0044,92.72362777000012,47.58741955038579,1428
LS23_to_LS24_RS3_0045,92.86746595200012,47.56253854854224,1429
LS23_to_LS24_RS3_0046,93.00796892300012,47.53823446855551,1430
LS23_to_LS24_RS3_0047,93.16108411900012,47.51174873701344,1431
LS23_to_LS24_RS3_0048,93.29998147900012,47.487722394201185,1432
LS23_to_LS24_RS3_0049,93.45248563000013,47.46134236068422,1433
LS23_to_LS24_RS3_0050,93.58679663100013,47.43810936220619,1434
LS23_to_LS24_RS3_0051,93.73171143800013,47.41304212671982,1435
LS23_to_LS24_RS3_0052,93.87996668800014,47.38739706434991,1436
LS23_to_LS24_RS3_0053,94.01995350200013,47.36318226874574,1437
LS23_to_LS24_RS3_0054,94.17368833300013,47.33658935328795,1438
LS23_to_LS24_RS3_0055,94.31576010500012,47.312013903488065,1439
LS23_to_LS24_RS3_0056,94.46457726900012,47.28627164173009,1440
LS23_to_LS24_RS3_0057,94.60771349100011,47.26151206430815,1441
LS23_to_LS24_RS3_0058,94.76236601600012,47.234760406951736,1442
LS23_to_LS24_RS3_0059,94.90646947200011,47.20983351824567,1443
LS23_to_LS24_RS3_0060,95.0534168540001,47.18441468972873,1444
LS23_to_LS24_RS3_0061,95.2157775870001,47.15632967335184,1445
LS23_to_LS24_RS3_0062,95.3653363360001,47.13045913287471,1446
LS23_to_LS24_RS3_0063,95.5176159900001,47.10411793265078,1447
LS23_to_LS24_RS3_0064,95.6618360060001,47.07917088149873,1448
LS24_to_LS25_RS3_0000,95.6783234240001,47.076318902476544,1448
LS24_to_LS25_RS3_0001,95.7197568810001,47.0691517796329,1449
LS24_to_LS25_RS3_0002,95.8419692320001,47.04801159495971,1450
LS24_to_LS25_RS3_0003,95.9834040610001,47.02354632299812,1451
LS24_to_LS25_RS3_0004,96.1211845480001,46.99971317589222,1452
LS24_to_LS25_RS3_0005,96.2587501890001,46.97591719265788,1453
LS24_to_LS25_RS3_0006,96.4016411630001,46.951200038018655,1454
LS24_to_LS25_RS3_0007,96.5319961620001,46.92865134527701,1455
LS24_to_LS25_RS3_0008,96.6781159530001,46.90337567272124,1456
LS24_to_LS25_RS3_0009,96.8190644500001,46.87899452604002,1457
LS24_to_LS25_RS3_0010,96.9600047240001,46.85461480176609,1458
LS24_to_LS25_RS3_0011,97.1003631450001,46.83033572591084,1459
LS24_to_LS25_RS3_0012,97.2448569500001,46.80534131497908,1460
LS24_to_LS25_RS3_0013,97.3772489070001,46.78244027103939,1461
LS24_to_LS25_RS3_0014,97.5185036100001,46.758006157114394,1462
LS24_to_LS25_RS3_0015,97.6612992570001,46.733305492055536,1463
LS24_to_LS25_RS3_0016,97.79823810000009,46.70961793178634,1464
LS24_to_LS25_RS3_0017,97.93601077500009,46.68578613599331,1465
LS24_to_LS25_RS3_0018,98.07305188600009,46.66208088549569,1466
LS24_to_LS25_RS3_0019,98.20505281000008,46.63924748209941,1467
LS24_to_LS25_RS3_0020,98.34094364500008,46.61574120532961,1468
LS24_to_LS25_RS3_0021,98.47246930700008,46.592990012334866,1469
LS24_to_LS25_RS3_0022,98.60327659400008,46.57036308321395,1470
LS24_to_LS25_RS3_0023,98.73258930000007,46.54799468539605,1471
LS24_to_LS25_RS3_0024,98.86546046300008,46.52501074882518,1472
LS24_to_LS25_RS3_0025,98.99647335400007,46.5023482545057,1473
LS24_to_LS25_RS3_0026,99.11730365400007,46.4814471357954,1474
LS24_to_LS25_RS3_0027,99.24350204500007,46.45961744943908,1475
LS24_to_LS25_RS3_0028,99.36051413200008,46.43937680184549,1476
LS24_to_LS25_RS3_0029,99.47932611000007,46.4188248106944,1477
LS24_to_LS25_RS3_0030,99.60575253200007,46.39695567973684,1478
LS24_to_LS25_RS3_0031,99.73328452500007,46.37489530808293,1479
LS24_to_LS25_RS3_0032,99.86410351400008,46.35226635476037,1480
LS24_to_LS25_RS3_0033,99.99699065800007,46.32927965381022,1481
LS24_to_LS25_RS3_0034,100.12897357900007,46.306449364557,1482
LS24_to_LS25_RS3_0035,100.27325046200008,46.28149247660144,1483
LS24_to_LS25_RS3_0036,100.40345158600007,46.25897040102157,1484
LS24_to_LS25_RS3_0037,100.53984639500007,46.235376947273814,1485
LS24_to_LS25_RS3_0038,100.68028321400007,46.211084310201684,1486
LS24_to_LS25_RS3_0039,100.81823942200008,46.1872207670322,1487
LS24_to_LS25_RS3_0040,100.95489233600007,46.163582666509214,1488
LS24_to_LS25_RS3_0041,101.10410204300007,46.13777250300936,1489
LS24_to_LS25_RS3_0042,101.24055389900006,46.11416918132186,1490
LS24_to_LS25_RS3_0043,101.37400421200006,46.09108506389486,1491
LS24_to_LS25_RS3_0044,101.52307653100006,46.065298665650054,1492
LS24_to_LS25_RS3_0045,101.66356688500005,46.04099676814086,1493
LS24_to_LS25_RS3_0046,101.80178944900005,46.01708715094544,1494
LS24_to_LS25_RS3_0047,101.94861821000005,45.99168884138445,1495
LS24_to_LS25_RS3_0048,102.09000517800006,45.96723184837643,1496
LS24_to_LS25_RS3_0049,102.23228265400006,45.94262081608007,1497
LS24_to_LS25_RS3_0050,102.38343729600005,45.916474219439536,1498
LS24_to_LS25_RS3_0051,102.52541196300005,45.891915566776895,1499
LS24_to_LS25_RS3_0052,102.66462168800005,45.86783519134247,1500
LS24_to_LS25_RS3_0053,102.81541125300005,45.841751745399364,1501
LS24_to_LS25_RS3_0054,102.96321944900005,45.816184014036025,1502
LS24_to_LS25_RS3_0055,103.10695417900006,45.79132090722818,1503
LS24_to_LS25_RS3_0056,103.25190549300005,45.766247356793166,1504
LS24_to_LS25_RS3_0057,103.39934005700005,45.740744255963605,1505
LS24_to_LS25_RS3_0058,103.55168425900004,45.71439189028357,1506
LS24_to_LS25_RS3_0059,103.70011637800005,45.68871623327006,1507
LS24_to_LS25_RS3_0060,103.85631264200005,45.66169754130314,1508
LS24_to_LS25_RS3_0061,104.00718629300005,45.63559955023792,1509
LS24_to_LS25_RS3_0062,104.16274627400004,45.60869092194309,1510
LS24_to_LS25_RS3_0063,104.32135733100004,45.58125452121311,1511
LS24_to_LS25_RS3_0064,104.37685712300005,45.571654216148985,1512
LS25_to_LS26_RS3_0000,104.39154057700006,45.56911428522825,1512
LS25_to_LS26_RS3_0001,104.44852702600005,45.55925681954765,1513
LS25_to_LS26_RS3_0002,104.61960477000005,45.5296639422972,1514
LS25_to_LS26_RS3_0003,104.80058403800005,45.49835830815931,1515
LS25_to_LS26_RS3_0004,104.97351454700005,45.46844494125347,1516
LS25_to_LS26_RS3_0005,105.15698101000005,45.43670907431842,1517
LS25_to_LS26_RS3_0006,105.33498071200005,45.405918842878954,1518
LS25_to_LS26_RS3_0007,105.51802710300005,45.37425563962792,1519
LS25_to_LS26_RS3_0008,105.70530800900005,45.34185995370743,1520
LS25_to_LS26_RS3_0009,105.88320109300005,45.31108816495555,1521
LS25_to_LS26_RS3_0010,106.06583066300006,45.27949706303342,1522
LS25_to_LS26_RS3_0011,106.24544422900006,45.24842766682281,1523
LS25_to_LS26_RS3_0012,106.42775381500006,45.216891915450745,1524
LS25_to_LS26_RS3_0013,106.60394536700007,45.186414456203316,1525
LS25_to_LS26_RS3_0014,106.78120705300006,45.15575188612053,1526
LS25_to_LS26_RS3_0015,106.95898507900006,45.125,1527
LS25_to_LS26_RS3_0016,107.12947373200006,45.12082508307772,1528
LS25_to_LS26_RS3_0017,107.26751298200007,45.117444785382695,1529
LS25_to_LS26_RS3_0018,107.44940451200007,45.11299063542459,1530
LS25_to_LS26_RS3_0019,107.61573784600007,45.10891747372945,1531
LS25_to_LS26_RS3_0020,107.79814113900008,45.10445079174666,1532
LS25_to_LS26_RS3_0021,107.97681034900008,45.100075549786595,1533
LS25_to_LS26_RS3_0022,108.15396735400007,45.095737338620864,1534
LS25_to_LS26_RS3_0023,108.34038520500008,45.09117234835869,1535
LS25_to_LS26_RS3_0024,108.51899035000008,45.086798675218894,1536
LS25_to_LS26_RS3_0025,108.72088675700009,45.08185464691378,1537
LS25_to_LS26_RS3_0026,108.90042842200009,45.077458040322824,1538
LS25_to_LS26_RS3_0027,109.09098266500008,45.07279175831687,1539
LS25_to_LS26_RS3_0028,109.27781571600008,45.06821660065953,1540
LS25_to_LS26_RS3_0029,109.46262298300007,45.06369105029133,1541
LS25_to_LS26_RS3_0030,109.65825246200008,45.05890048618045,1542
LS25_to_LS26_RS3_0031,109.85105678100008,45.054179104434986,1543
LS25_to_LS26_RS3_0032,110.04192833700009,45.049505052085436,1544
LS25_to_LS26_RS3_0033,110.23146715300008,45.04486363580099,1545
LS25_to_LS26_RS3_0034,110.42683587800008,45.04007945701997,1546
LS25_to_LS26_RS3_0035,110.61758540700008,45.035408392861,1547
LS25_to_LS26_RS3_0036,110.81561170100008,45.03055913567391,1548
LS25_to_LS26_RS3_0037,111.00747248100008,45.025860859260504,1549
LS25_to_LS26_RS3_0038,111.19645379400008,45.021233095079396,1550
LS25_to_LS26_RS3_0039,111.39121157200007,45.0164638771355,1551
LS25_to_LS26_RS3_0040,111.57761936200008,45.01189913324655,1552
LS25_to_LS26_RS3_0041,111.77416347600008,45.00708617160321,1553
LS25_to_LS26_RS3_0042,111.97220693600008,45.00223649405604,1554
LS25_to_LS26_RS3_0043,112.16932345100008,44.997409515487945,1555
LS25_to_LS26_RS3_0044,112.36239172600008,44.99268167000222,1556
LS25_to_LS26_RS3_0045,112.56135256200008,44.98780952780114,1557
LS25_to_LS26_RS3_0046,112.75945589700008,44.982958384038206,1558
LS25_to_LS26_RS3_0047,112.96597209400008,44.9779012265652,1559
LS25_to_LS26_RS3_0048,113.16490478600008,44.97302977355287,1560
LS25_to_LS26_RS3_0049,113.36388401200009,44.968157181018455,1561
LS25_to_LS26_RS3_0050,113.58333396800009,44.96278330235394,1562
LS25_to_LS26_RS3_0051,113.78585965000009,44.95782386439663,1563
LS25_to_LS26_RS3_0052,113.9478805790001,44.95385630464211,1564
LS26_to_LS27_RS3_0000,113.9849744810001,44.95294795117431,1564
LS26_to_LS27_RS3_0001,113.9923683640001,44.952766890166934,1565
LS26_to_LS27_RS3_0002,113.9976503870001,44.952637544273124,1566
LS26_to_LS27_RS3_0003,114.0723102010001,44.950809278782145,1567
LS26_to_LS27_RS3_0004,114.26003916200011,44.946212182129145,1568
LS26_to_LS27_RS3_0005,114.44537178600011,44.94167376684711,1569
LS26_to_LS27_RS3_0006,114.62887568500011,44.93718013328406,1570
LS26_to_LS27_RS3_0007,114.82049671000011,44.932487727978135,1571
LS26_to_LS27_RS3_0008,115.01054336100012,44.92783387585765,1572
LS26_to_LS27_RS3_0009,115.20091458600012,44.923172075586585,1573
LS26_to_LS27_RS3_0010,115.39119171000013,44.91851257965573,1574
LS26_to_LS27_RS3_0011,115.57808119300013,44.91393604009463,1575
LS26_to_LS27_RS3_0012,115.76284888300013,44.90941145888586,1576
LS26_to_LS27_RS3_0013,115.96122811500013,44.904553558972104,1577
LS26_to_LS27_RS3_0014,116.14373076300012,44.900084443989435,1578
LS26_to_LS27_RS3_0015,116.33728765500013,44.89534463327702,1579
LS26_to_LS27_RS3_0016,116.52074523300013,44.890852134020115,1580
LS26_to_LS27_RS3_0017,116.70716737500013,44.88628703868017,1581
LS26_to_LS27_RS3_0018,116.88580886000013,44.88191247564841,1582
LS26_to_LS27_RS3_0019,117.05568867800012,44.877752467844715,1583
LS26_to_LS27_RS3_0020,117.23998397000013,44.873239454692644,1584
LS26_to_LS27_RS3_0021,117.41590800000013,44.86893143655209,1585
LS26_to_LS27_RS3_0022,117.60129956000013,44.86439157804847,1586
LS26_to_LS27_RS3_0023,117.77278986300013,44.86019213277511,1587
LS26_to_LS27_RS3_0024,117.95067123900013,44.855836183251476,1588
LS26_to_LS27_RS3_0025,118.12511443900013,44.85156442759594,1589
LS26_to_LS27_RS3_0026,118.29227266100013,44.847471066088026,1590
LS26_to_LS27_RS3_0027,118.46656453000013,44.84320301621784,1591
LS26_to_LS27_RS3_0028,118.64685667500012,44.8387880319132,1592
LS26_to_LS27_RS3_0029,118.82717635600012,44.834372373308476,1593
LS26_to_LS27_RS3_0030,119.01307396800013,44.82982012263083,1594
LS26_to_LS27_RS3_0031,119.19522108000012,44.82535971399452,1595
LS26_to_LS27_RS3_0032,119.38026782400013,44.82082829932648,1596
LS26_to_LS27_RS3_0033,119.56961732700013,44.81619151892855,1597
LS26_to_LS27_RS3_0034,119.75207398400013,44.81172353017101,1598
LS26_to_LS27_RS3_0035,119.94365323700013,44.80703214777556,1599
LS26_to_LS27_RS3_0036,120.13651799100013,44.802309286101085,1600
LS26_to_LS27_RS3_0037,120.31917951300014,44.797836280620494,1601
LS26_to_LS27_RS3_0038,120.50644926000014,44.79325042917511,1602
LS26_to_LS27_RS3_0039,120.70285272800014,44.788440911663415,1603
LS26_to_LS27_RS3_0040,120.89175749500014,44.78381502193662,1604
LS26_to_LS27_RS3_0041,121.08340935000014,44.77912186166732,1605
LS26_to_LS27_RS3_0042,121.27055443100014,44.77453906303621,1606
LS26_to_LS27_RS3_0043,121.46472524500014,44.769784218635024,1607
LS26_to_LS27_RS3_0044,121.65710889900014,44.765073138111354,1608
LS26_to_LS27_RS3_0045,121.85869455300013,44.76013671950892,1609
LS26_to_LS27_RS3_0046,122.04904861100013,44.75547533962243,1610
LS26_to_LS27_RS3_0047,122.24214639500013,44.750746771521904,1611
LS26_to_LS27_RS3_0048,122.44438227600014,44.74579443019583,1612
LS26_to_LS27_RS3_0049,122.64146679600015,44.74096823511956,1613
LS26_to_LS27_RS3_0050,122.83963795500014,44.73611543048618,1614
LS26_to_LS27_RS3_0051,123.04836656700014,44.73100409551421,1615
LS26_to_LS27_RS3_0052,123.24883571500014,44.72609501785037,1616
LS26_to_LS27_RS3_0053,123.45366458100014,44.721079179647724,1617
LS26_to_LS27_RS3_0054,123.65184485800015,44.716226151733245,1618
LS26_to_LS27_RS3_0055,123.87494203900015,44.71076296002001,1619
LS26_to_LS27_RS3_0056,124.09073039700014,44.705478746369465,1620
LS26_to_LS27_RS3_0057,124.29727327100014,44.700420935631534,1621
LS26_to_LS27_RS3_0058,124.46369653200014,44.69634557180888,1622
LS27_to_LS28_RS3_0000,124.47538604400015,44.69605931967066,1622
LS27_to_LS28_RS3_0001,124.47867972500015,44.69597866418831,1623
LS27_to_LS28_RS3_0002,124.61583937100015,44.692619906188504,1624
LS27_to_LS28_RS3_0003,124.79666497100015,44.68819185866665,1625
LS27_to_LS28_RS3_0004,124.97750916800015,44.68376335574246,1626
LS27_to_LS28_RS3_0005,125.15811266500015,44.67934074706686,1627
LS27_to_LS28_RS3_0006,125.34738064700015,44.67470596295077,1628
LS27_to_LS28_RS3_0007,125.53303801600015,44.67015959533072,1629
LS27_to_LS28_RS3_0008,125.72433333700015,44.66547516584675,1630
LS27_to_LS28_RS3_0009,125.91077298900015,44.660909641722874,1631
LS27_to_LS28_RS3_0010,126.09635992300015,44.6563649989113,1632
LS27_to_LS28_RS3_0011,126.28544639400015,44.65173465962677,1633
LS27_to_LS28_RS3_0012,126.47464840300015,44.64710149105394,1634
LS27_to_LS28_RS3_0013,126.66396409500014,44.64246553861795,1635
LS27_to_LS28_RS3_0014,126.85042353700014,44.637899529877615,1636
LS27_to_LS28_RS3_0015,127.03470987700014,44.63338673594164,1637
LS27_to_LS28_RS3_0016,127.21997336400014,44.62885001368273,1638
LS27_to_LS28_RS3_0017,127.40412494600014,44.62434051969337,1639
LS27_to_LS28_RS3_0018,127.58137622300013,44.62,1640
LS27_to_LS28_RS3_0019,127.75158765100014,44.59530918342038,1641
LS27_to_LS28_RS3_0020,127.91318419900014,44.57186803864269,1642
LS27_to_LS28_RS3_0021,128.09224242800013,44.54589390787335,1643
LS27_to_LS28_RS3_0022,128.27587573500014,44.51925611771836,1644
LS27_to_LS28_RS3_0023,128.45783010600013,44.492861873495116,1645
LS27_to_LS28_RS3_0024,128.63620397800014,44.46698701533843,1646
LS27_to_LS28_RS3_0025,128.82433555000014,44.43969670826759,1647
LS27_to_LS28_RS3_0026,129.01241253700013,44.412414319279804,1648
LS27_to_LS28_RS3_0027,129.19927600700012,44.38530796268899,1649
LS27_to_LS28_RS3_0028,129.3919432230001,44.357359716516235,1650
LS27_to_LS28_RS3_0029,129.5832603230001,44.32960731774873,1651
LS27_to_LS28_RS3_0030,129.7701355710001,44.302499252644914,1652
LS27_to_LS28_RS3_0031,129.9647600120001,44.274267092025006,1653
LS27_to_LS28_RS3_0032,130.1630401590001,44.24550463583461,1654
LS27_to_LS28_RS3_0033,130.3519285210001,44.218104549042756,1655
LS27_to_LS28_RS3_0034,130.5474185520001,44.189746826207816,1656
LS27_to_LS28_RS3_0035,130.7348556330001,44.16255726178451,1657
LS27_to_LS28_RS3_0036,130.9297923740001,44.13427979902415,1658
LS27_to_LS28_RS3_0037,131.12178132500011,44.10642994176043,1659
LS27_to_LS28_RS3_0038,131.3222251220001,44.077353627176855,1660
LS27_to_LS28_RS3_0039,131.5048699220001,44.05085922953853,1661
LS27_to_LS28_RS3_0040,131.7005899260001,44.022468146892045,1662
LS27_to_LS28_RS3_0041,131.8985247990001,43.99375577604023,1663
LS27_to_LS28_RS3_0042,132.09303348200012,43.965540407239644,1664
LS27_to_LS28_RS3_0043,132.29243891200014,43.93661471784875,1665
LS27_to_LS28_RS3_0044,132.48477244900013,43.90871487504751,1666
LS27_to_LS28_RS3_0045,132.68370011900012,43.879858489372985,1667
LS27_to_LS28_RS3_0046,132.88197879200013,43.85109624700057,1668
