image_names,cumulative deformation(mm),degraded strength(KN),times(s)
LS10_to_LS11_RS3_0039,13.262217866000006,53.02,453
LS10_to_LS11_RS3_0040,13.294821459000005,53.02,454
LS10_to_LS11_RS3_0041,13.326887443000006,53.02,455
LS10_to_LS11_RS3_0042,13.352979480000005,53.02,456
LS10_to_LS11_RS3_0043,13.387041316000005,53.02,457
LS10_to_LS11_RS3_0044,13.421492783000005,53.02,458
LS10_to_LS11_RS3_0045,13.456459375000005,53.02,459
LS10_to_LS11_RS3_0046,13.491540322000006,53.02,460
LS10_to_LS11_RS3_0047,13.532463395000006,53.02,461
LS10_to_LS11_RS3_0048,13.563255014000006,53.02,462
LS10_to_LS11_RS3_0049,13.596901607000007,53.02,463
LS10_to_LS11_RS3_0050,13.628306802000006,53.02,464
LS10_to_LS11_RS3_0051,13.667655662000007,53.02,465
LS10_to_LS11_RS3_0052,13.701400676000008,53.02,466
LS10_to_LS11_RS3_0053,13.734151905000008,53.02,467
LS10_to_LS11_RS3_0054,13.767180592000008,53.02,468
LS10_to_LS11_RS3_0055,13.805706747000007,53.02,469
LS10_to_LS11_RS3_0056,13.839955621000007,53.02,470
LS10_to_LS11_RS3_0057,13.873671566000008,53.02,471
LS10_to_LS11_RS3_0058,13.912638455000007,53.02,472
LS10_to_LS11_RS3_0059,13.956235482000007,53.02,473
LS10_to_LS11_RS3_0060,13.985563307000007,53.02,474
LS10_to_LS11_RS3_0061,14.026659514000007,53.02,475
LS10_to_LS11_RS3_0062,14.055357071000007,53.02,476
LS10_to_LS11_RS3_0063,14.097885281000007,53.02,477
LS10_to_LS11_RS3_0064,14.133213371000007,53.02,478
LS10_to_LS11_RS3_0065,14.167271451000007,53.02,479
LS10_to_LS11_RS3_0066,14.207647194000007,53.02,480
LS10_to_LS11_RS3_0067,14.237809151000008,53.02,481
LS10_to_LS11_RS3_0068,14.279259845000007,53.02,482
LS10_to_LS11_RS3_0069,14.317547370000007,53.02,483
LS10_to_LS11_RS3_0070,14.371962141000006,53.02,484
LS10_to_LS11_RS3_0071,14.406558412000006,53.02,485
LS10_to_LS11_RS3_0072,14.450812814000006,53.02,486
LS10_to_LS11_RS3_0073,14.494661655000005,53.02,487
LS10_to_LS11_RS3_0074,14.538135779000005,53.02,488
LS10_to_LS11_RS3_0075,14.582046255000005,53.02,489
LS10_to_LS11_RS3_0076,14.619548834000005,53.02,490
LS10_to_LS11_RS3_0077,14.664551589000006,53.02,491
LS10_to_LS11_RS3_0078,14.714388164000006,53.02,492
LS10_to_LS11_RS3_0079,14.755339623000006,53.02,493
LS10_to_LS11_RS3_0080,14.809907596000006,53.02,494
LS10_to_LS11_RS3_0081,14.858917460000006,53.02,495
LS10_to_LS11_RS3_0082,14.915537903000006,53.02,496
LS10_to_LS11_RS3_0083,14.963006048000006,53.02,497
LS10_to_LS11_RS3_0084,15.013999357000007,53.02,498
LS10_to_LS11_RS3_0085,15.062681773000007,53.02,499
LS10_to_LS11_RS3_0086,15.118564740000007,53.02,500
LS10_to_LS11_RS3_0087,15.169100983000007,53.02,501
LS10_to_LS11_RS3_0088,15.218479042000007,53.02,502
LS10_to_LS11_RS3_0089,15.275568023000007,53.02,503
LS10_to_LS11_RS3_0090,15.327904984000007,53.02,504
LS10_to_LS11_RS3_0091,15.378992684000007,53.02,505
LS10_to_LS11_RS3_0092,15.434214375000007,53.02,506
LS10_to_LS11_RS3_0093,15.486435414000008,53.02,507
LS10_to_LS11_RS3_0094,15.537059386000008,53.02,508
LS10_to_LS11_RS3_0095,15.591639753000008,53.02,509
LS10_to_LS11_RS3_0096,15.592568309000008,53.02,510
LS11_to_LS12_RS3_0001,15.617293937000008,53.02,511
LS11_to_LS12_RS3_0002,15.650362641000008,53.02,512
LS11_to_LS12_RS3_0003,15.684789158000008,53.02,513
LS11_to_LS12_RS3_0004,15.725826678000008,53.02,514
LS11_to_LS12_RS3_0005,15.764098336000007,53.02,515
LS11_to_LS12_RS3_0006,15.804363881000008,53.02,516
LS11_to_LS12_RS3_0007,15.835667715000007,53.02,517
LS11_to_LS12_RS3_0008,15.879794649000006,53.02,518
LS11_to_LS12_RS3_0009,15.919372772000006,53.02,519
LS11_to_LS12_RS3_0010,15.960410778000007,53.02,520
LS11_to_LS12_RS3_0011,16.003489286000008,53.02,521
LS11_to_LS12_RS3_0012,16.035230368000008,53.02,522
LS11_to_LS12_RS3_0013,16.073314477000007,53.02,523
LS11_to_LS12_RS3_0014,16.11338337400001,53.02,524
LS11_to_LS12_RS3_0015,16.150911729000008,53.02,525
LS11_to_LS12_RS3_0016,16.18763655700001,53.02,526
LS11_to_LS12_RS3_0017,16.221744127000008,53.02,527
LS11_to_LS12_RS3_0018,16.248851138000006,53.02,528
LS11_to_LS12_RS3_0019,16.289035653000006,53.02,529
LS11_to_LS12_RS3_0020,16.322625553000005,53.02,530
LS11_to_LS12_RS3_0021,16.362034589000004,53.02,531
LS11_to_LS12_RS3_0022,16.402655561000003,53.02,532
LS11_to_LS12_RS3_0023,16.437404297000004,53.02,533
LS11_to_LS12_RS3_0024,16.466442194000003,53.02,534
LS11_to_LS12_RS3_0025,16.505235883,53.02,535
LS11_to_LS12_RS3_0026,16.534792043,53.02,536
LS11_to_LS12_RS3_0027,16.575261371,53.02,537
LS11_to_LS12_RS3_0028,16.601834314,53.02,538
LS11_to_LS12_RS3_0029,16.632649721,53.02,539
LS11_to_LS12_RS3_0030,16.66958834,53.02,540
LS11_to_LS12_RS3_0031,16.704331635,53.02,541
LS11_to_LS12_RS3_0032,16.737378458,53.02,542
LS11_to_LS12_RS3_0033,16.774281408,53.02,543
LS11_to_LS12_RS3_0034,16.803588544,53.02,544
LS11_to_LS12_RS3_0035,16.834766699,53.02,545
LS11_to_LS12_RS3_0036,16.870394099,53.02,546
LS11_to_LS12_RS3_0037,16.893818571999997,53.02,547
LS11_to_LS12_RS3_0038,16.922997278999997,53.02,548
LS11_to_LS12_RS3_0039,16.945448007999996,53.02,549
LS11_to_LS12_RS3_0040,16.975079202999996,53.02,550
LS11_to_LS12_RS3_0041,17.008199735999998,53.02,551
LS11_to_LS12_RS3_0042,17.035583825,53.02,552
LS11_to_LS12_RS3_0043,17.061872774,53.02,553
LS11_to_LS12_RS3_0044,17.095938041,53.02,554
LS11_to_LS12_RS3_0045,17.126335263,53.02,555
LS11_to_LS12_RS3_0046,17.161854095000002,53.02,556
LS11_to_LS12_RS3_0047,17.198941942,53.02,557
LS11_to_LS12_RS3_0048,17.233253241,53.02,558
LS11_to_LS12_RS3_0049,17.274157691,53.02,559
LS11_to_LS12_RS3_0050,17.307286640999997,53.02,560
LS11_to_LS12_RS3_0051,17.346918490999997,53.02,561
LS11_to_LS12_RS3_0052,17.389211990999996,53.02,562
LS11_to_LS12_RS3_0053,17.425101563999995,53.02,563
LS11_to_LS12_RS3_0054,17.458122101999994,53.02,564
LS11_to_LS12_RS3_0055,17.489950670999995,53.02,565
LS11_to_LS12_RS3_0056,17.532300141999997,53.02,566
LS11_to_LS12_RS3_0057,17.572734570999998,53.02,567
LS11_to_LS12_RS3_0058,17.613645117999997,53.02,568
LS11_to_LS12_RS3_0059,17.651252568999997,53.02,569
LS11_to_LS12_RS3_0060,17.691225789999997,53.02,570
LS11_to_LS12_RS3_0061,17.734307951999998,53.02,571
LS11_to_LS12_RS3_0062,17.777425978999997,53.02,572
LS11_to_LS12_RS3_0063,17.815898637999997,53.02,573
LS11_to_LS12_RS3_0064,17.857525963999997,53.02,574
LS11_to_LS12_RS3_0065,17.895003301999996,53.02,575
LS11_to_LS12_RS3_0066,17.929324811999997,53.02,576
LS11_to_LS12_RS3_0067,17.974546173999997,53.02,577
LS11_to_LS12_RS3_0068,18.011370222999997,53.02,578
LS11_to_LS12_RS3_0069,18.058609863999997,53.02,579
LS11_to_LS12_RS3_0070,18.095736907,53.02,580
LS11_to_LS12_RS3_0071,18.137883452,53.02,581
LS11_to_LS12_RS3_0072,18.187061138,53.02,582
LS11_to_LS12_RS3_0073,18.224622454000002,53.02,583
LS11_to_LS12_RS3_0074,18.266124088,53.02,584
LS11_to_LS12_RS3_0075,18.309598710000003,53.02,585
LS11_to_LS12_RS3_0076,18.353491416000004,53.02,586
LS11_to_LS12_RS3_0077,18.391112476000004,53.02,587
LS11_to_LS12_RS3_0078,18.436476770000002,53.02,588
LS11_to_LS12_RS3_0079,18.472912236000003,53.02,589
LS11_to_LS12_RS3_0080,18.512898077000003,53.02,590
LS11_to_LS12_RS3_0081,18.557783375000003,53.02,591
LS11_to_LS12_RS3_0082,18.602071714000004,53.02,592
LS11_to_LS12_RS3_0083,18.644208663000004,53.02,593
LS11_to_LS12_RS3_0084,18.694769476000005,53.02,594
LS11_to_LS12_RS3_0085,18.726983164000004,53.02,595
LS11_to_LS12_RS3_0086,18.776534431,53.02,596
LS11_to_LS12_RS3_0087,18.816726188,53.02,597
LS11_to_LS12_RS3_0088,18.861972204,53.02,598
LS11_to_LS12_RS3_0089,18.910911201,53.02,599
LS11_to_LS12_RS3_0090,18.954642183,53.02,600
LS11_to_LS12_RS3_0091,18.998307113,53.02,601
LS11_to_LS12_RS3_0092,19.044815846,53.02,602
LS11_to_LS12_RS3_0093,19.092566492,53.02,603
LS11_to_LS12_RS3_0094,19.14172315,53.02,604
LS11_to_LS12_RS3_0095,19.1879524,53.02,605
LS12_to_LS13_RS3_0001,19.211178503,53.02,606
LS12_to_LS13_RS3_0002,19.242767747,53.02,607
LS12_to_LS13_RS3_0003,19.276288244,53.02,608
LS12_to_LS13_RS3_0004,19.315350986,53.02,609
LS12_to_LS13_RS3_0005,19.3445507,53.02,610
LS12_to_LS13_RS3_0006,19.386550274,53.02,611
LS12_to_LS13_RS3_0007,19.417880905,53.02,612
LS12_to_LS13_RS3_0008,19.470410809,53.02,613
LS12_to_LS13_RS3_0009,19.494313081,53.02,614
LS12_to_LS13_RS3_0010,19.534750127000002,53.02,615
LS12_to_LS13_RS3_0011,19.574830332,53.02,616
LS12_to_LS13_RS3_0012,19.606398543,53.02,617
LS12_to_LS13_RS3_0013,19.64655948,53.02,618
LS12_to_LS13_RS3_0014,19.686065985,53.02,619
LS12_to_LS13_RS3_0015,19.717795364,53.02,620
LS12_to_LS13_RS3_0016,19.753656291000002,53.02,621
LS12_to_LS13_RS3_0017,19.799732018000004,53.02,622
LS12_to_LS13_RS3_0018,19.833771835000004,53.02,623
LS12_to_LS13_RS3_0019,19.869672580000003,53.02,624
LS12_to_LS13_RS3_0020,19.913524816000002,53.02,625
LS12_to_LS13_RS3_0021,19.947605530000004,53.02,626
LS12_to_LS13_RS3_0022,19.986923951000005,53.02,627
LS12_to_LS13_RS3_0023,20.023623506000003,53.02,628
LS12_to_LS13_RS3_0024,20.060235198000004,53.02,629
LS12_to_LS13_RS3_0025,20.089972408000005,53.02,630
LS12_to_LS13_RS3_0026,20.124847183000004,53.02,631
LS12_to_LS13_RS3_0027,20.150964837000004,53.02,632
LS12_to_LS13_RS3_0028,20.192310070000005,53.02,633
LS12_to_LS13_RS3_0029,20.223608469000006,53.02,634
LS12_to_LS13_RS3_0030,20.256090715000006,53.02,635
LS12_to_LS13_RS3_0031,20.288217601000007,53.02,636
LS12_to_LS13_RS3_0032,20.329007765000007,53.02,637
LS12_to_LS13_RS3_0033,20.368592201000006,53.02,638
LS12_to_LS13_RS3_0034,20.393364700000006,53.02,639
LS12_to_LS13_RS3_0035,20.427823811000007,53.02,640
LS12_to_LS13_RS3_0036,20.456079619000008,53.02,641
LS12_to_LS13_RS3_0037,20.481618491000006,53.02,642
LS12_to_LS13_RS3_0038,20.507478076000005,53.02,643
LS12_to_LS13_RS3_0039,20.534545615000006,53.02,644
LS12_to_LS13_RS3_0040,20.553546110000006,53.02,645
LS12_to_LS13_RS3_0041,20.583574536000008,53.02,646
LS12_to_LS13_RS3_0042,20.61853797100001,53.02,647
LS12_to_LS13_RS3_0043,20.657314964000008,53.02,648
LS12_to_LS13_RS3_0044,20.689943188000008,53.02,649
LS12_to_LS13_RS3_0045,20.72006543000001,53.02,650
LS12_to_LS13_RS3_0046,20.75547626300001,53.02,651
LS12_to_LS13_RS3_0047,20.79346227900001,53.02,652
LS12_to_LS13_RS3_0048,20.82755671000001,53.02,653
LS12_to_LS13_RS3_0049,20.86550614900001,53.02,654
LS12_to_LS13_RS3_0050,20.89605501000001,53.02,655
LS12_to_LS13_RS3_0051,20.93734713000001,53.02,656
LS12_to_LS13_RS3_0052,20.96866649000001,53.02,657
LS12_to_LS13_RS3_0053,21.00590118900001,53.02,658
LS12_to_LS13_RS3_0054,21.03809201200001,53.02,659
LS12_to_LS13_RS3_0055,21.082044447000012,53.02,660
LS12_to_LS13_RS3_0056,21.123517418000013,53.02,661
LS12_to_LS13_RS3_0057,21.161994805000013,53.02,662
LS12_to_LS13_RS3_0058,21.20282676500001,53.02,663
LS12_to_LS13_RS3_0059,21.238193986000013,53.02,664
LS12_to_LS13_RS3_0060,21.276115446000013,53.02,665
LS12_to_LS13_RS3_0061,21.316765116000013,53.02,666
LS12_to_LS13_RS3_0062,21.356280992000013,53.02,667
LS12_to_LS13_RS3_0063,21.389383528000014,53.02,668
LS12_to_LS13_RS3_0064,21.428909167000015,53.02,669
LS12_to_LS13_RS3_0065,21.470245662000014,53.02,670
LS12_to_LS13_RS3_0066,21.507697107000013,53.02,671
LS12_to_LS13_RS3_0067,21.552470500000013,53.02,672
LS12_to_LS13_RS3_0068,21.595806080000013,53.02,673
LS12_to_LS13_RS3_0069,21.640746309000015,53.02,674
LS12_to_LS13_RS3_0070,21.673431319000017,53.02,675
LS12_to_LS13_RS3_0071,21.715055039000017,53.02,676
LS12_to_LS13_RS3_0072,21.763294207000015,53.02,677
LS12_to_LS13_RS3_0073,21.802752846000015,53.02,678
LS12_to_LS13_RS3_0074,21.848772049000015,53.02,679
LS12_to_LS13_RS3_0075,21.891340945000014,53.02,680
LS12_to_LS13_RS3_0076,21.929512106000015,53.02,681
LS12_to_LS13_RS3_0077,21.969921774000014,53.02,682
LS12_to_LS13_RS3_0078,22.015313816000013,53.02,683
LS12_to_LS13_RS3_0079,22.063130090000012,53.02,684
LS12_to_LS13_RS3_0080,22.109053882000012,53.02,685
LS12_to_LS13_RS3_0081,22.150639082000012,53.02,686
LS12_to_LS13_RS3_0082,22.192491663000013,53.02,687
LS12_to_LS13_RS3_0083,22.239811818000014,53.02,688
LS12_to_LS13_RS3_0084,22.273923804000013,53.02,689
LS12_to_LS13_RS3_0085,22.319201119000013,53.02,690
LS12_to_LS13_RS3_0086,22.367276556000014,53.02,691
LS12_to_LS13_RS3_0087,22.411562776000014,53.02,692
LS12_to_LS13_RS3_0088,22.463101835000014,53.02,693
LS12_to_LS13_RS3_0089,22.510713818000013,53.02,694
LS12_to_LS13_RS3_0090,22.55465024300001,53.02,695
LS12_to_LS13_RS3_0091,22.603100827000013,53.02,696
LS12_to_LS13_RS3_0092,22.652397490000013,53.02,697
LS12_to_LS13_RS3_0093,22.697391791000012,53.02,698
LS13_to_LS14_RS3_0001,22.730552255000013,53.02,699
LS13_to_LS14_RS3_0002,22.802811649000013,53.02,700
LS13_to_LS14_RS3_0003,22.887794066000012,53.02,701
LS13_to_LS14_RS3_0004,22.95830008000001,53.02,702
LS13_to_LS14_RS3_0005,23.03902899700001,53.02,703
LS13_to_LS14_RS3_0006,23.11544776500001,53.02,704
LS13_to_LS14_RS3_0007,23.194593642000008,53.02,705
LS13_to_LS14_RS3_0008,23.266368181000008,53.02,706
LS13_to_LS14_RS3_0009,23.33521436400001,53.02,707
LS13_to_LS14_RS3_0010,23.41266433400001,53.02,708
LS13_to_LS14_RS3_0011,23.49258981100001,53.02,709
LS13_to_LS14_RS3_0012,23.562303399000008,53.02,710
LS13_to_LS14_RS3_0013,23.62680547700001,53.02,711
LS13_to_LS14_RS3_0014,23.699742810000007,53.02,712
LS13_to_LS14_RS3_0015,23.76526047000001,53.02,713
LS13_to_LS14_RS3_0016,23.835297220000008,53.02,714
LS13_to_LS14_RS3_0017,23.89965339800001,53.02,715
LS13_to_LS14_RS3_0018,23.96867478900001,53.02,716
LS13_to_LS14_RS3_0019,24.03026605700001,53.02,717
LS13_to_LS14_RS3_0020,24.08549770700001,53.02,718
LS13_to_LS14_RS3_0021,24.13273599800001,53.02,719
LS13_to_LS14_RS3_0022,24.19876123500001,53.02,720
LS13_to_LS14_RS3_0023,24.26083422000001,53.02,721
LS13_to_LS14_RS3_0024,24.32543150200001,53.02,722
LS13_to_LS14_RS3_0025,24.40719529500001,53.02,723
LS13_to_LS14_RS3_0026,24.482734926000013,53.02,724
LS13_to_LS14_RS3_0027,24.556839217000014,53.02,725
LS13_to_LS14_RS3_0028,24.627863148000014,53.02,726
LS13_to_LS14_RS3_0029,24.713714792000015,53.02,727
LS13_to_LS14_RS3_0030,24.795748382000014,53.02,728
LS13_to_LS14_RS3_0031,24.868465292000014,53.02,729
LS13_to_LS14_RS3_0032,24.951579858000013,53.02,730
LS13_to_LS14_RS3_0033,25.029116079000012,53.02,731
LS13_to_LS14_RS3_0034,25.10682775300001,53.02,732
LS13_to_LS14_RS3_0035,25.200918343000012,53.02,733
LS13_to_LS14_RS3_0036,25.274483468000014,53.02,734
LS13_to_LS14_RS3_0037,25.360986521000015,53.02,735
LS13_to_LS14_RS3_0038,25.443155563000015,53.02,736
LS13_to_LS14_RS3_0039,25.520625979000016,53.02,737
LS13_to_LS14_RS3_0040,25.614828137000018,53.02,738
LS13_to_LS14_RS3_0041,25.694554257000018,53.02,739
LS13_to_LS14_RS3_0042,25.78084184400002,53.02,740
LS13_to_LS14_RS3_0043,25.86691949700002,53.02,741
LS13_to_LS14_RS3_0044,25.94171712900002,53.02,742
LS13_to_LS14_RS3_0045,26.037218386000017,53.02,743
LS13_to_LS14_RS3_0046,26.129747025000018,53.02,744
LS13_to_LS14_RS3_0047,26.21232561800002,53.02,745
LS13_to_LS14_RS3_0048,26.30786340000002,53.02,746
LS13_to_LS14_RS3_0049,26.40376078000002,53.02,747
LS13_to_LS14_RS3_0050,26.49639070500002,53.02,748
LS13_to_LS14_RS3_0051,26.59690009500002,53.02,749
LS13_to_LS14_RS3_0052,26.69276793600002,53.02,750
LS13_to_LS14_RS3_0053,26.79028996800002,53.02,751
LS13_to_LS14_RS3_0054,26.885665836000022,53.02,752
LS13_to_LS14_RS3_0055,26.990159728000023,53.02,753
LS13_to_LS14_RS3_0056,27.093813458000024,53.02,754
LS13_to_LS14_RS3_0057,27.145926711000026,53.02,755
LS14_to_LS15_RS3_0001,27.166456643000025,53.02,756
LS14_to_LS15_RS3_0002,27.233667013000023,53.02,757
LS14_to_LS15_RS3_0003,27.317200596000024,53.02,758
LS14_to_LS15_RS3_0004,27.394450216000024,53.02,759
LS14_to_LS15_RS3_0005,27.479897048000023,53.02,760
LS14_to_LS15_RS3_0006,27.557195740000022,53.02,761
LS14_to_LS15_RS3_0007,27.63961307500002,53.02,762
LS14_to_LS15_RS3_0008,27.72546134000002,53.02,763
LS14_to_LS15_RS3_0009,27.81182977000002,53.02,764
LS14_to_LS15_RS3_0010,27.89600911600002,53.02,765
LS14_to_LS15_RS3_0011,27.98427288800002,53.02,766
LS14_to_LS15_RS3_0012,28.061680627000023,53.02,767
LS14_to_LS15_RS3_0013,28.13110416800002,53.02,768
LS14_to_LS15_RS3_0014,28.21529854600002,53.02,769
LS14_to_LS15_RS3_0015,28.28453953500002,53.02,770
LS14_to_LS15_RS3_0016,28.37453282200002,53.02,771
LS14_to_LS15_RS3_0017,28.44354896400002,53.02,772
LS14_to_LS15_RS3_0018,28.51250202200002,53.02,773
LS14_to_LS15_RS3_0019,28.58033493500002,53.02,774
LS14_to_LS15_RS3_0020,28.65586904900002,53.02,775
LS14_to_LS15_RS3_0021,28.72713070000002,53.02,776
LS14_to_LS15_RS3_0022,28.80548136700002,53.02,777
LS14_to_LS15_RS3_0023,28.86926513600002,53.02,778
LS14_to_LS15_RS3_0024,28.93279520400002,53.02,779
LS14_to_LS15_RS3_0025,28.98756076400002,53.02,780
LS14_to_LS15_RS3_0026,29.05051565100002,53.02,781
LS14_to_LS15_RS3_0027,29.12057774800002,53.02,782
LS14_to_LS15_RS3_0028,29.18974776100002,53.02,783
LS14_to_LS15_RS3_0029,29.253054543000022,53.02,784
LS14_to_LS15_RS3_0030,29.327778342000023,53.02,785
LS14_to_LS15_RS3_0031,29.402663051000022,53.02,786
LS14_to_LS15_RS3_0032,29.47822884200002,53.02,787
LS14_to_LS15_RS3_0033,29.56110763500002,53.02,788
LS14_to_LS15_RS3_0034,29.63495626700002,53.02,789
LS14_to_LS15_RS3_0035,29.717010976000022,53.02,790
LS14_to_LS15_RS3_0036,29.800600886000023,53.02,791
LS14_to_LS15_RS3_0037,29.882944458000022,53.02,792
LS14_to_LS15_RS3_0038,29.96215602800002,53.02,793
LS14_to_LS15_RS3_0039,30.04455366800002,53.02,794
LS14_to_LS15_RS3_0040,30.13204463800002,53.02,795
LS14_to_LS15_RS3_0041,30.21085719500002,53.02,796
LS14_to_LS15_RS3_0042,30.29906252700002,53.02,797
LS14_to_LS15_RS3_0043,30.379588973000022,53.02,798
LS14_to_LS15_RS3_0044,30.460370352000023,53.02,799
LS14_to_LS15_RS3_0045,30.558918948000024,53.02,800
LS14_to_LS15_RS3_0046,30.635170137000024,53.02,801
LS14_to_LS15_RS3_0047,30.730600002000024,53.02,802
LS14_to_LS15_RS3_0048,30.811621042000024,53.02,803
LS14_to_LS15_RS3_0049,30.908129743000025,53.02,804
LS14_to_LS15_RS3_0050,30.991978598000024,53.02,805
LS14_to_LS15_RS3_0051,31.086502813000024,53.02,806
LS14_to_LS15_RS3_0052,31.174955919000023,53.02,807
LS14_to_LS15_RS3_0053,31.267939264000024,53.02,808
LS14_to_LS15_RS3_0054,31.362849733000022,53.02,809
LS14_to_LS15_RS3_0055,31.461928649000022,53.02,810
LS14_to_LS15_RS3_0056,31.552434734000023,53.02,811
LS14_to_LS15_RS3_0057,31.653654811000024,53.02,812
LS14_to_LS15_RS3_0058,31.756050091000024,53.02,813
LS14_to_LS15_RS3_0059,31.862818409000024,53.02,814
LS14_to_LS15_RS3_0060,31.958378110000023,53.02,815
LS14_to_LS15_RS3_0061,32.07051328400002,53.02,816
LS14_to_LS15_RS3_0062,32.17919735300002,53.02,817
LS14_to_LS15_RS3_0063,32.28442601000002,53.02,818
LS14_to_LS15_RS3_0064,32.39185398500002,53.02,819
LS14_to_LS15_RS3_0065,32.46905396400002,53.02,820
LS15_to_LS16_RS3_0001,32.47274898100002,53.02,821
LS15_to_LS16_RS3_0002,32.55677848700002,53.02,822
LS15_to_LS16_RS3_0003,32.63556911100002,53.02,823
LS15_to_LS16_RS3_0004,32.72434320300002,53.02,824
LS15_to_LS16_RS3_0005,32.81335488400002,53.02,825
LS15_to_LS16_RS3_0006,32.90107419100002,53.02,826
LS15_to_LS16_RS3_0007,32.98188367500002,53.02,827
LS15_to_LS16_RS3_0008,33.06848471000002,53.02,828
LS15_to_LS16_RS3_0009,33.151872924000024,53.02,829
LS15_to_LS16_RS3_0010,33.23517908500003,53.02,830
LS15_to_LS16_RS3_0011,33.319656309000024,53.02,831
LS15_to_LS16_RS3_0012,33.39464664900002,53.02,832
LS15_to_LS16_RS3_0013,33.475214329000025,53.02,833
LS15_to_LS16_RS3_0014,33.56218944300002,53.02,834
LS15_to_LS16_RS3_0015,33.64021519800002,53.02,835
LS15_to_LS16_RS3_0016,33.713013635000024,53.02,836
LS15_to_LS16_RS3_0017,33.788920576000024,53.02,837
LS15_to_LS16_RS3_0018,33.873903183000024,53.02,838
LS15_to_LS16_RS3_0019,33.93676722000002,53.02,839
LS15_to_LS16_RS3_0020,34.00853203400002,53.02,840
LS15_to_LS16_RS3_0021,34.08698919500002,53.02,841
LS15_to_LS16_RS3_0022,34.154075179000024,53.02,842
LS15_to_LS16_RS3_0023,34.21679736700003,53.00550871331862,843
LS15_to_LS16_RS3_0024,34.27717020400003,52.99156021890806,844
LS15_to_LS16_RS3_0025,34.33197627000003,52.97889786704169,845
LS15_to_LS16_RS3_0026,34.396670951000026,52.96395085707559,846
LS15_to_LS16_RS3_0027,34.468298944000026,52.947401979970486,847
LS15_to_LS16_RS3_0028,34.54622660100003,52.92939763327907,848
LS15_to_LS16_RS3_0029,34.62310303700003,52.91163615988916,849
LS15_to_LS16_RS3_0030,34.69629465700003,52.89472602358946,850
LS15_to_LS16_RS3_0031,34.78954993900003,52.873180394058565,851
LS15_to_LS16_RS3_0032,34.85843976000003,52.85726414213285,852
LS15_to_LS16_RS3_0033,34.94104442000003,52.83817922422025,853
LS15_to_LS16_RS3_0034,35.018434995000035,52.82029896454624,854
LS15_to_LS16_RS3_0035,35.11162895400003,52.79876750303469,855
LS15_to_LS16_RS3_0036,35.19290243000003,52.77999014086249,856
LS15_to_LS16_RS3_0037,35.27405110300003,52.76124161308063,857
LS15_to_LS16_RS3_0038,35.364743200000035,52.74028817986553,858
LS15_to_LS16_RS3_0039,35.44823983700004,52.72099718026426,859
LS15_to_LS16_RS3_0040,35.53932300200004,52.69995339499543,860
LS15_to_LS16_RS3_0041,35.62175899200004,52.680907446471544,861
LS15_to_LS16_RS3_0042,35.70357311700004,52.66200517316498,862
LS15_to_LS16_RS3_0043,35.80360473900004,52.638893943186744,863
LS15_to_LS16_RS3_0044,35.887216045000045,52.6195764505468,864
LS15_to_LS16_RS3_0045,35.97524074700004,52.59923929024676,865
LS15_to_LS16_RS3_0046,36.06565208600004,52.578350723146755,866
LS15_to_LS16_RS3_0047,36.153611668000046,52.55802860812206,867
LS15_to_LS16_RS3_0048,36.255608954000046,52.53446323262608,868
LS15_to_LS16_RS3_0049,36.34526918500005,52.51374820094797,869
LS15_to_LS16_RS3_0050,36.42937312200005,52.49431689121592,870
LS15_to_LS16_RS3_0051,36.515406842000054,52.474439725885105,871
LS15_to_LS16_RS3_0052,36.612431740000055,52.45202316713639,872
LS15_to_LS16_RS3_0053,36.69947964400006,52.43191168550444,873
LS15_to_LS16_RS3_0054,36.787965924000055,52.41146788257382,874
LS15_to_LS16_RS3_0055,36.882518725000054,52.38962247523855,875
LS15_to_LS16_RS3_0056,36.972376514000054,52.36886179991016,876
LS15_to_LS16_RS3_0057,37.06149075700005,52.34827291288492,877
LS15_to_LS16_RS3_0058,37.15751246200005,52.32608813108506,878
LS15_to_LS16_RS3_0059,37.24937697500005,52.304863823767704,879
LS15_to_LS16_RS3_0060,37.34489536700005,52.28279532702111,880
LS15_to_LS16_RS3_0061,37.43985190100005,52.26085664152014,881
LS15_to_LS16_RS3_0062,37.532845000000044,52.23937158655045,882
LS15_to_LS16_RS3_0063,37.63404975500004,52.21598931681483,883
LS15_to_LS16_RS3_0064,37.730881756000045,52.19361732484249,884
LS16_to_LS17_RS3_0001,37.75684073100005,52.18761978297294,885
LS16_to_LS17_RS3_0002,37.82788854900004,52.171204949059224,886
LS16_to_LS17_RS3_0003,37.910087508000046,52.15221376399756,887
LS16_to_LS17_RS3_0004,38.00387346500005,52.13054552771768,888
LS16_to_LS17_RS3_0005,38.09007766200005,52.11062897551026,889
LS16_to_LS17_RS3_0006,38.16458349400005,52.09341520466816,890
LS16_to_LS17_RS3_0007,38.25609204800005,52.07227313784783,891
LS16_to_LS17_RS3_0008,38.33535737000005,52.05395973805071,892
LS16_to_LS17_RS3_0009,38.41816896700005,52.03482700957079,893
LS16_to_LS17_RS3_0010,38.50931821900005,52.01376795561168,894
LS16_to_LS17_RS3_0011,38.58932131600005,51.99528410083885,895
LS16_to_LS17_RS3_0012,38.674040274000056,51.97571069712203,896
LS16_to_LS17_RS3_0013,38.75931558700005,51.95600875356853,897
LS16_to_LS17_RS3_0014,38.84540741800005,51.93611816231642,898
