load_step_names,image_names,Fh [kN],u [mm],Fv_total [kN],Fv_s [kN],Fv_n [kN],lv1 [mm],lv2 [mm],lv3 [mm],lv4 [mm],lv5 [mm],lv6 [mm],lv7 [mm],lv8 [mm],lv9 [mm],lv10 [mm],lv11 [mm],lv12 [mm],lv13 [mm],lv14 [mm]
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0023,11.71,0.944536072,-82.15,-46.67,-35.48,1.015,0.9699,-1.025,-0.5947,0.02505,-0.01215,-0.00508,-0.02346,-0.07004,-0.00332,0.00255,0.03721,-0.00871,0.003
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0024,10.57,0.916324523,-82.13,-46.1,-36.03,0.9783,0.9352,-1.025,-0.6023,0.02593,-0.01218,-0.00488,-0.02475,-0.06783,-0.00349,0.00254,0.03716,-0.0087,0.00271
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0025,9.671,0.882352068,-82.12,-45.66,-36.46,0.9507,0.9091,-1.025,-0.6083,0.02659,-0.01221,-0.00465,-0.02583,-0.06598,-0.00357,0.00251,0.03712,-0.00866,0.00245
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0026,8.544,0.852351696,-82.07,-45.11,-36.96,0.9164,0.8764,-1.026,-0.6151,0.02735,-0.01223,-0.00444,-0.02725,-0.06352,-0.0037,0.00253,0.03715,-0.00859,0.00213
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0027,7.148,0.820558405,-82.23,-44.52,-37.71,0.8768,0.8355,-1.026,-0.6221,0.02844,-0.01222,-0.00404,-0.02897,-0.06041,-0.00373,0.00255,0.03714,-0.00849,0.00185
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0028,5.912,0.788755343,-82.09,-43.86,-38.23,0.8429,0.8022,-1.026,-0.628,0.02917,-0.01224,-0.00372,-0.03034,-0.0575,-0.0037,0.00261,0.03715,-0.00839,0.00158
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0029,4.915,0.752714684,-82.09,-43.35,-38.74,0.8095,0.7728,-1.026,-0.6316,0.02984,-0.01224,-0.00345,-0.03157,-0.05522,-0.00368,0.00257,0.03707,-0.00841,0.00133
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0030,3.464,0.719226415,-82.15,-42.69,-39.46,0.7673,0.7308,-1.026,-0.6388,0.03075,-0.0123,-0.00303,-0.03317,-0.05154,-0.00368,0.00269,0.037,-0.00834,0.001
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0031,2.612,0.688233009,-82.12,-42.25,-39.87,0.7407,0.7036,-1.026,-0.6418,0.03128,-0.01227,-0.00277,-0.03422,-0.04925,-0.00369,0.00277,0.03696,-0.00826,0.00079
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0032,1.42,0.660438724,-82.1,-41.66,-40.44,0.7027,0.6678,-1.025,-0.6479,0.03189,-0.01235,-0.00252,-0.03552,-0.04595,-0.00368,0.00286,0.03687,-0.00828,0.00046
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0033,0.488,0.632687016,-82.1,-41.24,-40.86,0.6729,0.6394,-1.024,-0.6533,0.03233,-0.01239,-0.00229,-0.03647,-0.04328,-0.00365,0.00296,0.03682,-0.00821,0.00026
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0034,-0.2831,0.601863118,-82.15,-40.87,-41.28,0.6508,0.6165,-1.023,-0.6558,0.0327,-0.01233,-0.00204,-0.03727,-0.04127,-0.00356,0.00306,0.03679,-0.00813,0.00012
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0035,-1.37,0.570177358,-82.19,-40.41,-41.78,0.6114,0.5808,-1.023,-0.6606,0.03314,-0.01241,-0.0018,-0.0384,-0.03828,-0.00341,0.00318,0.03663,-0.00814,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0036,-2.073,0.547322758,-82.16,-40.06,-42.1,0.5858,0.5585,-1.021,-0.6639,0.03338,-0.01245,-0.00167,-0.03902,-0.03617,-0.00328,0.00329,0.03656,-0.00807,-0.00023
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0037,-2.877,0.524677345,-82.11,-39.63,-42.48,0.5679,0.5387,-1.02,-0.6669,0.03364,-0.01253,-0.00152,-0.0398,-0.03398,-0.0031,0.00333,0.03656,-0.00796,-0.00035
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0038,-4.016,0.499532476,-82.17,-39.11,-43.06,0.5328,0.5066,-1.018,-0.671,0.03406,-0.01255,-0.00126,-0.04088,-0.0308,-0.00282,0.00346,0.0363,-0.00801,-0.00055
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0039,-5.03,0.47128195,-82.18,-38.64,-43.54,0.4989,0.4757,-1.015,-0.6754,0.03437,-0.01251,-0.00102,-0.04169,-0.02777,-0.00259,0.00367,0.03628,-0.00785,-0.0007
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0040,-6.111,0.438678357,-82.07,-38.03,-44.04,0.4647,0.4437,-1.011,-0.679,0.03467,-0.01262,-0.0008,-0.04258,-0.02471,-0.00235,0.00381,0.03605,-0.00784,-0.00085
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0041,-6.982,0.406612373,-82.08,-37.63,-44.45,0.4388,0.4188,-1.009,-0.6823,0.03492,-0.01266,-0.00065,-0.04328,-0.02225,-0.0022,0.00387,0.03587,-0.00778,-0.00096
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0042,-8.299,0.380520336,-82.14,-37.02,-45.12,0.3976,0.3791,-1.006,-0.6858,0.03527,-0.0127,-0.00034,-0.04428,-0.01857,-0.00186,0.00403,0.03558,-0.00777,-0.00106
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0043,-9.184,0.3464585,-82.16,-36.6,-45.56,0.3693,0.3525,-1.003,-0.6886,0.03543,-0.01269,-0.00019,-0.04494,-0.01612,-0.00168,0.00409,0.03545,-0.00764,-0.00112
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0044,-10.58,0.312007033,-82.09,-35.88,-46.21,0.3258,0.311,-0.9983,-0.6928,0.03567,-0.01276,0,-0.04593,-0.01236,-0.00143,0.0042,0.0352,-0.00755,-0.00118
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0045,-11.44,0.277040441,-82.17,-35.55,-46.62,0.2963,0.2845,-0.9946,-0.6959,0.03584,-0.01277,0.00019,-0.04656,-0.00982,-0.00121,0.00426,0.035,-0.00753,-0.00127
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0046,-12.88,0.241959494,-82.1,-34.78,-47.32,0.2519,0.2417,-0.9902,-0.6987,0.03596,-0.01293,0.00031,-0.04768,-0.00612,-0.00102,0.00431,0.0346,-0.0075,-0.00126
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0047,-14.02,0.201036421,-82.07,-34.19,-47.88,0.2157,0.2059,-0.9865,-0.7008,0.03607,-0.01292,0.00049,-0.04851,-0.003,-0.00084,0.00437,0.03422,-0.00746,-0.00131
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0048,-14.95,0.170244802,-82.07,-33.75,-48.32,0.1894,0.1804,-0.9828,-0.7026,0.03605,-0.01298,0.0006,-0.04921,-0.00047,-0.00076,0.00443,0.03402,-0.00737,-0.00128
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0049,-16.16,0.136598209,-82.06,-33.17,-48.89,0.1536,0.1444,-0.9787,-0.7047,0.03613,-0.01306,0.00072,-0.05018,0.00268,-0.00065,0.00444,0.03362,-0.00737,-0.00123
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0050,-17.33,0.105193014,-82.22,-32.71,-49.51,0.1126,0.1086,-0.975,-0.7067,0.03614,-0.01311,0.00087,-0.05115,0.00586,-0.00047,0.0045,0.03334,-0.00722,-0.00121
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0051,-18.83,0.065844154,-82.13,-31.94,-50.19,0.0612,0.05912,-0.9705,-0.707,0.03611,-0.0132,0.00101,-0.05227,0.00956,-0.00033,0.00454,0.03284,-0.00716,-0.0012
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0052,-20.05,0.03209914,-82.15,-31.41,-50.74,0.03266,0.02922,-0.9657,-0.7076,0.0361,-0.01322,0.00109,-0.05321,0.01263,-0.00019,0.00457,0.03251,-0.00703,-0.00117
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0053,-21.23,-0.000652089,-82.35,-30.99,-51.36,-0.00801,-0.00636,-0.9612,-0.7089,0.03617,-0.01329,0.00122,-0.05423,0.01558,-0.00013,0.00459,0.03213,-0.00697,-0.00114
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0054,-22.55,-0.033680776,-82.12,-30.14,-51.98,-0.04212,-0.04404,-0.9588,-0.7058,0.0361,-0.01337,0.00127,-0.05551,0.0183,0,0.00458,0.03155,-0.0069,-0.00114
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0055,-23.53,-0.072206931,-82.15,-29.69,-52.46,-0.07395,-0.0742,-0.9552,-0.7047,0.03603,-0.01346,0.00135,-0.05639,0.02061,0,0.00461,0.0314,-0.00672,-0.00108
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0056,-24.97,-0.106455805,-82.12,-28.98,-53.14,-0.1165,-0.1165,-0.9492,-0.7029,0.036,-0.01356,0.0014,-0.05782,0.02383,0,0.00456,0.03084,-0.00662,-0.00106
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0057,-25.95,-0.14017175,-82.12,-28.53,-53.59,-0.146,-0.1458,-0.945,-0.7013,0.03594,-0.01361,0.00144,-0.05878,0.02596,0,0.0046,0.03051,-0.00649,-0.00107
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0058,-27.38,-0.179138639,-82.11,-27.83,-54.28,-0.1874,-0.1883,-0.9387,-0.6978,0.03582,-0.0137,0.00152,-0.06024,0.02928,0,0.00461,0.03,-0.00636,-0.00095
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0059,-28.37,-0.222735666,-82.11,-27.34,-54.77,-0.2207,-0.2196,-0.9344,-0.6951,0.03571,-0.01379,0.00151,-0.06131,0.03137,0,0.00458,0.02966,-0.00627,-0.001
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0060,-29.61,-0.252063491,-82.08,-26.71,-55.37,-0.2552,-0.257,-0.9291,-0.6905,0.03554,-0.01392,0.00153,-0.06268,0.03392,0,0.00459,0.02922,-0.00608,-0.00091
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0061,-31.13,-0.293159698,-82.11,-26.01,-56.1,-0.303,-0.3024,-0.9215,-0.6862,0.03529,-0.01404,0.00156,-0.06433,0.037,0,0.00459,0.02885,-0.00585,-0.00078
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0062,-32.11,-0.321857255,-82.13,-25.56,-56.57,-0.3342,-0.3325,-0.9167,-0.6829,0.03518,-0.0141,0.00157,-0.06545,0.03891,0,0.00458,0.0285,-0.0058,-0.00076
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0063,-33.34,-0.364385465,-82.11,-24.95,-57.16,-0.3725,-0.3715,-0.9107,-0.6776,0.03496,-0.01426,0.00159,-0.06685,0.04122,0,0.00456,0.02826,-0.00557,-0.00071
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0064,-34.56,-0.399713555,-82.14,-24.38,-57.76,-0.4075,-0.4093,-0.9041,-0.6722,0.03482,-0.01436,0.00159,-0.06831,0.04351,0,0.00462,0.02796,-0.00545,-0.0006
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0065,-36.02,-0.433771635,-82.12,-23.67,-58.45,-0.4547,-0.4572,-0.8963,-0.6651,0.03458,-0.01454,0.0015,-0.07011,0.046,0,0.00459,0.02763,-0.00525,-0.00051
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0066,-37.22,-0.474147378,-82.14,-23.1,-59.04,-0.4944,-0.4975,-0.8897,-0.6586,0.03436,-0.01473,0.00144,-0.07168,0.04791,0,0.00456,0.02737,-0.00512,-0.00047
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0067,-38.13,-0.504309335,-82.13,-22.66,-59.47,-0.5269,-0.53,-0.8845,-0.653,0.03421,-0.01483,0.00146,-0.07283,0.04936,0.00012,0.00456,0.02724,-0.00492,-0.00036
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0068,-39.51,-0.545760029,-82.12,-21.99,-60.13,-0.5729,-0.579,-0.8769,-0.644,0.03399,-0.015,0.00136,-0.07468,0.05132,0.00041,0.00458,0.02702,-0.00479,-0.00027
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0069,-40.34,-0.584047554,-82.13,-21.6,-60.53,-0.6038,-0.6116,-0.8716,-0.638,0.0338,-0.0151,0.00141,-0.0759,0.05256,0.00067,0.00459,0.02693,-0.00464,-0.0002
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0070,-41.34,-0.638462325,-82.12,-21.13,-60.99,-0.6444,-0.6534,-0.8648,-0.6304,0.03353,-0.01529,0.00133,-0.07741,0.05403,0.00103,0.00459,0.02679,-0.00447,-0.00012
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0071,-42.35,-0.673058596,-82.15,-20.62,-61.53,-0.6849,-0.6981,-0.8611,-0.6192,0.03315,-0.01549,0.00124,-0.07911,0.05543,0.00138,0.00462,0.0266,-0.0044,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0072,-43.29,-0.717312998,-82.14,-20.17,-61.97,-0.7277,-0.7436,-0.8568,-0.6084,0.03277,-0.01562,0.00124,-0.08071,0.05669,0.00198,0.00462,0.02637,-0.00425,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0073,-44.11,-0.761161839,-82.17,-19.81,-62.36,-0.7659,-0.787,-0.8527,-0.5979,0.03215,-0.01579,0.00117,-0.0823,0.05784,0.0026,0.00457,0.02618,-0.00417,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0074,-44.87,-0.804635963,-82.16,-19.44,-62.72,-0.8058,-0.8336,-0.8508,-0.5843,0.03153,-0.01598,0.00109,-0.084,0.05894,0.00338,0.00458,0.026,-0.00406,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0075,-45.73,-0.848546439,-82.13,-19,-63.13,-0.8502,-0.887,-0.8494,-0.566,0.03068,-0.01629,0.00087,-0.08598,0.06005,0.0042,0.00454,0.02579,-0.00395,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0076,-46.36,-0.886049018,-82.13,-18.69,-63.44,-0.8903,-0.9313,-0.8493,-0.5488,0.03004,-0.01649,0.00082,-0.08775,0.06086,0.00521,0.00452,0.02562,-0.00391,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0077,-46.83,-0.931051773,-82.14,-18.47,-63.67,-0.9152,-0.9654,-0.8493,-0.5342,0.02934,-0.01666,0.00076,-0.08907,0.06149,0.00602,0.00457,0.02558,-0.00374,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0078,-47.48,-0.980888348,-82.08,-18.1,-63.98,-0.9598,-1.022,-0.8494,-0.5068,0.02791,-0.01689,0.00067,-0.09127,0.06236,0.00736,0.00458,0.02547,-0.00362,0
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0079,-47.85,-1.021839807,-82.11,-17.96,-64.15,-0.9857,-1.058,-0.851,-0.4896,0.0264,-0.01712,0.00057,-0.09275,0.06284,0.00852,0.00459,0.02536,-0.00364,-0.00012
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0080,-48.29,-1.07640778,-82.13,-17.77,-64.36,-1.02,-1.121,-0.8589,-0.4588,0.02186,-0.01723,0.00055,-0.09586,0.06378,0.01059,0.00454,0.02517,-0.00354,-0.00029
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0081,-48.6,-1.125417644,-82.15,-17.63,-64.52,-1.048,-1.172,-0.866,-0.4329,0.01898,-0.01753,0.00046,-0.0985,0.06445,0.01222,0.00452,0.0249,-0.0035,-0.00053
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0082,-48.88,-1.182038087,-82.11,-17.46,-64.65,-1.07,-1.215,-0.8708,-0.4111,0.01698,-0.01764,0.00051,-0.1004,0.06507,0.01345,0.0046,0.02474,-0.00335,-0.00076
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0083,-49.16,-1.229506232,-82.13,-17.35,-64.78,-1.093,-1.266,-0.8767,-0.3853,0.01463,-0.01799,0.00038,-0.1027,0.06553,0.01489,0.00454,0.02446,-0.00335,-0.00111
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0084,-49.47,-1.280499541,-82.14,-17.21,-64.93,-1.115,-1.32,-0.8826,-0.3577,0.01237,-0.01824,0.00033,-0.1049,0.06605,0.01642,0.00455,0.0242,-0.00327,-0.00138
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0085,-49.85,-1.329181957,-82.14,-17.02,-65.12,-1.136,-1.386,-0.8925,-0.3201,0.00958,-0.01855,0.00014,-0.1072,0.06653,0.01806,0.00454,0.02394,-0.0032,-0.00178
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0086,-50.04,-1.385064924,-82.12,-16.92,-65.2,-1.152,-1.431,-0.8997,-0.2949,0.00747,-0.01896,-0.00016,-0.1089,0.0667,0.01856,0.00437,0.02353,-0.00337,-0.00221
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0087,-50.3,-1.435601167,-82.13,-16.8,-65.33,-1.169,-1.497,-0.9111,-0.2544,0.00438,-0.01902,0,-0.1115,0.06742,0.01957,0.00458,0.02357,-0.00301,-0.00253
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0088,-50.5,-1.484979226,-82.16,-16.73,-65.43,-1.191,-1.554,-0.9203,-0.2219,0.00156,-0.01933,-0.00023,-0.1138,0.06784,0.02039,0.00454,0.02324,-0.00307,-0.00306
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0089,-50.63,-1.542068207,-82.17,-16.67,-65.5,-1.204,-1.6,-0.9281,-0.1948,-0.00082,-0.01951,-0.0003,-0.1157,0.06823,0.02108,0.00456,0.02306,-0.00298,-0.00349
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0090,-50.79,-1.594405168,-82.11,-16.55,-65.56,-1.232,-1.674,-0.9431,-0.1491,-0.00483,-0.01974,-0.00036,-0.119,0.06892,0.022,0.00458,0.02284,-0.00284,-0.00416
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0091,-50.86,-1.645492868,-82.06,-16.46,-65.6,-1.234,-1.731,-0.9586,-0.108,-0.00876,-0.01996,-0.00052,-0.1232,0.0697,0.02262,0.00456,0.02246,-0.00277,-0.00518
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0092,-50.96,-1.700714559,-82.07,-16.43,-65.64,-1.245,-1.779,-0.9681,-0.07983,-0.01137,-0.02011,-0.00057,-0.1265,0.0699,0.02336,0.00455,0.02225,-0.00279,-0.00565
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0093,-51.17,-1.752935598,-82.17,-16.43,-65.74,-1.247,-1.843,-0.9827,-0.03551,-0.01514,-0.02037,-0.00055,-0.1308,0.07045,0.02495,0.00457,0.02202,-0.0027,-0.00633
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0094,-51.36,-1.80355957,-82.18,-16.34,-65.84,-1.248,-1.901,-0.9974,0.00752,-0.0182,-0.02068,-0.00072,-0.1351,0.07085,0.02631,0.00454,0.02171,-0.00273,-0.00692
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0095,-50.96,-1.858139937,-82.17,-16.5,-65.67,-1.556,-1.969,-1.014,0.04622,-0.02087,-0.02099,-0.00083,-0.1384,0.07126,0.02784,0.00457,0.02147,-0.00269,-0.00746
RS3_LS10_to_LS11,LS10_to_LS11_RS3_0096,-50.02,-1.857211381,-82.14,-16.99,-65.15,-1.557,-1.969,-1.023,0.03474,-0.02141,-0.02113,-0.00085,-0.139,0.07144,0.02848,0.00457,0.0214,-0.00266,-0.00763
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0001,-47.7,-1.881937009,-82.23,-18.1,-64.13,-1.593,-1.966,-1.068,0.00879,-0.02377,-0.02203,-0.00127,-0.1418,0.07297,0.03121,0.00454,0.0206,-0.00275,-0.00795
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0002,-46.37,-1.848868305,-82.18,-18.73,-63.45,-1.597,-1.967,-1.069,-0.0101,-0.02379,-0.02208,-0.00131,-0.1407,0.07307,0.03144,0.00456,0.02063,-0.00273,-0.00794
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0003,-43.95,-1.814441788,-82.12,-19.86,-62.26,-1.609,-1.928,-1.069,-0.0525,-0.02374,-0.02215,-0.00135,-0.1382,0.07334,0.0321,0.00459,0.0206,-0.00266,-0.00793
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0004,-41.86,-1.773404268,-82.09,-20.84,-61.25,-1.609,-1.888,-1.071,-0.09484,-0.02371,-0.0223,-0.00144,-0.1357,0.07358,0.03274,0.00465,0.02062,-0.00266,-0.00797
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0005,-39.95,-1.73513261,-82.11,-21.77,-60.34,-1.609,-1.841,-1.074,-0.1356,-0.0236,-0.02237,-0.00151,-0.1333,0.07383,0.03339,0.00469,0.02055,-0.00275,-0.00791
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0006,-38.18,-1.694867065,-82.13,-22.63,-59.5,-1.587,-1.796,-1.078,-0.174,-0.02349,-0.02256,-0.00162,-0.131,0.07391,0.03394,0.0048,0.02056,-0.0027,-0.00797
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0007,-36.51,-1.663563231,-82.13,-23.43,-58.7,-1.556,-1.753,-1.082,-0.2098,-0.02324,-0.02271,-0.00172,-0.1288,0.07399,0.03449,0.00494,0.02058,-0.00265,-0.00794
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0008,-34.88,-1.619436297,-82.12,-24.21,-57.91,-1.525,-1.707,-1.086,-0.2432,-0.02292,-0.02284,-0.00182,-0.1267,0.07399,0.03505,0.00505,0.02052,-0.00273,-0.00789
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0009,-33.34,-1.579858174,-82.14,-24.97,-57.17,-1.502,-1.665,-1.091,-0.2744,-0.02268,-0.02299,-0.00194,-0.1247,0.0739,0.03556,0.00514,0.0205,-0.00272,-0.00789
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0010,-31.84,-1.538820168,-82.14,-25.69,-56.45,-1.486,-1.625,-1.095,-0.3035,-0.02236,-0.02319,-0.00208,-0.1228,0.0734,0.03603,0.00521,0.02047,-0.00271,-0.00785
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0011,-30.38,-1.49574166,-82.12,-26.38,-55.74,-1.462,-1.583,-1.101,-0.3301,-0.02204,-0.02334,-0.00223,-0.121,0.07235,0.03657,0.0053,0.02045,-0.00277,-0.00785
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0012,-28.92,-1.464000578,-82.13,-27.09,-55.04,-1.439,-1.544,-1.105,-0.3559,-0.02169,-0.02352,-0.00235,-0.1192,0.07084,0.03705,0.00536,0.02041,-0.00283,-0.00786
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0013,-27.49,-1.425916469,-82.11,-27.76,-54.35,-1.422,-1.504,-1.111,-0.3791,-0.02136,-0.02368,-0.00254,-0.1174,0.06892,0.03751,0.00541,0.02041,-0.00284,-0.00781
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0014,-26.12,-1.385847572,-82.13,-28.44,-53.69,-1.408,-1.466,-1.116,-0.401,-0.02102,-0.02381,-0.00268,-0.1156,0.06667,0.038,0.00551,0.02045,-0.00283,-0.0078
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0015,-24.75,-1.348319217,-82.13,-29.1,-53.03,-1.332,-1.429,-1.121,-0.421,-0.02068,-0.02397,-0.00282,-0.1139,0.06398,0.03843,0.00558,0.02042,-0.0029,-0.00781
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0016,-23.41,-1.311594389,-82.12,-29.74,-52.38,-1.314,-1.392,-1.126,-0.4404,-0.02037,-0.02408,-0.00296,-0.1121,0.06084,0.0389,0.00562,0.02047,-0.00288,-0.00786
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0017,-22.07,-1.277486819,-82.12,-30.39,-51.73,-1.267,-1.354,-1.131,-0.4585,-0.02002,-0.02421,-0.00312,-0.1104,0.05738,0.03934,0.00569,0.02049,-0.00298,-0.0078
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0018,-20.77,-1.250379808,-82.14,-31.03,-51.11,-1.232,-1.319,-1.137,-0.4755,-0.01977,-0.02437,-0.00329,-0.1087,0.05356,0.03975,0.00569,0.02049,-0.00305,-0.0078
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0019,-19.42,-1.210195293,-82.21,-31.81,-50.4,-1.2,-1.283,-1.143,-0.4952,-0.01949,-0.02447,-0.00344,-0.1068,0.04956,0.0403,0.0057,0.02054,-0.00316,-0.0078
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0020,-18.16,-1.176605393,-82.13,-32.27,-49.86,-1.161,-1.245,-1.147,-0.5073,-0.01923,-0.02455,-0.00356,-0.1053,0.04503,0.04071,0.00577,0.02049,-0.00334,-0.00777
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0021,-16.9,-1.137196357,-82.14,-32.87,-49.27,-1.123,-1.21,-1.152,-0.5216,-0.01899,-0.02472,-0.00379,-0.1037,0.04028,0.0411,0.00573,0.0205,-0.00344,-0.00779
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0022,-15.62,-1.096575385,-82.1,-33.5,-48.6,-1.09,-1.173,-1.158,-0.5358,-0.01876,-0.02477,-0.00394,-0.102,0.03533,0.04163,0.00577,0.02062,-0.00354,-0.00783
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0023,-14.42,-1.061826649,-82.13,-34.06,-48.07,-1.054,-1.14,-1.163,-0.5478,-0.01854,-0.02488,-0.00415,-0.1004,0.03052,0.04202,0.00574,0.02069,-0.00365,-0.00778
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0024,-13.28,-1.032788752,-82.13,-34.62,-47.51,-1.022,-1.107,-1.165,-0.5607,-0.01836,-0.02494,-0.0043,-0.09834,0.02603,0.04243,0.00576,0.02081,-0.00379,-0.00778
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0025,-12.06,-0.993995063,-82.11,-35.19,-46.92,-0.9912,-1.075,-1.168,-0.5738,-0.01817,-0.02498,-0.0045,-0.09632,0.02117,0.04294,0.0058,0.021,-0.0039,-0.00778
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0026,-10.85,-0.964438903,-82.12,-35.78,-46.34,-0.9565,-1.039,-1.172,-0.5861,-0.01797,-0.02505,-0.00475,-0.09446,0.01607,0.04342,0.00575,0.02123,-0.00403,-0.00783
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0027,-9.661,-0.923969575,-82.12,-36.35,-45.77,-0.9199,-1.005,-1.176,-0.5969,-0.01772,-0.02513,-0.00495,-0.09257,0.01113,0.04392,0.00581,0.02157,-0.00404,-0.00779
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0028,-8.473,-0.897396632,-82.14,-36.94,-45.2,-0.8869,-0.969,-1.179,-0.6075,-0.01754,-0.02515,-0.00513,-0.09069,0.00617,0.04437,0.00579,0.02189,-0.00416,-0.00782
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0029,-7.337,-0.866581225,-82.12,-37.47,-44.65,-0.853,-0.9348,-1.183,-0.6169,-0.01738,-0.0252,-0.00543,-0.08891,0.00139,0.04473,0.00579,0.0222,-0.00434,-0.00785
