load_step_names,image_names,Fh [kN],u [mm],Fv_total [kN],Fv_s [kN],Fv_n [kN],lv1 [mm],lv2 [mm],lv3 [mm],lv4 [mm],lv5 [mm],lv6 [mm],lv7 [mm],lv8 [mm],lv9 [mm],lv10 [mm],lv11 [mm],lv12 [mm],lv13 [mm],lv14 [mm]
RS3_LS33_to_LS34,LS33_to_LS34_RS3_0053,36.62,7.306801232,-82.13,-58.63,-23.5,7.009,7.009,-3.976,-3.905,-0.06286,-0.7285,-0.2652,-0.9425,-0.2286,0.4883,1.135,2.494,0.7076,-0.2321
RS3_LS33_to_LS34,LS33_to_LS34_RS3_0054,36.84,7.603281404,-82.09,-58.72,-23.37,7.297,7.308,-3.927,-3.912,-0.06454,-0.7387,-0.2752,-0.9266,-0.2402,0.4868,1.221,2.546,0.7256,-0.232
RS3_LS33_to_LS34,LS33_to_LS34_RS3_0055,37.01,7.908259355,-82.14,-58.84,-23.3,7.576,7.603,-3.876,-3.926,-0.06654,-0.75,-0.2886,-0.9183,-0.2501,0.4854,1.31,2.606,0.7454,-0.2324
RS3_LS33_to_LS34,LS33_to_LS34_RS3_0056,37.1,8.206304134,-82.1,-58.85,-23.25,7.863,7.898,-3.809,-3.939,-0.0687,-0.7618,-0.3026,-0.9212,-0.2581,0.4843,1.402,2.671,0.7658,-0.2327
RS3_LS33_to_LS34,LS33_to_LS34_RS3_0057,35.84,8.300102325,-81.88,-58.23,-23.65,8.006,8.045,-3.818,-3.964,-0.07048,-0.77,-0.3092,-0.9674,-0.2645,0.4817,1.463,2.718,0.7818,-0.2332
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0001,34.38,8.324072017,-82.03,-57.57,-24.46,8.046,8.067,-3.877,-3.975,-0.07479,-0.7842,-0.3189,-1.127,-0.2665,0.4723,1.493,2.789,0.8129,-0.2327
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0002,34.27,8.316122698,-81.97,-57.5,-24.47,8.046,8.066,-3.878,-3.976,-0.07479,-0.7843,-0.3192,-1.127,-0.2668,0.4722,1.493,2.789,0.8129,-0.2329
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0003,30.83,8.235454843,-82.11,-55.84,-26.27,8.009,8.028,-3.963,-3.987,-0.07493,-0.7857,-0.3173,-1.179,-0.2668,0.4713,1.491,2.791,0.8149,-0.2329
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0004,26.77,7.970044732,-82.14,-53.9,-28.24,7.759,7.773,-4.138,-4.019,-0.07481,-0.7874,-0.3098,-1.307,-0.2666,0.4657,1.483,2.802,0.8235,-0.2321
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0005,23.65,7.691302518,-82.14,-52.4,-29.74,7.502,7.509,-4.31,-4.05,-0.07463,-0.7852,-0.2998,-1.428,-0.2657,0.4461,1.479,2.816,0.8323,-0.2307
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0006,20.89,7.39883668,-81.83,-51.01,-30.82,7.246,7.238,-4.468,-4.076,-0.07447,-0.7799,-0.2894,-1.547,-0.265,0.4265,1.477,2.832,0.8414,-0.2292
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0007,18.52,7.11541601,-82.13,-49.93,-32.2,6.992,6.955,-4.635,-4.09,-0.07382,-0.7753,-0.2807,-1.679,-0.2651,0.4193,1.476,2.849,0.8497,-0.2278
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0008,16.29,6.832775128,-82.12,-48.85,-33.27,6.739,6.677,-4.787,-4.102,-0.07262,-0.7703,-0.2724,-1.788,-0.2642,0.4203,1.479,2.867,0.858,-0.2261
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0009,14.25,6.55325859,-82.13,-47.87,-34.26,6.483,6.389,-4.929,-4.109,-0.07207,-0.7648,-0.2643,-1.879,-0.2627,0.4195,1.484,2.888,0.8664,-0.2243
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0010,12.39,6.263305394,-82.1,-46.95,-35.15,6.225,6.108,-5.059,-4.112,-0.07073,-0.7588,-0.2558,-1.958,-0.2602,0.4183,1.491,2.909,0.8747,-0.2227
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0011,10.66,5.976723064,-82.12,-46.15,-35.97,5.969,5.826,-5.183,-4.113,-0.06803,-0.7533,-0.2483,-2.018,-0.2573,0.4175,1.497,2.931,0.8827,-0.2215
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0012,9.05,5.687587359,-82.13,-45.36,-36.77,5.711,5.543,-5.305,-4.116,-0.06314,-0.7481,-0.2417,-2.062,-0.2539,0.418,1.504,2.95,0.8892,-0.2205
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0013,7.574,5.407369767,-82.13,-44.66,-37.47,5.453,5.267,-5.411,-4.11,-0.05701,-0.7442,-0.237,-2.088,-0.2492,0.4216,1.512,2.97,0.8955,-0.2196
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0014,6.147,5.126297466,-82.16,-44,-38.16,5.195,4.984,-5.515,-4.102,-0.0503,-0.7419,-0.2345,-2.108,-0.2443,0.4257,1.519,2.987,0.9007,-0.2196
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0015,4.77,4.831494402,-82.1,-43.3,-38.8,4.935,4.693,-5.612,-4.088,-0.04307,-0.7404,-0.2323,-2.125,-0.2379,0.431,1.528,3.006,0.9064,-0.2193
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0016,3.492,4.53309913,-82.14,-42.7,-39.44,4.667,4.401,-5.704,-4.065,-0.03744,-0.7402,-0.231,-2.141,-0.2306,0.4359,1.537,3.019,0.911,-0.2196
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0017,2.24,4.252052344,-82.14,-42.1,-40.04,4.405,4.109,-5.797,-4.042,-0.03255,-0.7397,-0.2295,-2.156,-0.2226,0.4396,1.548,3.029,0.9152,-0.2199
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0018,1.068,3.963005683,-82.14,-41.53,-40.61,4.144,3.817,-5.883,-4.017,-0.02838,-0.7399,-0.2287,-2.169,-0.2145,0.4417,1.559,3.034,0.9177,-0.2207
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0019,-0.00651,3.684539668,-82.15,-41.01,-41.14,3.885,3.525,-5.963,-3.993,-0.02409,-0.74,-0.2278,-2.181,-0.206,0.4433,1.571,3.038,0.92,-0.2216
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0020,-1.078,3.398605565,-82.12,-40.48,-41.64,3.626,3.236,-6.051,-3.965,-0.01954,-0.7402,-0.2275,-2.19,-0.1968,0.444,1.584,3.038,0.9215,-0.2226
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0021,-2.11,3.112435027,-82.13,-40,-42.13,3.375,2.953,-6.123,-3.931,-0.01555,-0.7412,-0.2283,-2.199,-0.1889,0.4437,1.597,3.038,0.9213,-0.2245
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0022,-3.117,2.83256311,-82.15,-39.52,-42.63,3.131,2.67,-6.198,-3.896,-0.01152,-0.7413,-0.2287,-2.208,-0.1811,0.4438,1.611,3.035,0.9213,-0.2263
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0023,-4.106,2.542244423,-82.14,-39.04,-43.1,2.893,2.383,-6.271,-3.863,-0.00744,-0.7414,-0.2287,-2.216,-0.1734,0.4428,1.626,3.031,0.9211,-0.2282
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0024,-5.079,2.24294044,-82.14,-38.58,-43.56,2.644,2.093,-6.367,-3.857,-0.00381,-0.7414,-0.229,-2.223,-0.1658,0.4408,1.641,3.025,0.9193,-0.2305
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0025,-6.069,1.963355803,-82.12,-38.08,-44.04,2.409,1.801,-6.419,-3.813,-0.00022,-0.7401,-0.2286,-2.231,-0.159,0.4385,1.657,3.019,0.9171,-0.2329
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0026,-7.035,1.667563571,-82.14,-37.63,-44.51,2.171,1.508,-6.468,-3.794,0.00338,-0.738,-0.2279,-2.24,-0.1518,0.4364,1.673,3.012,0.9147,-0.2351
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0027,-8.055,1.377531945,-82.11,-37.14,-44.97,1.932,1.214,-6.512,-3.748,0.00675,-0.7357,-0.2268,-2.251,-0.145,0.4338,1.689,3.005,0.9118,-0.2377
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0028,-9.075,1.088214876,-82.14,-36.65,-45.49,1.675,0.9202,-6.556,-3.701,0.01031,-0.7336,-0.2266,-2.264,-0.139,0.4312,1.706,2.996,0.9079,-0.241
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0029,-10.11,0.799205799,-82.12,-36.14,-45.98,1.409,0.628,-6.595,-3.65,0.01432,-0.7314,-0.2259,-2.277,-0.1322,0.4289,1.723,2.988,0.9042,-0.2439
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0030,-11.15,0.49694863,-82.11,-35.63,-46.48,1.15,0.3325,-6.633,-3.604,0.01795,-0.7296,-0.2256,-2.291,-0.1267,0.4269,1.739,2.978,0.8996,-0.2473
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0031,-12.15,0.206368337,-82.1,-35.13,-46.97,0.8869,0.03876,-6.667,-3.55,0.02056,-0.7279,-0.2252,-2.307,-0.1211,0.4254,1.757,2.967,0.895,-0.2508
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0032,-13.17,-0.082307796,-82.1,-34.65,-47.45,0.6314,-0.2529,-6.697,-3.495,0.02248,-0.7262,-0.2244,-2.322,-0.1158,0.4251,1.774,2.957,0.8903,-0.2542
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0033,-14.24,-0.382438847,-82.13,-34.15,-47.98,0.367,-0.5433,-6.729,-3.449,0.02396,-0.725,-0.2239,-2.337,-0.1111,0.4251,1.791,2.945,0.8854,-0.2578
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0034,-15.3,-0.673876875,-82.12,-33.63,-48.49,0.1076,-0.8343,-6.762,-3.385,0.02535,-0.7243,-0.2239,-2.353,-0.1071,0.4258,1.807,2.932,0.8793,-0.262
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0035,-16.37,-0.958345691,-82.11,-33.12,-48.99,-0.159,-1.123,-6.79,-3.319,0.02725,-0.7232,-0.2233,-2.369,-0.1025,0.4288,1.824,2.919,0.8739,-0.2662
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0036,-17.4,-1.264327779,-82.09,-32.59,-49.5,-0.437,-1.411,-6.818,-3.253,0.02888,-0.7228,-0.2229,-2.383,-0.09848,0.4325,1.841,2.904,0.8675,-0.2708
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0037,-18.45,-1.557565788,-82.12,-32.12,-50,-0.7287,-1.702,-6.844,-3.184,0.02964,-0.7223,-0.2221,-2.396,-0.09447,0.4366,1.857,2.888,0.8604,-0.2757
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0038,-19.5,-1.849874002,-82.14,-31.63,-50.51,-1.011,-1.999,-6.87,-3.102,0.03019,-0.7213,-0.2204,-2.407,-0.09081,0.4416,1.872,2.871,0.8536,-0.2806
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0039,-20.57,-2.152879192,-82.12,-31.1,-51.02,-1.293,-2.294,-6.898,-3.014,0.03047,-0.7201,-0.2182,-2.419,-0.08737,0.4467,1.887,2.853,0.8467,-0.2857
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0040,-21.58,-2.445926685,-82.06,-30.55,-51.51,-1.56,-2.597,-6.923,-2.92,0.03274,-0.7188,-0.2157,-2.429,-0.08423,0.4522,1.902,2.834,0.8395,-0.291
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0041,-22.62,-2.74072828,-82.12,-30.11,-52.01,-1.836,-2.897,-6.952,-2.83,0.03431,-0.7171,-0.2126,-2.44,-0.08121,0.4581,1.916,2.811,0.8325,-0.2965
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0042,-23.63,-3.046430402,-82.14,-29.64,-52.5,-2.11,-3.198,-6.983,-2.737,0.03592,-0.7156,-0.2095,-2.448,-0.07844,0.4647,1.929,2.785,0.8257,-0.3021
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0043,-24.62,-3.345358175,-82.12,-29.15,-52.97,-2.397,-3.5,-7.014,-2.628,0.03695,-0.7143,-0.2063,-2.455,-0.076,0.4709,1.942,2.757,0.8185,-0.3077
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0044,-25.64,-3.638907709,-82.12,-28.67,-53.45,-2.665,-3.798,-7.045,-2.517,0.0388,-0.7124,-0.2025,-2.459,-0.07308,0.4783,1.955,2.729,0.8117,-0.3132
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0045,-26.63,-3.9495907,-82.14,-28.2,-53.94,-2.925,-4.101,-7.077,-2.4,0.04074,-0.7115,-0.1996,-2.461,-0.0709,0.4856,1.967,2.702,0.8047,-0.3191
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0046,-27.58,-4.249374016,-82.13,-27.74,-54.39,-3.185,-4.401,-7.111,-2.282,0.04337,-0.7112,-0.1974,-2.461,-0.06873,0.4933,1.979,2.677,0.7983,-0.3254
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0047,-28.54,-4.55220615,-82.12,-27.26,-54.86,-3.444,-4.707,-7.149,-2.162,0.04723,-0.7111,-0.1952,-2.46,-0.06682,0.5018,1.99,2.655,0.7918,-0.3322
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0048,-29.49,-4.859952319,-82.12,-26.81,-55.31,-3.709,-5.004,-7.191,-2.03,0.0506,-0.7115,-0.1933,-2.459,-0.06516,0.5112,2,2.637,0.7846,-0.3393
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0049,-30.42,-5.160860744,-82.12,-26.36,-55.76,-3.951,-5.309,-7.233,-1.899,0.05414,-0.7116,-0.1912,-2.455,-0.06291,0.5225,2.011,2.622,0.7778,-0.3464
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0050,-31.35,-5.469465025,-82.12,-25.91,-56.21,-4.186,-5.634,-7.303,-1.75,0.05707,-0.7133,-0.1906,-2.45,-0.06123,0.535,2.022,2.605,0.7691,-0.3544
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0051,-32.23,-5.780578797,-82.13,-25.5,-56.63,-4.4,-5.943,-7.352,-1.608,0.05888,-0.7164,-0.1911,-2.445,-0.05993,0.5493,2.031,2.587,0.7583,-0.363
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0052,-33.02,-6.09342635,-82.13,-25.12,-57.01,-4.64,-6.239,-7.404,-1.448,0.06181,-0.7196,-0.191,-2.436,-0.05796,0.568,2.041,2.57,0.7482,-0.3714
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0053,-33.74,-6.403263046,-82.12,-24.77,-57.35,-4.873,-6.536,-7.459,-1.29,0.06336,-0.7232,-0.1918,-2.421,-0.05676,0.589,2.049,2.556,0.7376,-0.3805
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0054,-34.36,-6.720537527,-82.12,-24.47,-57.65,-5.131,-6.868,-7.521,-1.127,0.06512,-0.7287,-0.1941,-2.404,-0.05563,0.6136,2.056,2.542,0.728,-0.3899
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0055,-34.87,-7.03882106,-82.13,-24.23,-57.9,-5.447,-7.193,-7.582,-0.9619,0.06695,-0.7337,-0.1953,-2.383,-0.05373,0.6398,2.064,2.529,0.7207,-0.3991
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0056,-35.31,-7.360348795,-82.1,-23.98,-58.12,-5.722,-7.5,-7.654,-0.7901,0.06744,-0.7393,-0.1973,-2.359,-0.05248,0.6707,2.07,2.518,0.7152,-0.4088
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0057,-35.69,-7.671733557,-82.13,-23.83,-58.3,-5.961,-7.808,-7.73,-0.6202,0.07072,-0.7445,-0.1993,-2.335,-0.05161,0.7051,2.075,2.509,0.7114,-0.4185
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0058,-35.93,-8.005054239,-82.09,-23.67,-58.42,-6.202,-8.136,-7.821,-0.4628,0.07304,-0.7505,-0.2022,-2.308,-0.05051,0.7494,2.08,2.499,0.7098,-0.4287
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0059,-36.12,-8.327596579,-82.13,-23.63,-58.5,-6.447,-8.484,-7.92,-0.283,0.0769,-0.7572,-0.2056,-2.283,-0.0494,0.8007,2.083,2.487,0.7097,-0.4395
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0060,-36.31,-8.652551141,-82.13,-23.53,-58.6,-6.826,-8.807,-8.027,-0.1017,0.08391,-0.7633,-0.2093,-2.258,-0.04879,0.8458,2.087,2.475,0.7101,-0.4504
RS3_LS34_to_LS35,LS34_to_LS35_RS3_0061,-35.77,-8.909881152,-82.4,-24.01,-58.39,-7.024,-9.014,-8.113,0.01003,0.09244,-0.767,-0.2115,-2.241,-0.04794,0.8771,2.089,2.467,0.7157,-0.4575
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0000,-33.56,-8.928227166,-82.03,-24.81,-57.22,-7.152,-9.042,-8.573,-0.05852,0.09167,-0.7687,-0.2147,-2.263,-0.04037,0.8784,2.088,2.465,0.7261,-0.4642
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0001,-33.53,-8.93540537,-82.25,-25.01,-57.24,-7.152,-9.042,-8.572,-0.05927,0.09187,-0.7684,-0.2145,-2.263,-0.04013,0.8786,2.088,2.466,0.7264,-0.464
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0002,-29.36,-8.716779435,-82.12,-26.86,-55.26,-7.153,-8.949,-8.587,-0.1815,0.09216,-0.7686,-0.2163,-2.277,-0.04155,0.877,2.081,2.467,0.732,-0.4636
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0003,-25.46,-8.431366534,-82.12,-28.75,-53.37,-7.073,-8.647,-8.613,-0.4065,0.09738,-0.767,-0.2185,-2.308,-0.04372,0.8682,2.073,2.483,0.7501,-0.4609
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0004,-22.51,-8.141002086,-82.12,-30.17,-51.95,-6.806,-8.349,-8.632,-0.6275,0.105,-0.765,-0.2203,-2.335,-0.04481,0.8579,2.065,2.496,0.7689,-0.4572
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0005,-20.14,-7.855475312,-82.11,-31.3,-50.81,-6.562,-8.067,-8.645,-0.8493,0.111,-0.7625,-0.222,-2.351,-0.04633,0.8481,2.057,2.508,0.7858,-0.4536
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0006,-18.08,-7.552950921,-82.13,-32.3,-49.83,-6.315,-7.772,-8.653,-1.058,0.1153,-0.7612,-0.2243,-2.359,-0.04719,0.841,2.049,2.517,0.7995,-0.45
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0007,-16.28,-7.250473312,-82.13,-33.17,-48.96,-6.059,-7.467,-8.66,-1.256,0.1176,-0.7609,-0.2279,-2.36,-0.04787,0.8372,2.04,2.534,0.8084,-0.4468
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0008,-14.6,-6.951936403,-82.14,-33.98,-48.16,-5.791,-7.159,-8.667,-1.439,0.1201,-0.7609,-0.2323,-2.359,-0.04777,0.8357,2.031,2.562,0.8147,-0.4437
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0009,-13.03,-6.649765714,-82.12,-34.73,-47.39,-5.52,-6.87,-8.638,-1.618,0.1218,-0.7621,-0.2384,-2.354,-0.04805,0.8355,2.02,2.596,0.8185,-0.4409
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0010,-11.54,-6.348239556,-82.12,-35.45,-46.67,-5.246,-6.578,-8.605,-1.79,0.1226,-0.7655,-0.2468,-2.346,-0.0491,0.8375,2.009,2.631,0.8216,-0.4382
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0011,-10.12,-6.047520935,-82.15,-36.16,-45.99,-4.97,-6.281,-8.592,-1.95,0.1235,-0.7695,-0.2559,-2.337,-0.04972,0.8415,1.997,2.668,0.8246,-0.435
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0012,-8.73,-5.755156293,-82.13,-36.8,-45.33,-4.686,-5.987,-8.574,-2.098,0.1249,-0.7745,-0.2656,-2.329,-0.04993,0.8481,1.984,2.701,0.8278,-0.4316
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0013,-7.392,-5.46695283,-82.13,-37.45,-44.68,-4.421,-5.697,-8.565,-2.238,0.1262,-0.7814,-0.2775,-2.322,-0.05136,0.8566,1.971,2.732,0.8295,-0.4286
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0014,-6.103,-5.169737212,-82.11,-38.05,-44.06,-4.188,-5.401,-8.539,-2.366,0.1274,-0.7894,-0.2897,-2.316,-0.05241,0.8681,1.957,2.763,0.8311,-0.4253
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0015,-4.858,-4.882597947,-82.11,-38.66,-43.45,-3.93,-5.106,-8.528,-2.485,0.1279,-0.7986,-0.3025,-2.309,-0.05366,0.8811,1.943,2.792,0.8323,-0.4222
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0016,-3.64,-4.585710171,-82.12,-39.26,-42.86,-3.677,-4.811,-8.509,-2.6,0.1284,-0.8072,-0.3139,-2.302,-0.05537,0.8957,1.929,2.819,0.8341,-0.419
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0017,-2.451,-4.297569585,-82.13,-39.84,-42.29,-3.414,-4.519,-8.496,-2.71,0.1283,-0.8166,-0.3252,-2.296,-0.0578,0.9116,1.915,2.844,0.8363,-0.4158
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0018,-1.235,-4.011269883,-82.11,-40.4,-41.71,-3.15,-4.226,-8.452,-2.811,0.1283,-0.8252,-0.3347,-2.291,-0.05967,0.9297,1.901,2.869,0.84,-0.4122
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0019,-0.06563,-3.718694193,-82.14,-40.99,-41.15,-2.881,-3.935,-8.426,-2.912,0.1282,-0.8336,-0.3433,-2.285,-0.06244,0.9494,1.885,2.892,0.844,-0.4085
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0020,1.085,-3.435459114,-82.13,-41.53,-40.6,-2.616,-3.643,-8.389,-3.005,0.1281,-0.8403,-0.3495,-2.28,-0.06573,0.9703,1.869,2.914,0.8486,-0.4046
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0021,2.139,-3.166444084,-82.14,-42.05,-40.09,-2.36,-3.365,-8.352,-3.091,0.1284,-0.8455,-0.3533,-2.275,-0.06848,0.992,1.853,2.934,0.8539,-0.4005
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0022,3.194,-2.891369104,-82.13,-42.55,-39.58,-2.103,-3.087,-8.321,-3.175,0.1284,-0.8507,-0.3569,-2.27,-0.07223,1.015,1.835,2.952,0.8583,-0.3967
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0023,4.236,-2.598168149,-82.14,-43.06,-39.08,-1.84,-2.801,-8.298,-3.256,0.1281,-0.8559,-0.3601,-2.264,-0.07638,1.04,1.816,2.969,0.8625,-0.3932
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0024,5.282,-2.308471373,-82.12,-43.55,-38.57,-1.568,-2.511,-8.272,-3.334,0.1281,-0.8606,-0.3628,-2.256,-0.08068,1.067,1.797,2.985,0.8663,-0.3894
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0025,6.315,-2.021844637,-82.12,-44.05,-38.07,-1.299,-2.222,-8.236,-3.408,0.1283,-0.8651,-0.3649,-2.248,-0.08487,1.096,1.777,3,0.8704,-0.3852
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0026,7.297,-1.727853336,-82.14,-44.54,-37.6,-1.03,-1.932,-8.146,-3.48,0.1283,-0.8702,-0.3672,-2.241,-0.08971,1.126,1.757,3.015,0.8738,-0.3815
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0027,8.257,-1.431896437,-82.15,-45,-37.15,-0.7535,-1.645,-8.121,-3.548,0.1284,-0.875,-0.3691,-2.233,-0.09499,1.158,1.737,3.03,0.8768,-0.3779
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0028,9.092,-1.142932611,-82.11,-45.39,-36.72,-0.4787,-1.351,-8.097,-3.611,0.1282,-0.8805,-0.372,-2.226,-0.1013,1.19,1.717,3.043,0.8792,-0.3744
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0029,9.981,-0.849848363,-82.13,-45.82,-36.31,-0.2093,-1.058,-8.072,-3.67,0.1287,-0.8856,-0.3741,-2.217,-0.1074,1.224,1.698,3.055,0.8822,-0.3704
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0030,10.87,-0.556428474,-82.12,-46.24,-35.88,0.06118,-0.7655,-8.029,-3.726,0.13,-0.8905,-0.3764,-2.208,-0.1142,1.258,1.678,3.067,0.8846,-0.3667
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0031,11.77,-0.262173277,-82.12,-46.68,-35.44,0.3277,-0.4704,-7.982,-3.778,0.1312,-0.8958,-0.379,-2.197,-0.1221,1.293,1.658,3.078,0.8868,-0.363
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0032,12.65,0.033976747,-82.13,-47.11,-35.02,0.5995,-0.1791,-7.923,-3.743,0.1324,-0.9007,-0.3812,-2.185,-0.1301,1.327,1.64,3.088,0.8894,-0.359
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0033,13.54,0.33447317,-82.12,-47.53,-34.59,0.879,0.1186,-7.883,-3.789,0.1334,-0.9051,-0.383,-2.171,-0.1391,1.362,1.621,3.096,0.8913,-0.3553
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0034,14.43,0.628841747,-82.13,-47.96,-34.17,1.156,0.4114,-7.842,-3.834,0.1337,-0.9097,-0.3848,-2.155,-0.1488,1.395,1.603,3.103,0.8924,-0.3518
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0035,15.32,0.92526305,-82.11,-48.37,-33.74,1.437,0.7073,-7.794,-3.874,0.1344,-0.913,-0.3857,-2.137,-0.1578,1.429,1.587,3.11,0.8944,-0.348
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0036,16.21,1.224222287,-82.16,-48.84,-33.32,1.718,1.001,-7.743,-3.915,0.1343,-0.9169,-0.3875,-2.118,-0.1679,1.461,1.57,3.116,0.8952,-0.3442
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0037,17.1,1.519232138,-82.15,-49.27,-32.88,1.994,1.292,-7.695,-3.951,0.1339,-0.9207,-0.3892,-2.098,-0.1777,1.49,1.554,3.122,0.896,-0.3404
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0038,18.02,1.815515296,-82.12,-49.68,-32.44,2.272,1.589,-7.639,-3.986,0.132,-0.9239,-0.3903,-2.075,-0.1869,1.52,1.54,3.129,0.8976,-0.3358
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0039,18.87,2.103523997,-82.13,-50.1,-32.03,2.547,1.881,-7.587,-4.02,0.1283,-0.9287,-0.3927,-2.052,-0.1968,1.546,1.525,3.135,0.898,-0.3318
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0040,19.65,2.39574198,-82.08,-50.4,-31.68,2.826,2.175,-7.535,-4.045,0.1255,-0.9331,-0.3946,-2.027,-0.2056,1.572,1.512,3.142,0.8989,-0.3271
RS3_LS35_to_LS36,LS35_to_LS36_RS3_0041,20.51,2.704720231,-82.14,-50.9,-31.24,3.099,2.47,-7.482,-4.074,0.123,-0.9375,-0.3972,-2,-0.2141,1.599,1.5,3.149,0.8995,-0.3224
