image_names,cumulative deformation(mm),damage_index,times(s)
LS03_to_LS04_RS3_0025,2.001726673,1.0370864539886957,87
LS03_to_LS04_RS3_0026,2.0359120529999997,1.0373213463977684,88
LS03_to_LS04_RS3_0027,2.0591066909999998,1.0374897816729918,89
LS03_to_LS04_RS3_0028,2.095294411,1.0377670555674545,90
LS03_to_LS04_RS3_0029,2.1312334059999998,1.0380597172035775,91
LS03_to_LS04_RS3_0030,2.1558208029999997,1.03826976329313,92
LS03_to_LS04_RS3_0031,2.2009276109999996,1.0386756141122893,93
LS03_to_LS04_RS3_0032,2.2241674079999996,1.0388949712984552,94
LS03_to_LS04_RS3_0033,2.2629523749999993,1.0392764028667159,95
LS03_to_LS04_RS3_0034,2.2890275369999995,1.039543519885403,96
LS03_to_LS04_RS3_0035,2.2906477839999995,1.0395603990970999,97
LS04_to_LS05_RS3_0000,2.2918204819999994,1.0395726363441176,97
LS04_to_LS05_RS3_0001,2.2960097639999995,1.0396164921984343,98
LS04_to_LS05_RS3_0002,2.3225996929999995,1.0398999396429571,99
LS04_to_LS05_RS3_0003,2.3497372879999996,1.04019822917879,100
LS04_to_LS05_RS3_0004,2.3808207719999994,1.0405509551676035,101
LS04_to_LS05_RS3_0005,2.4056191229999992,1.0408407481556838,102
LS04_to_LS05_RS3_0006,2.437782853999999,1.0412275862926743,103
LS04_to_LS05_RS3_0007,2.461822651999999,1.0415247296918855,104
LS04_to_LS05_RS3_0008,2.492988898999999,1.0419200542903024,105
LS04_to_LS05_RS3_0009,2.522147476999999,1.0423001253332091,106
LS04_to_LS05_RS3_0010,2.552818183999999,1.042710438939727,107
LS04_to_LS05_RS3_0011,2.576688278999999,1.043037167176768,108
LS04_to_LS05_RS3_0012,2.601896651999999,1.0433891677149787,109
LS04_to_LS05_RS3_0013,2.628445603999999,1.0437675359729752,110
LS04_to_LS05_RS3_0014,2.640708638999999,1.043944932378465,111
LS04_to_LS05_RS3_0015,2.6594778679999993,1.0442196375483792,112
LS04_to_LS05_RS3_0016,2.681728782999999,1.0445502648225469,113
LS04_to_LS05_RS3_0017,2.7004967939999993,1.0448332932299602,114
LS04_to_LS05_RS3_0018,2.7232995679999994,1.045182237993123,115
LS04_to_LS05_RS3_0019,2.7511223369999995,1.0456154659671244,116
LS04_to_LS05_RS3_0020,2.7741305579999995,1.0459798612012638,117
LS04_to_LS05_RS3_0021,2.7974602159999997,1.0463549593819663,118
LS04_to_LS05_RS3_0022,2.822786682,1.046768495720886,119
LS04_to_LS05_RS3_0023,2.851519583,1.0472455486161238,120
LS04_to_LS05_RS3_0024,2.883208403,1.0477812919980207,121
LS04_to_LS05_RS3_0025,2.9144520729999996,1.0483192506760917,122
LS04_to_LS05_RS3_0026,2.9400591569999994,1.0487672762833578,123
LS04_to_LS05_RS3_0027,2.9703494099999994,1.0493054114343288,124
LS04_to_LS05_RS3_0028,2.9996423969999992,1.0498341453261633,125
LS04_to_LS05_RS3_0029,3.038670956999999,1.0505511187174887,126
LS04_to_LS05_RS3_0030,3.067024768999999,1.0510808239085934,127
LS04_to_LS05_RS3_0031,3.097869012999999,1.0516653658070645,128
LS04_to_LS05_RS3_0032,3.122799513999999,1.0521440776583824,129
LS04_to_LS05_RS3_0033,3.144512881999999,1.0525655053188152,130
LS05_to_LS06_RS3_0000,3.148769022999999,1.0526485973692035,130
LS05_to_LS06_RS3_0001,3.156786591999999,1.0528055535160694,131
LS05_to_LS06_RS3_0002,3.168940725999999,1.0530445568427609,132
LS05_to_LS06_RS3_0003,3.205990900999999,1.0537809877177295,133
LS05_to_LS06_RS3_0004,3.226019480999999,1.0541839605871794,134
LS05_to_LS06_RS3_0005,3.260184035999999,1.0548791173182588,135
LS05_to_LS06_RS3_0006,3.283019935999999,1.0553491558381882,136
LS05_to_LS06_RS3_0007,3.307369236999999,1.0558550343152096,137
LS05_to_LS06_RS3_0008,3.3334357579999994,1.0564018831698716,138
LS05_to_LS06_RS3_0009,3.3605121009999994,1.0569756321412433,139
LS05_to_LS06_RS3_0010,3.3925129399999996,1.0576611232365107,140
LS05_to_LS06_RS3_0011,3.4179823149999997,1.0582123368016418,141
LS05_to_LS06_RS3_0012,3.446749728,1.058840834092693,142
LS05_to_LS06_RS3_0013,3.470476346,1.059363847156622,143
LS05_to_LS06_RS3_0014,3.4925576649999996,1.0598543096865645,144
LS05_to_LS06_RS3_0015,3.518732514,1.0604402721369581,145
LS05_to_LS06_RS3_0016,3.5408696859999997,1.0609396650374785,146
LS05_to_LS06_RS3_0017,3.5554789419999997,1.0612711283536636,147
LS05_to_LS06_RS3_0018,3.5738381599999998,1.0616897828829943,148
LS05_to_LS06_RS3_0019,3.594980266,1.0621747753443977,149
LS05_to_LS06_RS3_0020,3.620151587,1.0627561596496964,150
LS05_to_LS06_RS3_0021,3.640723854,1.0632344725785456,151
LS05_to_LS06_RS3_0022,3.672321875,1.0639745697347254,152
LS05_to_LS06_RS3_0023,3.698871319,1.0646014158630799,153
LS05_to_LS06_RS3_0024,3.713858436,1.0649572517985884,154
LS05_to_LS06_RS3_0025,3.7462878080000004,1.0657320294809134,155
LS05_to_LS06_RS3_0026,3.775903056,1.066445223935136,156
LS05_to_LS06_RS3_0027,3.8121801140000002,1.067326027054423,157
LS05_to_LS06_RS3_0028,3.84158999,1.0680457638017307,158
LS05_to_LS06_RS3_0029,3.874718776,1.0688624420751731,159
LS05_to_LS06_RS3_0030,3.905487294,1.0696264298484524,160
LS05_to_LS06_RS3_0031,3.9311947459999996,1.070268713044056,161
LS05_to_LS06_RS3_0032,3.9641888499999998,1.0710982085660117,162
LS05_to_LS06_RS3_0033,4.000076235,1.0720068595262433,163
LS05_to_LS06_RS3_0034,4.034761258,1.0728912366148171,164
LS05_to_LS06_RS3_0035,4.063904388999999,1.0736388634781973,165
LS05_to_LS06_RS3_0036,4.097653971999999,1.074509707972284,166
LS05_to_LS06_RS3_0037,4.131831627999999,1.0753969528062326,167
LS05_to_LS06_RS3_0038,4.169261248999999,1.0763745947267973,168
LS05_to_LS06_RS3_0039,4.205612159999999,1.0773298316118542,169
LS05_to_LS06_RS3_0040,4.245400767,1.0783816729561162,170
LS05_to_LS06_RS3_0041,4.287222491,1.0794940303586336,171
LS05_to_LS06_RS3_0042,4.324726386,1.080497186709943,172
LS05_to_LS06_RS3_0043,4.364709263,1.0815722588177876,173
LS05_to_LS06_RS3_0044,4.414291816,1.0829130782518117,174
LS05_to_LS06_RS3_0045,4.4228845240000005,1.0831462666674936,175
LS06_to_LS07_RS3_0000,4.447882284,1.0838259861687318,175
LS06_to_LS07_RS3_0001,4.460615731000001,1.0841729698933538,176
LS06_to_LS07_RS3_0002,4.497479284000001,1.085180232937629,177
LS06_to_LS07_RS3_0003,4.5328847340000005,1.086151329904384,178
LS06_to_LS07_RS3_0004,4.560423341000001,1.0869090200180114,179
LS06_to_LS07_RS3_0005,4.594841199000001,1.0878587415126362,180
LS06_to_LS07_RS3_0006,4.625733188000001,1.088713643497936,181
LS06_to_LS07_RS3_0007,4.655667360000001,1.0895441445954406,182
LS06_to_LS07_RS3_0008,4.68444394,1.0903443730076705,183
LS06_to_LS07_RS3_0009,4.715358311,1.0912059435208954,184
LS06_to_LS07_RS3_0010,4.746442433,1.0920740955480326,185
LS06_to_LS07_RS3_0011,4.7813933550000005,1.0930522976220276,186
LS06_to_LS07_RS3_0012,4.808046001000001,1.0937995990363267,187
LS06_to_LS07_RS3_0013,4.836579071000001,1.09460081680565,188
LS06_to_LS07_RS3_0014,4.865517614000001,1.0954145777517617,189
LS06_to_LS07_RS3_0015,4.896769589000001,1.0962945808939375,190
LS06_to_LS07_RS3_0016,4.926345088000001,1.0971283958941704,191
LS06_to_LS07_RS3_0017,4.9554293540000005,1.0979492162199922,192
LS06_to_LS07_RS3_0018,4.986878793000001,1.0988376157120159,193
LS06_to_LS07_RS3_0019,5.007688474000001,1.099425867231524,194
LS06_to_LS07_RS3_0020,5.031602393000001,1.1001022131456926,195
LS06_to_LS07_RS3_0021,5.055548293000001,1.1007797742270473,196
LS06_to_LS07_RS3_0022,5.081882758000001,1.1015252084898826,197
LS06_to_LS07_RS3_0023,5.100486068,1.1020519411913985,198
LS06_to_LS07_RS3_0024,5.126821122,1.1027977263987454,199
LS06_to_LS07_RS3_0025,5.154652433,1.103585978435562,200
LS06_to_LS07_RS3_0026,5.172447504,1.1040899874283445,201
LS06_to_LS07_RS3_0027,5.202386951,1.1049378971207615,202
LS06_to_LS07_RS3_0028,5.227370657000001,1.1056453222997393,203
LS06_to_LS07_RS3_0029,5.258845791000001,1.106536270349752,204
LS06_to_LS07_RS3_0030,5.284164113000001,1.1072526251807202,205
LS06_to_LS07_RS3_0031,5.312897446000001,1.10806516630361,206
LS06_to_LS07_RS3_0032,5.340248472000001,1.1088380944651313,207
LS06_to_LS07_RS3_0033,5.370322673,1.1096872813026815,208
LS06_to_LS07_RS3_0034,5.4008388400000005,1.1105480832234333,209
LS06_to_LS07_RS3_0035,5.430657469000001,1.1113882496528815,210
LS06_to_LS07_RS3_0036,5.466639278000001,1.112400641048199,211
LS06_to_LS07_RS3_0037,5.496165747000001,1.1132301030334881,212
LS06_to_LS07_RS3_0038,5.528782235000001,1.1141448628158892,213
LS06_to_LS07_RS3_0039,5.562771738000001,1.1150962881984876,214
LS06_to_LS07_RS3_0040,5.5930527790000015,1.1159421868855273,215
LS06_to_LS07_RS3_0041,5.630308609000002,1.1169805159731905,216
LS06_to_LS07_RS3_0042,5.662900381000002,1.117886510746756,217
LS06_to_LS07_RS3_0043,5.693448690000002,1.118733572453804,218
LS06_to_LS07_RS3_0044,5.725496976000002,1.1196198740517278,219
LS06_to_LS07_RS3_0045,5.762356814000002,1.120636078189056,220
LS06_to_LS07_RS3_0046,5.7946639970000025,1.1215238222158377,221
LS06_to_LS07_RS3_0047,5.836151739000003,1.1226595491764328,222
LS06_to_LS07_RS3_0048,5.874856056000002,1.1237144846343472,223
LS06_to_LS07_RS3_0049,5.919684606000002,1.1249304596367302,224
LS06_to_LS07_RS3_0050,5.959822834000002,1.1260135441432868,225
LS06_to_LS07_RS3_0051,6.003358921000002,1.1271819243250485,226
LS06_to_LS07_RS3_0052,6.0483356220000015,1.1283816092002825,227
LS06_to_LS07_RS3_0053,6.082867295000002,1.1292973694958943,228
LS06_to_LS07_RS3_0054,6.115873489000002,1.130168173813748,229
LS06_to_LS07_RS3_0055,6.119959532000002,1.130275662203152,230
LS07_to_LS08_RS3_0001,6.148510206000002,1.1310247483924667,231
LS07_to_LS08_RS3_0002,6.181093714000002,1.1318753291124026,232
LS07_to_LS08_RS3_0003,6.213166917000002,1.13270795566436,233
LS07_to_LS08_RS3_0004,6.2373843140000025,1.133333510475418,234
LS07_to_LS08_RS3_0005,6.275463609000003,1.1343115137868558,235
LS07_to_LS08_RS3_0006,6.303162488000003,1.1350184812999935,236
LS07_to_LS08_RS3_0007,6.331584310000003,1.135739911484059,237
LS07_to_LS08_RS3_0008,6.364553229000003,1.1365715674680998,238
LS07_to_LS08_RS3_0009,6.391128822000002,1.137237787657452,239
LS07_to_LS08_RS3_0010,6.427994682000002,1.1381556591384643,240
LS07_to_LS08_RS3_0011,6.455626502000002,1.1388386958794146,241
LS07_to_LS08_RS3_0012,6.491102755000002,1.1397092858530518,242
LS07_to_LS08_RS3_0013,6.507107452000001,1.1400996562393513,243
LS07_to_LS08_RS3_0014,6.550391160000001,1.1411477802550754,244
LS07_to_LS08_RS3_0015,6.578268751000001,1.1418168346427302,245
LS07_to_LS08_RS3_0016,6.602815514000001,1.1424019638163632,246
LS07_to_LS08_RS3_0017,6.637040759000001,1.1432114444912473,247
LS07_to_LS08_RS3_0018,6.662909514000002,1.143818272059418,248
LS07_to_LS08_RS3_0019,6.690957253000001,1.1444712445905436,249
LS07_to_LS08_RS3_0020,6.716294658000002,1.1450565955701406,250
LS07_to_LS08_RS3_0021,6.740404998000002,1.145609545006717,251
LS07_to_LS08_RS3_0022,6.771057330000001,1.146306724193945,252
LS07_to_LS08_RS3_0023,6.795925307000002,1.146867485105648,253
LS07_to_LS08_RS3_0024,6.824792993000002,1.1475129275342435,254
LS07_to_LS08_RS3_0025,6.849950553000002,1.1480706610441436,255
LS07_to_LS08_RS3_0026,6.866867932000002,1.148443268444509,256
LS07_to_LS08_RS3_0027,6.883500013000002,1.1488077057484565,257
LS07_to_LS08_RS3_0028,6.915231243000002,1.1494978946283532,258
LS07_to_LS08_RS3_0029,6.937355914000002,1.1499752498276457,259
LS07_to_LS08_RS3_0030,6.969294318000002,1.1506588549652448,260
LS07_to_LS08_RS3_0031,6.996297919000002,1.151231895031654,261
LS07_to_LS08_RS3_0032,7.023204081000002,1.1517984779105734,262
LS07_to_LS08_RS3_0033,7.056754361000002,1.152498994707243,263
LS07_to_LS08_RS3_0034,7.086610812000002,1.153116964057113,264
LS07_to_LS08_RS3_0035,7.1144292820000015,1.1536882897943637,265
LS07_to_LS08_RS3_0036,7.152492303000002,1.1544632604536313,266
LS07_to_LS08_RS3_0037,7.191174887000002,1.1552431329696917,267
LS07_to_LS08_RS3_0038,7.225433839000002,1.1559275825399014,268
LS07_to_LS08_RS3_0039,7.254941968000002,1.1565125948662391,269
LS07_to_LS08_RS3_0040,7.288239197000002,1.1571678874233036,270
LS07_to_LS08_RS3_0041,7.324589229000002,1.1578776286021801,271
LS07_to_LS08_RS3_0042,7.357396928000002,1.1585133707944686,272
LS07_to_LS08_RS3_0043,7.396561335000002,1.159266565031601,273
LS07_to_LS08_RS3_0044,7.422267710000002,1.15975770013883,274
LS07_to_LS08_RS3_0045,7.454421316000001,1.1603685637953935,275
LS07_to_LS08_RS3_0046,7.494052157000001,1.1611164603308435,276
LS07_to_LS08_RS3_0047,7.524891548000001,1.1616948155486204,277
LS07_to_LS08_RS3_0048,7.563977679000001,1.1624235329152017,278
LS07_to_LS08_RS3_0049,7.602071826,1.1631294248868318,279
LS07_to_LS08_RS3_0050,7.634253217,1.1637226465952204,280
LS07_to_LS08_RS3_0051,7.683206404,1.1646200120830592,281
LS07_to_LS08_RS3_0052,7.718276605,1.1652594736095694,282
LS07_to_LS08_RS3_0053,7.7504756829999994,1.1658443042506885,283
LS07_to_LS08_RS3_0054,7.791199829999999,1.1665811426519486,284
LS07_to_LS08_RS3_0055,7.810435662999999,1.166928181139411,285
LS08_to_LS09_RS3_0001,7.824314262999999,1.1671781996696713,286
LS08_to_LS09_RS3_0002,7.826094967999999,1.1672102570124012,287
LS08_to_LS09_RS3_0003,7.837075940999998,1.1674078386401145,288
LS08_to_LS09_RS3_0004,7.871321137999998,1.1680229261595525,289
LS08_to_LS09_RS3_0005,7.899474616999998,1.1685274806147337,290
LS08_to_LS09_RS3_0006,7.928369343999998,1.1690444076385877,291
LS08_to_LS09_RS3_0007,7.963015324999998,1.169663191197564,292
LS08_to_LS09_RS3_0008,7.997280993999998,1.1702742845182803,293
LS08_to_LS09_RS3_0009,8.025341646999998,1.1707742074819976,294
LS08_to_LS09_RS3_0010,8.055803351999998,1.1713165379674673,295
LS08_to_LS09_RS3_0011,8.090168849999998,1.1719280978447792,296
LS08_to_LS09_RS3_0012,8.126004930999997,1.1725657512080445,297
LS08_to_LS09_RS3_0013,8.157504578999998,1.1731263759647448,298
LS08_to_LS09_RS3_0014,8.185053977999997,1.1736169371750484,299
LS08_to_LS09_RS3_0015,8.218786677999997,1.1742180847962036,300
LS08_to_LS09_RS3_0016,8.243762233999997,1.1746636299570499,301
LS08_to_LS09_RS3_0017,8.276626543999997,1.1752506569689312,302
LS08_to_LS09_RS3_0018,8.306490229999998,1.1757849778012979,303
LS08_to_LS09_RS3_0019,8.332158604999998,1.1762450294094284,304
LS08_to_LS09_RS3_0020,8.369651077999999,1.1769185219168778,305
LS08_to_LS09_RS3_0021,8.394155543999998,1.1773598014887203,306
LS08_to_LS09_RS3_0022,8.426319127,1.177940478817719,307
LS08_to_LS09_RS3_0023,8.458444489,1.1785223007249788,308
LS08_to_LS09_RS3_0024,8.478389616,1.1788845289643208,309
LS08_to_LS09_RS3_0025,8.499177632999999,1.1792629386830376,310
LS08_to_LS09_RS3_0026,8.515580617999998,1.1795621876634388,311
LS08_to_LS09_RS3_0027,8.544041085999998,1.1800828684440645,312
LS08_to_LS09_RS3_0028,8.566863422999997,1.1805018111387393,313
LS08_to_LS09_RS3_0029,8.596477701999998,1.1810474179522261,314
LS08_to_LS09_RS3_0030,8.626561878999999,1.1816041147879857,315
LS08_to_LS09_RS3_0031,8.651691203999999,1.1820711106625066,316
LS08_to_LS09_RS3_0032,8.683884867999998,1.182672177840508,317
LS08_to_LS09_RS3_0033,8.710703946999997,1.1831754136182873,318
LS08_to_LS09_RS3_0034,8.738707006999997,1.183703426214108,319
LS08_to_LS09_RS3_0035,8.766338289999997,1.18422710833056,320
LS08_to_LS09_RS3_0036,8.795879961999997,1.18479007243889,321
LS08_to_LS09_RS3_0037,8.830962271999997,1.1854629412408675,322
LS08_to_LS09_RS3_0038,8.846722832999998,1.185766809617494,323
LS08_to_LS09_RS3_0039,8.895892562999997,1.1867214242544573,324
LS08_to_LS09_RS3_0040,8.928512399999997,1.187360487058018,325
LS08_to_LS09_RS3_0041,8.958516955999997,1.1879525609997301,326
LS08_to_LS09_RS3_0042,9.000212256999998,1.1887823688346264,327
LS08_to_LS09_RS3_0043,9.029094347999997,1.189362161036331,328
LS08_to_LS09_RS3_0044,9.064397391999998,1.1900766152824624,329
LS08_to_LS09_RS3_0045,9.097895869999999,1.1907606182649173,330
LS08_to_LS09_RS3_0046,9.127917866999999,1.1913788289292988,331
LS08_to_LS09_RS3_0047,9.167911547,1.19221026643067,332
LS08_to_LS09_RS3_0048,9.194166404999999,1.1927611386358565,333
LS08_to_LS09_RS3_0049,9.231402808999999,1.193549515616645,334
LS08_to_LS09_RS3_0050,9.268605253999999,1.1943457364819512,335
LS08_to_LS09_RS3_0051,9.297868189999999,1.1949782309698376,336
LS08_to_LS09_RS3_0052,9.339973615,1.1958981790353043,337
LS08_to_LS09_RS3_0053,9.374141048,1.1966535061959522,338
LS08_to_LS09_RS3_0054,9.415235527,1.197572758430769,339
LS08_to_LS09_RS3_0055,9.456329007,1.1985041310408537,340
LS09_to_LS10_RS3_0001,9.470307939000001,1.1988237951584666,341
LS09_to_LS10_RS3_0002,9.484779632000002,1.1991562700607057,342
LS09_to_LS10_RS3_0003,9.522380115000002,1.2000275627594665,343
LS09_to_LS10_RS3_0004,9.549367322000002,1.2006596816758464,344
LS09_to_LS10_RS3_0005,9.581607958000001,1.2014224268253653,345
LS09_to_LS10_RS3_0006,9.610297407000001,1.202108233596491,346
LS09_to_LS10_RS3_0007,9.639574187000001,1.2028150887185793,347
LS09_to_LS10_RS3_0008,9.671016226,1.2035822615999474,348
LS09_to_LS10_RS3_0009,9.706866289,1.204467360616696,349
LS09_to_LS10_RS3_0010,9.737113285000001,1.2052228996006986,350
LS09_to_LS10_RS3_0011,9.766527278000002,1.2059654851372081,351
LS09_to_LS10_RS3_0012,9.795580970000001,1.206706714757706,352
LS09_to_LS10_RS3_0013,9.827266040000001,1.2075240046303486,353
LS09_to_LS10_RS3_0014,9.864342425000002,1.2084924128290233,354
LS09_to_LS10_RS3_0015,9.894534033000003,1.209290781405074,355
LS09_to_LS10_RS3_0016,9.915068771000003,1.2098388920708514,356
LS09_to_LS10_RS3_0017,9.950397700000003,1.2107917100472958,357
LS09_to_LS10_RS3_0018,9.982625402000004,1.21167189909599,358
LS09_to_LS10_RS3_0019,10.009976196000004,1.2124272743362705,359
LS09_to_LS10_RS3_0020,10.036899723000003,1.2131784812866069,360
LS09_to_LS10_RS3_0021,10.067730546000003,1.2140481459082555,361
LS09_to_LS10_RS3_0022,10.089643131000004,1.2146724582111206,362
LS09_to_LS10_RS3_0023,10.122761030000005,1.215625957019025,363
LS09_to_LS10_RS3_0024,10.147844731000005,1.2163561873907258,364
LS09_to_LS10_RS3_0025,10.173042393000005,1.21709670404056,365
LS09_to_LS10_RS3_0026,10.183023937000005,1.2173919671884328,366
LS09_to_LS10_RS3_0027,10.215952588000006,1.218373721925982,367
LS09_to_LS10_RS3_0028,10.234257568000006,1.2189245610766881,368
LS09_to_LS10_RS3_0029,10.264504112000006,1.2198426589772322,369
LS09_to_LS10_RS3_0030,10.285537125000006,1.2204868686629713,370
LS09_to_LS10_RS3_0031,10.311544498000007,1.2212899491087645,371
LS09_to_LS10_RS3_0032,10.340620450000007,1.222196259875646,372
LS09_to_LS10_RS3_0033,10.375133714000006,1.2232835857051632,373
LS09_to_LS10_RS3_0034,10.408426132000006,1.2243442183778748,374
LS09_to_LS10_RS3_0035,10.438526292000006,1.225313021171039,375
LS09_to_LS10_RS3_0036,10.470853746000007,1.226363868477134,376
LS09_to_LS10_RS3_0037,10.505721616000006,1.227509223286053,377
LS09_to_LS10_RS3_0038,10.536139593000007,1.2285184343394357,378
LS09_to_LS10_RS3_0039,10.574443138000007,1.2298024512844097,379
LS09_to_LS10_RS3_0040,10.610215192000007,1.2310147560914275,380
LS09_to_LS10_RS3_0041,10.643149592000007,1.232142019948444,381
LS09_to_LS10_RS3_0042,10.676843979000008,1.2333062383067863,382
LS09_to_LS10_RS3_0043,10.707370369000008,1.2343704698043074,383
LS09_to_LS10_RS3_0044,10.742204671000009,1.2355957952871082,384
LS09_to_LS10_RS3_0045,10.769485595000008,1.236563477331776,385
LS09_to_LS10_RS3_0046,10.812895177000009,1.2381177056321484,386
LS09_to_LS10_RS3_0047,10.844911231000008,1.2392752661618247,387
LS09_to_LS10_RS3_0048,10.880882176000009,1.240587110699949,388
LS09_to_LS10_RS3_0049,10.915544336000009,1.2418624236269915,389
LS09_to_LS10_RS3_0050,10.953294967000009,1.243263749164711,390
LS09_to_LS10_RS3_0051,10.983724048000008,1.2444025998597128,391
LS09_to_LS10_RS3_0052,11.024792096000008,1.2459526634537514,392
LS09_to_LS10_RS3_0053,11.059257783000009,1.2472649695366536,393
LS09_to_LS10_RS3_0054,11.093671787000009,1.2485856150397676,394
LS09_to_LS10_RS3_0055,11.130722459000008,1.2500188385707194,395
LS09_to_LS10_RS3_0056,11.177825804000008,1.2518577889602238,396
LS09_to_LS10_RS3_0057,11.210512203000008,1.2531448562332579,397
LS09_to_LS10_RS3_0058,11.252471252000008,1.2548100534758289,398
LS09_to_LS10_RS3_0059,11.295713171000008,1.2565412813422445,399
LS09_to_LS10_RS3_0060,11.331809890000008,1.2579980504049597,400
LS09_to_LS10_RS3_0061,11.380221617000007,1.2599681798710007,401
LS09_to_LS10_RS3_0062,11.423681568000006,1.2617525452988716,402
LS09_to_LS10_RS3_0063,11.468869614000006,1.2636234325761253,403
LS09_to_LS10_RS3_0064,11.519630511000006,1.265743693362002,404
LS09_to_LS10_RS3_0065,11.565891714000006,1.2676929170876625,405
LS09_to_LS10_RS3_0066,11.607704727000007,1.2694683772484312,406
LS09_to_LS10_RS3_0067,11.652786755000006,1.2713969588000507,407
LS09_to_LS10_RS3_0068,11.697626082000006,1.273329665481787,408
LS09_to_LS10_RS3_0069,11.749899367000006,1.2756007590078364,409
LS09_to_LS10_RS3_0070,11.796658160000007,1.277648370389187,410
LS09_to_LS10_RS3_0071,11.848017448000007,1.2799146470501435,411
LS09_to_LS10_RS3_0072,11.885919925000007,1.281598486630903,412
LS09_to_LS10_RS3_0073,11.938734540000008,1.2839606034798834,413
LS09_to_LS10_RS3_0074,11.975262808000007,1.2856049037834363,414
LS10_to_LS11_RS3_0001,12.007461723000008,1.2870613848384505,415
LS10_to_LS11_RS3_0002,12.047219320000007,1.2888687758809187,416
LS10_to_LS11_RS3_0003,12.077929181000007,1.290271570046822,417
LS10_to_LS11_RS3_0004,12.110433998000007,1.291762643322429,418
LS10_to_LS11_RS3_0005,12.153799760000007,1.2937618538372204,419
LS10_to_LS11_RS3_0006,12.190566759000006,1.2954655969847506,420
LS10_to_LS11_RS3_0007,12.220651689000006,1.2968655752426013,421
LS10_to_LS11_RS3_0008,12.256129901000005,1.2985232199250185,422
LS10_to_LS11_RS3_0009,12.299713873000005,1.3005693477318059,423
LS10_to_LS11_RS3_0010,12.329858762000006,1.3019907456143485,424
LS10_to_LS11_RS3_0011,12.367022153000006,1.3037499332805191,425
LS10_to_LS11_RS3_0012,12.403464731000007,1.3054822306005307,426
LS10_to_LS11_RS3_0013,12.436796533000006,1.3070728214630745,427
LS10_to_LS11_RS3_0014,12.474686150000005,1.308887940916625,428
LS10_to_LS11_RS3_0015,12.506403696000005,1.3104130402119065,429
LS10_to_LS11_RS3_0016,12.538131937000005,1.3119437246569272,430
LS10_to_LS11_RS3_0017,12.578351455000005,1.313891221816257,431
LS10_to_LS11_RS3_0018,12.613295067000005,1.3155896338613524,432
LS10_to_LS11_RS3_0019,12.648440930000005,1.3173037484586838,433
LS10_to_LS11_RS3_0020,12.689339914000005,1.3193057198000842,434
LS10_to_LS11_RS3_0021,12.717300440000004,1.3206787796893562,435
LS10_to_LS11_RS3_0022,12.759810579000005,1.3227730580458184,436
LS10_to_LS11_RS3_0023,12.788963744000005,1.3242139053261912,437
LS10_to_LS11_RS3_0024,12.817175293000005,1.3256117141109403,438
LS10_to_LS11_RS3_0025,12.851147748000006,1.3272994474068764,439
LS10_to_LS11_RS3_0026,12.881148120000006,1.3287938512287025,440
LS10_to_LS11_RS3_0027,12.912941411000006,1.330381582333247,441
LS10_to_LS11_RS3_0028,12.944744473000005,1.3319738569762993,442
LS10_to_LS11_RS3_0029,12.980785132000005,1.3337830944218534,443
LS10_to_LS11_RS3_0030,13.014273401000004,1.3354686738416695,444
LS10_to_LS11_RS3_0031,13.045266807000004,1.3370324317351499,445
LS10_to_LS11_RS3_0032,13.073061092000005,1.3384377847542392,446
LS10_to_LS11_RS3_0033,13.100812800000005,1.33984376398009,447
LS10_to_LS11_RS3_0034,13.131636698000005,1.3414085782591991,448
LS10_to_LS11_RS3_0035,13.163322458000005,1.3430205694013728,449
LS10_to_LS11_RS3_0036,13.186177058000006,1.344185390972202,450
LS10_to_LS11_RS3_0037,13.208822471000005,1.345341261287635,451
LS10_to_LS11_RS3_0038,13.233967340000005,1.3466266680749415,452
LS10_to_LS11_RS3_0039,13.262217866000006,1.3480732468146743,453
LS10_to_LS11_RS3_0040,13.294821459000005,1.3497458247920144,454
LS10_to_LS11_RS3_0041,13.326887443000006,1.351393980820997,455
LS10_to_LS11_RS3_0042,13.352979480000005,1.3527373352092231,456
LS10_to_LS11_RS3_0043,13.387041316000005,1.3544939784650203,457
LS10_to_LS11_RS3_0044,13.421492783000005,1.3562740339388077,458
LS10_to_LS11_RS3_0045,13.456459375000005,1.3580840114972776,459
LS10_to_LS11_RS3_0046,13.491540322000006,1.3599031474684633,460
LS10_to_LS11_RS3_0047,13.532463395000006,1.3620291834558702,461
LS10_to_LS11_RS3_0048,13.563255014000006,1.3636315780874717,462
LS10_to_LS11_RS3_0049,13.596901607000007,1.3653851081106696,463
LS10_to_LS11_RS3_0050,13.628306802000006,1.3670241573770716,464
LS10_to_LS11_RS3_0051,13.667655662000007,1.36908084540455,465
LS10_to_LS11_RS3_0052,13.701400676000008,1.3708472300354413,466
LS10_to_LS11_RS3_0053,13.734151905000008,1.372563792309128,467
LS10_to_LS11_RS3_0054,13.767180592000008,1.3742969977641457,468
LS10_to_LS11_RS3_0055,13.805706747000007,1.3763212317447535,469
LS10_to_LS11_RS3_0056,13.839955621000007,1.3781229192891262,470
LS10_to_LS11_RS3_0057,13.873671566000008,1.3798984819963827,471
LS10_to_LS11_RS3_0058,13.912638455000007,1.3819528054943357,472
LS10_to_LS11_RS3_0059,13.956235482000007,1.3842538907758175,473
LS10_to_LS11_RS3_0060,13.985563307000007,1.3858033173462043,474
LS10_to_LS11_RS3_0061,14.026659514000007,1.3879763476389844,475
