image_names,cumulative deformation(mm),degraded stiff(KN/mm),times(s)
LS09_to_LS10_RS3_0060,11.331809890000008,43.6645532309821,400
LS09_to_LS10_RS3_0061,11.380221617000007,43.53236235093473,401
LS09_to_LS10_RS3_0062,11.423681568000006,43.41369256727869,402
LS09_to_LS10_RS3_0063,11.468869614000006,43.29030412529311,403
LS09_to_LS10_RS3_0064,11.519630511000006,43.15169870751027,404
LS09_to_LS10_RS3_0065,11.565891714000006,43.02537995138285,405
LS09_to_LS10_RS3_0066,11.607704727000007,42.911207222409516,406
LS09_to_LS10_RS3_0067,11.652786755000006,42.78810826839698,407
LS09_to_LS10_RS3_0068,11.697626082000006,42.66567202279761,408
LS09_to_LS10_RS3_0069,11.749899367000006,42.52293694649849,409
LS09_to_LS10_RS3_0070,11.796658160000007,42.39525949354122,410
LS09_to_LS10_RS3_0071,11.848017448000007,42.25502013626057,411
LS09_to_LS10_RS3_0072,11.885919925000007,42.15152534065856,412
LS09_to_LS10_RS3_0073,11.938734540000008,42.00731213305675,413
LS09_to_LS10_RS3_0074,11.975262808000007,41.90756969062072,414
LS10_to_LS11_RS3_0001,12.007461723000008,41.81964878438202,415
LS10_to_LS11_RS3_0002,12.047219320000007,41.71108848170993,416
LS10_to_LS11_RS3_0003,12.077929181000007,41.62723351921866,417
LS10_to_LS11_RS3_0004,12.110433998000007,41.538477330764394,418
LS10_to_LS11_RS3_0005,12.153799760000007,41.42006473534707,419
LS10_to_LS11_RS3_0006,12.190566759000006,41.319670424800975,420
LS10_to_LS11_RS3_0007,12.220651689000006,41.23752187073548,421
LS10_to_LS11_RS3_0008,12.256129901000005,41.14064666389175,422
LS10_to_LS11_RS3_0009,12.299713873000005,41.021638234082175,423
LS10_to_LS11_RS3_0010,12.329858762000006,40.93932595867336,424
LS10_to_LS11_RS3_0011,12.367022153000006,40.837849277995666,425
LS10_to_LS11_RS3_0012,12.403464731000007,40.73834081681197,426
LS10_to_LS11_RS3_0013,12.436796533000006,40.6473265003852,427
LS10_to_LS11_RS3_0014,12.474686150000005,40.543866819719646,428
LS10_to_LS11_RS3_0015,12.506403696000005,40.45726031797921,429
LS10_to_LS11_RS3_0016,12.538131937000005,40.370624612953755,430
LS10_to_LS11_RS3_0017,12.578351455000005,40.26080300961576,431
LS10_to_LS11_RS3_0018,12.613295067000005,40.16538755744002,432
LS10_to_LS11_RS3_0019,12.648440930000005,40.069419847798216,433
LS10_to_LS11_RS3_0020,12.689339914000005,39.9577429252211,434
LS10_to_LS11_RS3_0021,12.717300440000004,39.88139517298067,435
LS10_to_LS11_RS3_0022,12.759810579000005,39.765318903168065,436
LS10_to_LS11_RS3_0023,12.788963744000005,39.68571458462111,437
LS10_to_LS11_RS3_0024,12.817175293000005,39.608681400289356,438
LS10_to_LS11_RS3_0025,12.851147748000006,39.515917745652125,439
LS10_to_LS11_RS3_0026,12.881148120000006,39.43400008185078,440
LS10_to_LS11_RS3_0027,12.912941411000006,39.34718675422683,441
LS10_to_LS11_RS3_0028,12.944744473000005,39.26034674635062,442
LS10_to_LS11_RS3_0029,12.980785132000005,39.161935747075646,443
LS10_to_LS11_RS3_0030,13.014273401000004,39.07049418890994,444
LS10_to_LS11_RS3_0031,13.045266807000004,38.98586499121977,445
LS10_to_LS11_RS3_0032,13.073061092000005,38.909971169162205,446
LS10_to_LS11_RS3_0033,13.100812800000005,38.83419360594208,447
LS10_to_LS11_RS3_0034,13.131636698000005,38.75002725915775,448
LS10_to_LS11_RS3_0035,13.163322458000005,38.663507550836464,449
LS10_to_LS11_RS3_0036,13.186177058000006,38.60110181003051,450
LS10_to_LS11_RS3_0037,13.208822471000005,38.53926726581963,451
LS10_to_LS11_RS3_0038,13.233967340000005,38.47060781969441,452
LS10_to_LS11_RS3_0039,13.262217866000006,38.39346820652297,453
LS10_to_LS11_RS3_0040,13.294821459000005,38.30444230477449,454
LS10_to_LS11_RS3_0041,13.326887443000006,38.21688437393379,455
LS10_to_LS11_RS3_0042,13.352979480000005,38.14563863355236,456
LS10_to_LS11_RS3_0043,13.387041316000005,38.05263091918453,457
LS10_to_LS11_RS3_0044,13.421492783000005,37.95855929596702,458
LS10_to_LS11_RS3_0045,13.456459375000005,37.863081095638876,459
LS10_to_LS11_RS3_0046,13.491540322000006,37.7672906427012,460
LS10_to_LS11_RS3_0047,13.532463395000006,37.65554794378627,461
LS10_to_LS11_RS3_0048,13.563255014000006,37.57146973658467,462
LS10_to_LS11_RS3_0049,13.596901607000007,37.4795958660395,463
LS10_to_LS11_RS3_0050,13.628306802000006,37.39384225586342,464
LS10_to_LS11_RS3_0051,13.667655662000007,37.286398032023584,465
LS10_to_LS11_RS3_0052,13.701400676000008,37.19425541753121,466
LS10_to_LS11_RS3_0053,13.734151905000008,37.10482638757442,467
LS10_to_LS11_RS3_0054,13.767180592000008,37.01463974330661,468
LS10_to_LS11_RS3_0055,13.805706747000007,36.90944196066417,469
LS10_to_LS11_RS3_0056,13.839955621000007,36.815923528762504,470
LS10_to_LS11_RS3_0057,13.873671566000008,36.72386028877152,471
LS10_to_LS11_RS3_0058,13.912638455000007,36.61745905773058,472
LS10_to_LS11_RS3_0059,13.956235482000007,36.49841498052633,473
LS10_to_LS11_RS3_0060,13.985563307000007,36.418333743254514,474
LS10_to_LS11_RS3_0061,14.026659514000007,36.30611829244155,475
LS10_to_LS11_RS3_0062,14.055357071000007,36.227758036567195,476
LS10_to_LS11_RS3_0063,14.097885281000007,36.11163242289637,477
LS10_to_LS11_RS3_0064,14.133213371000007,36.015167132420515,478
LS10_to_LS11_RS3_0065,14.167271451000007,35.92216967401703,479
LS10_to_LS11_RS3_0066,14.207647194000007,35.811921489734395,480
LS10_to_LS11_RS3_0067,14.237809151000008,35.72956260921396,481
LS10_to_LS11_RS3_0068,14.279259845000007,35.61637921217393,482
LS10_to_LS11_RS3_0069,14.317547370000007,35.51183302185551,483
LS10_to_LS11_RS3_0070,14.371962141000006,35.363250500391935,484
LS10_to_LS11_RS3_0071,14.406558412000006,35.26878348189769,485
LS10_to_LS11_RS3_0072,14.450812814000006,35.14794440614338,486
LS10_to_LS11_RS3_0073,14.494661655000005,35.02821273697886,487
LS10_to_LS11_RS3_0074,14.538135779000005,34.909504253167725,488
LS10_to_LS11_RS3_0075,14.582046255000005,34.78960428624981,489
LS10_to_LS11_RS3_0076,14.619548834000005,34.687201434105,490
LS10_to_LS11_RS3_0077,14.664551589000006,34.56431893937379,491
LS10_to_LS11_RS3_0078,14.714388164000006,34.4282374335891,492
LS10_to_LS11_RS3_0079,14.755339623000006,34.316417225141805,493
LS10_to_LS11_RS3_0080,14.809907596000006,34.16741637720116,494
LS10_to_LS11_RS3_0081,14.858917460000006,34.03359225121693,495
LS10_to_LS11_RS3_0082,14.915537903000006,33.87898702118988,496
LS10_to_LS11_RS3_0083,14.963006048000006,33.74937264362871,497
LS10_to_LS11_RS3_0084,15.013999357000007,33.61013261211242,498
LS10_to_LS11_RS3_0085,15.062681773000007,33.47720260088039,499
LS10_to_LS11_RS3_0086,15.118564740000007,33.32461108958421,500
LS10_to_LS11_RS3_0087,15.169100983000007,33.18661910188962,501
LS10_to_LS11_RS3_0088,15.218479042000007,33.051789599231284,502
LS10_to_LS11_RS3_0089,15.275568023000007,32.89590500045633,503
LS10_to_LS11_RS3_0090,15.327904984000007,32.75299605334121,504
LS10_to_LS11_RS3_0091,15.378992684000007,32.613498282014106,505
LS10_to_LS11_RS3_0092,15.434214375000007,32.462712421162784,506
LS10_to_LS11_RS3_0093,15.486435414000008,32.32012000543678,507
LS10_to_LS11_RS3_0094,15.537059386000008,32.18188846888833,508
LS10_to_LS11_RS3_0095,15.591639753000008,32.03285377844983,509
LS10_to_LS11_RS3_0096,15.592568309000008,32.03031830528207,510
LS11_to_LS12_RS3_0001,15.617293937000008,31.962803619738132,511
LS11_to_LS12_RS3_0002,15.650362641000008,31.872507706853515,512
LS11_to_LS12_RS3_0003,15.684789158000008,31.77850421098162,513
LS11_to_LS12_RS3_0004,15.725826678000008,31.666449008246104,514
LS11_to_LS12_RS3_0005,15.764098336000007,31.56194614364282,515
LS11_to_LS12_RS3_0006,15.804363881000008,31.45199886105286,516
LS11_to_LS12_RS3_0007,15.835667715000007,31.366522022655488,517
LS11_to_LS12_RS3_0008,15.879794649000006,31.246031005277565,518
LS11_to_LS12_RS3_0009,15.919372772000006,31.137960766221788,519
LS11_to_LS12_RS3_0010,15.960410778000007,31.02590423643657,520
LS11_to_LS12_RS3_0011,16.003489286000008,30.9082760038464,521
LS11_to_LS12_RS3_0012,16.035230368000008,30.821605235765027,522
LS11_to_LS12_RS3_0013,16.073314477000007,30.717614484009157,523
LS11_to_LS12_RS3_0014,16.11338337400001,30.608204159585952,524
LS11_to_LS12_RS3_0015,16.150911729000008,30.50573092465715,525
LS11_to_LS12_RS3_0016,16.18763655700001,30.405451764343194,526
LS11_to_LS12_RS3_0017,16.221744127000008,30.312319170775993,527
LS11_to_LS12_RS3_0018,16.248851138000006,30.238301988130484,528
LS11_to_LS12_RS3_0019,16.289035653000006,30.128575962406867,529
LS11_to_LS12_RS3_0020,16.322625553000005,30.03685689521261,530
LS11_to_LS12_RS3_0021,16.362034589000004,29.92924835749904,531
LS11_to_LS12_RS3_0022,16.402655561000003,29.81833056196038,532
LS11_to_LS12_RS3_0023,16.437404297000004,29.723447229408045,533
LS11_to_LS12_RS3_0024,16.466442194000003,29.644157656467286,534
LS11_to_LS12_RS3_0025,16.505235883,29.538229357540995,535
LS11_to_LS12_RS3_0026,16.534792043,29.45752463900822,536
LS11_to_LS12_RS3_0027,16.575261371,29.34702091574204,537
LS11_to_LS12_RS3_0028,16.601834314,29.27446203510928,538
LS11_to_LS12_RS3_0029,16.632649721,29.1903188734669,539
LS11_to_LS12_RS3_0030,16.66958834,29.089455945082943,540
LS11_to_LS12_RS3_0031,16.704331635,28.994587469480013,541
LS11_to_LS12_RS3_0032,16.737378458,28.904351303867916,542
LS11_to_LS12_RS3_0033,16.774281408,28.803585771647917,543
LS11_to_LS12_RS3_0034,16.803588544,28.72356102682714,544
LS11_to_LS12_RS3_0035,16.834766699,28.638427361843384,545
LS11_to_LS12_RS3_0036,16.870394099,28.638017064580797,546
LS11_to_LS12_RS3_0037,16.893818571999997,28.637747300378262,547
LS11_to_LS12_RS3_0038,16.922997278999997,28.637411268458788,548
LS11_to_LS12_RS3_0039,16.945448007999996,28.63715271822353,549
LS11_to_LS12_RS3_0040,16.975079202999996,28.636811475298263,550
LS11_to_LS12_RS3_0041,17.008199735999998,28.63643004796915,551
LS11_to_LS12_RS3_0042,17.035583825,28.636114683481278,552
LS11_to_LS12_RS3_0043,17.061872774,28.635811930998333,553
LS11_to_LS12_RS3_0044,17.095938041,28.635419623790977,554
LS11_to_LS12_RS3_0045,17.126335263,28.635069559038094,555
LS11_to_LS12_RS3_0046,17.161854095000002,28.634660512081545,556
LS11_to_LS12_RS3_0047,17.198941942,28.63423339581431,557
LS11_to_LS12_RS3_0048,17.233253241,28.633838255218716,558
LS11_to_LS12_RS3_0049,17.274157691,28.633367185652524,559
LS11_to_LS12_RS3_0050,17.307286640999997,28.632985661390375,560
LS11_to_LS12_RS3_0051,17.346918490999997,28.632529247518853,561
LS11_to_LS12_RS3_0052,17.389211990999996,28.63204218118016,562
LS11_to_LS12_RS3_0053,17.425101563999995,28.63162886464409,563
LS11_to_LS12_RS3_0054,17.458122101999994,28.631248588891424,564
LS11_to_LS12_RS3_0055,17.489950670999995,28.630882040259397,565
LS11_to_LS12_RS3_0056,17.532300141999997,28.63039432933962,566
LS11_to_LS12_RS3_0057,17.572734570999998,28.629928672695215,567
LS11_to_LS12_RS3_0058,17.613645117999997,28.629457532913893,568
LS11_to_LS12_RS3_0059,17.651252568999997,28.62902443271017,569
LS11_to_LS12_RS3_0060,17.691225789999997,28.628564087494045,570
LS11_to_LS12_RS3_0061,17.734307951999998,28.628067938655374,571
LS11_to_LS12_RS3_0062,17.777425978999997,28.62757137678316,572
LS11_to_LS12_RS3_0063,17.815898637999997,28.627128312549672,573
LS11_to_LS12_RS3_0064,17.857525963999997,28.626648918097466,574
LS11_to_LS12_RS3_0065,17.895003301999996,28.62621731631933,575
LS11_to_LS12_RS3_0066,17.929324811999997,28.625822058130385,576
LS11_to_LS12_RS3_0067,17.974546173999997,28.625301273536536,577
LS11_to_LS12_RS3_0068,18.011370222999997,28.62487719525684,578
LS11_to_LS12_RS3_0069,18.058609863999997,28.624333167475193,579
LS11_to_LS12_RS3_0070,18.095736907,28.623905599813483,580
LS11_to_LS12_RS3_0071,18.137883452,28.62342022585858,581
LS11_to_LS12_RS3_0072,18.187061138,28.62285387889119,582
LS11_to_LS12_RS3_0073,18.224622454000002,28.622421309993825,583
LS11_to_LS12_RS3_0074,18.266124088,28.621943363053465,584
LS11_to_LS12_RS3_0075,18.309598710000003,28.621442694511877,585
LS11_to_LS12_RS3_0076,18.353491416000004,28.62093721117267,586
LS11_to_LS12_RS3_0077,18.391112476000004,28.620503954243073,587
LS11_to_LS12_RS3_0078,18.436476770000002,28.61998152359567,588
LS11_to_LS12_RS3_0079,18.472912236000003,28.61956192037004,589
LS11_to_LS12_RS3_0080,18.512898077000003,28.619101429817697,590
LS11_to_LS12_RS3_0081,18.557783375000003,28.618584515451236,591
LS11_to_LS12_RS3_0082,18.602071714000004,28.618074475867765,592
LS11_to_LS12_RS3_0083,18.644208663000004,28.61758921242366,593
LS11_to_LS12_RS3_0084,18.694769476000005,28.617006936895052,594
LS11_to_LS12_RS3_0085,18.726983164000004,28.61663595310156,595
LS11_to_LS12_RS3_0086,18.776534431,28.61606530384824,596
LS11_to_LS12_RS3_0087,18.816726188,28.61560244189717,597
LS11_to_LS12_RS3_0088,18.861972204,28.615081373379464,598
LS11_to_LS12_RS3_0089,18.910911201,28.614517775235825,599
LS11_to_LS12_RS3_0090,18.954642183,28.614014154365236,600
LS11_to_LS12_RS3_0091,18.998307113,28.61351129417196,601
LS11_to_LS12_RS3_0092,19.044815846,28.612975683775574,602
LS11_to_LS12_RS3_0093,19.092566492,28.61242577108645,603
LS11_to_LS12_RS3_0094,19.14172315,28.611859666284662,604
LS11_to_LS12_RS3_0095,19.1879524,28.611327274509613,605
LS12_to_LS13_RS3_0001,19.211178503,28.611059794803502,606
LS12_to_LS13_RS3_0002,19.242767747,28.610696002319617,607
LS12_to_LS13_RS3_0003,19.276288244,28.61030996886897,608
LS12_to_LS13_RS3_0004,19.315350986,28.60986010903885,609
LS12_to_LS13_RS3_0005,19.3445507,28.609523835195613,610
LS12_to_LS13_RS3_0006,19.386550274,28.609040153808763,611
LS12_to_LS13_RS3_0007,19.417880905,28.608679339600194,612
LS12_to_LS13_RS3_0008,19.470410809,28.608074387349536,613
LS12_to_LS13_RS3_0009,19.494313081,28.60779912065112,614
LS12_to_LS13_RS3_0010,19.534750127000002,28.60733343386845,615
LS12_to_LS13_RS3_0011,19.574830332,28.606871856588175,616
LS12_to_LS13_RS3_0012,19.606398543,28.606508306327473,617
LS12_to_LS13_RS3_0013,19.64655948,28.60604579931001,618
LS12_to_LS13_RS3_0014,19.686065985,28.605590828954167,619
LS12_to_LS13_RS3_0015,19.717795364,28.605225422627935,620
LS12_to_LS13_RS3_0016,19.753656291000002,28.604812435988947,621
LS12_to_LS13_RS3_0017,19.799732018000004,28.60428181223701,622
LS12_to_LS13_RS3_0018,19.833771835000004,28.603889798120516,623
LS12_to_LS13_RS3_0019,19.869672580000003,28.603476352923888,624
LS12_to_LS13_RS3_0020,19.913524816000002,28.602971335650974,625
LS12_to_LS13_RS3_0021,19.947605530000004,28.60257885055071,626
LS12_to_LS13_RS3_0022,19.986923951000005,28.602126046234215,627
LS12_to_LS13_RS3_0023,20.023623506000003,28.60170340166979,628
LS12_to_LS13_RS3_0024,20.060235198000004,28.601281768965574,629
LS12_to_LS13_RS3_0025,20.089972408000005,28.60093930513549,630
LS12_to_LS13_RS3_0026,20.124847183000004,28.600537675358527,631
LS12_to_LS13_RS3_0027,20.150964837000004,28.600236895567093,632
LS12_to_LS13_RS3_0028,20.192310070000005,28.59976074979387,633
LS12_to_LS13_RS3_0029,20.223608469000006,28.599400306779984,634
LS12_to_LS13_RS3_0030,20.256090715000006,28.599026230181174,635
LS12_to_LS13_RS3_0031,20.288217601000007,28.598656246029055,636
LS12_to_LS13_RS3_0032,20.329007765000007,28.59818649261933,637
LS12_to_LS13_RS3_0033,20.368592201000006,28.59773062478357,638
LS12_to_LS13_RS3_0034,20.393364700000006,28.59744533625488,639
LS12_to_LS13_RS3_0035,20.427823811000007,28.597048493405993,640
LS12_to_LS13_RS3_0036,20.456079619000008,28.596723089905467,641
LS12_to_LS13_RS3_0037,20.481618491000006,28.59642897556451,642
LS12_to_LS13_RS3_0038,20.507478076000005,28.5961311677835,643
LS12_to_LS13_RS3_0039,20.534545615000006,28.595819448793154,644
LS12_to_LS13_RS3_0040,20.553546110000006,28.59560063262677,645
LS12_to_LS13_RS3_0041,20.583574536000008,28.59525481505413,646
LS12_to_LS13_RS3_0042,20.61853797100001,28.594852164238432,647
LS12_to_LS13_RS3_0043,20.657314964000008,28.594405595191038,648
LS12_to_LS13_RS3_0044,20.689943188000008,28.594029837459903,649
LS12_to_LS13_RS3_0045,20.72006543000001,28.59368293947028,650
LS12_to_LS13_RS3_0046,20.75547626300001,28.593275136266964,651
LS12_to_LS13_RS3_0047,20.79346227900001,28.592837676379876,652
LS12_to_LS13_RS3_0048,20.82755671000001,28.59244503330997,653
LS12_to_LS13_RS3_0049,20.86550614900001,28.592007994656058,654
LS12_to_LS13_RS3_0050,20.89605501000001,28.591656183576852,655
LS12_to_LS13_RS3_0051,20.93734713000001,28.591180649471013,656
LS12_to_LS13_RS3_0052,20.96866649000001,28.590819965063115,657
LS12_to_LS13_RS3_0053,21.00590118900001,28.590391157598273,658
LS12_to_LS13_RS3_0054,21.03809201200001,28.590020437125904,659
LS12_to_LS13_RS3_0055,21.082044447000012,28.589514265927207,660
LS12_to_LS13_RS3_0056,21.123517418000013,28.58903664907971,661
LS12_to_LS13_RS3_0057,21.161994805000013,28.588593530396967,662
LS12_to_LS13_RS3_0058,21.20282676500001,28.588123295650284,663
LS12_to_LS13_RS3_0059,21.238193986000013,28.5877159946976,664
LS12_to_LS13_RS3_0060,21.276115446000013,28.587279278259377,665
LS12_to_LS13_RS3_0061,21.316765116000013,28.586811142826367,666
LS12_to_LS13_RS3_0062,21.356280992000013,28.5863560645509,667
LS12_to_LS13_RS3_0063,21.389383528000014,28.58597484448136,668
LS12_to_LS13_RS3_0064,21.428909167000015,28.58551965377186,669
LS12_to_LS13_RS3_0065,21.470245662000014,28.58504360862842,670
LS12_to_LS13_RS3_0066,21.507697107000013,28.584612305042885,671
LS12_to_LS13_RS3_0067,21.552470500000013,28.584096679412482,672
LS12_to_LS13_RS3_0068,21.595806080000013,28.583597612125885,673
LS12_to_LS13_RS3_0069,21.640746309000015,28.583080065155333,674
LS12_to_LS13_RS3_0070,21.673431319000017,28.582703653457298,675
LS12_to_LS13_RS3_0071,21.715055039000017,28.582224300533014,676
LS12_to_LS13_RS3_0072,21.763294207000015,28.581668761858293,677
LS12_to_LS13_RS3_0073,21.802752846000015,28.581214342743593,678
LS12_to_LS13_RS3_0074,21.848772049000015,28.580684369941274,679
LS12_to_LS13_RS3_0075,21.891340945000014,28.58019413204853,680
LS12_to_LS13_RS3_0076,21.929512106000015,28.57975453996861,681
LS12_to_LS13_RS3_0077,21.969921774000014,28.579289168480308,682
LS12_to_LS13_RS3_0078,22.015313816000013,28.578766418277493,683
LS12_to_LS13_RS3_0079,22.063130090000012,28.578215749793987,684
LS12_to_LS13_RS3_0080,22.109053882000012,28.577686875777218,685
LS12_to_LS13_RS3_0081,22.150639082000012,28.57720796646236,686
LS12_to_LS13_RS3_0082,22.192491663000013,28.57672597789692,687
LS12_to_LS13_RS3_0083,22.239811818000014,28.57618102288865,688
LS12_to_LS13_RS3_0084,22.273923804000013,28.575788177649393,689
LS12_to_LS13_RS3_0085,22.319201119000013,28.575266748681752,690
LS12_to_LS13_RS3_0086,22.367276556000014,28.574713095588944,691
LS12_to_LS13_RS3_0087,22.411562776000014,28.574203080408598,692
LS12_to_LS13_RS3_0088,22.463101835000014,28.57360953906615,693
LS12_to_LS13_RS3_0089,22.510713818000013,28.573061223267324,694
LS12_to_LS13_RS3_0090,22.55465024300001,28.572555236445233,695
LS12_to_LS13_RS3_0091,22.603100827000013,28.57199726303191,696
LS12_to_LS13_RS3_0092,22.652397490000013,28.571429545884897,697
LS12_to_LS13_RS3_0093,22.697391791000012,28.57091137620279,698
LS13_to_LS14_RS3_0001,22.730552255000013,28.570529489014692,699
LS13_to_LS14_RS3_0002,22.802811649000013,28.56969732524315,700
LS13_to_LS14_RS3_0003,22.887794066000012,28.568718638809028,701
LS13_to_LS14_RS3_0004,22.95830008000001,28.56790666755825,702
LS13_to_LS14_RS3_0005,23.03902899700001,28.56697696587762,703
LS13_to_LS14_RS3_0006,23.11544776500001,28.566096901339634,704
LS13_to_LS14_RS3_0007,23.194593642000008,28.56518543048636,705
LS13_to_LS14_RS3_0008,23.266368181000008,28.564358850469993,706
LS13_to_LS14_RS3_0009,23.33521436400001,28.56356599439786,707
LS13_to_LS14_RS3_0010,23.41266433400001,28.562674054186722,708
LS13_to_LS14_RS3_0011,23.49258981100001,28.561753605194543,709
LS13_to_LS14_RS3_0012,23.562303399000008,28.560950759791247,710
LS13_to_LS14_RS3_0013,23.62680547700001,28.560207931910615,711
LS13_to_LS14_RS3_0014,23.699742810000007,28.55936796076284,712
LS13_to_LS14_RS3_0015,23.76526047000001,28.558613437094287,713
LS13_to_LS14_RS3_0016,23.835297220000008,28.557806870047425,714
LS13_to_LS14_RS3_0017,23.89965339800001,28.557065722400843,715
LS13_to_LS14_RS3_0018,23.96867478900001,28.556270848573757,716
LS13_to_LS14_RS3_0019,24.03026605700001,28.508033900533082,717
LS13_to_LS14_RS3_0020,24.08549770700001,28.464777667664965,718
LS13_to_LS14_RS3_0021,24.13273599800001,28.427781660560562,719
LS13_to_LS14_RS3_0022,24.19876123500001,28.37607212396615,720
LS13_to_LS14_RS3_0023,24.26083422000001,28.327457905597168,721
LS13_to_LS14_RS3_0024,24.32543150200001,28.276866712452666,722
LS13_to_LS14_RS3_0025,24.40719529500001,28.212831079438104,723
LS13_to_LS14_RS3_0026,24.482734926000013,28.153670075388657,724
LS13_to_LS14_RS3_0027,24.556839217000014,28.095633198561277,725
LS13_to_LS14_RS3_0028,24.627863148000014,28.040008793015815,726
LS13_to_LS14_RS3_0029,24.713714792000015,27.972771643573875,727
LS13_to_LS14_RS3_0030,24.795748382000014,27.908524711388296,728
LS13_to_LS14_RS3_0031,24.868465292000014,27.851574401332197,729
LS13_to_LS14_RS3_0032,24.951579858000013,27.78648087213963,730
LS13_to_LS14_RS3_0033,25.029116079000012,27.725756182015584,731
LS13_to_LS14_RS3_0034,25.10682775300001,27.664894080899373,732
LS13_to_LS14_RS3_0035,25.200918343000012,27.591204367270706,733
LS13_to_LS14_RS3_0036,25.274483468000014,27.533589753585034,734
LS13_to_LS14_RS3_0037,25.360986521000015,27.46584243471313,735
LS13_to_LS14_RS3_0038,25.443155563000015,27.401489419452822,736
LS13_to_LS14_RS3_0039,25.520625979000016,27.340816266380518,737
LS13_to_LS14_RS3_0040,25.614828137000018,27.267039175108984,738
LS13_to_LS14_RS3_0041,25.694554257000018,27.20459940348544,739
LS13_to_LS14_RS3_0042,25.78084184400002,27.13702083292128,740
LS13_to_LS14_RS3_0043,25.86691949700002,27.06960667812219,741
LS13_to_LS14_RS3_0044,25.94171712900002,27.011026791630012,742
LS13_to_LS14_RS3_0045,26.037218386000017,26.936232274138863,743
LS13_to_LS14_RS3_0046,26.129747025000018,26.86376584672715,744
LS13_to_LS14_RS3_0047,26.21232561800002,26.799092079987798,745
LS13_to_LS14_RS3_0048,26.30786340000002,26.72426895690718,746
LS13_to_LS14_RS3_0049,26.40376078000002,26.649164204455964,747
LS13_to_LS14_RS3_0050,26.49639070500002,26.576618452041245,748
LS13_to_LS14_RS3_0051,26.59690009500002,26.497901673178536,749
LS13_to_LS14_RS3_0052,26.69276793600002,26.422820055032787,750
LS13_to_LS14_RS3_0053,26.79028996800002,26.34644291029849,751
LS13_to_LS14_RS3_0054,26.885665836000022,26.27174659475827,752
LS13_to_LS14_RS3_0055,26.990159728000023,26.189909240168138,753
LS13_to_LS14_RS3_0056,27.093813458000024,26.108729882272275,754
LS13_to_LS14_RS3_0057,27.145926711000026,26.067915910441208,755
LS14_to_LS15_RS3_0001,27.166456643000025,26.0518373120405,756
LS14_to_LS15_RS3_0002,27.233667013000023,25.99919960493104,757
LS14_to_LS15_RS3_0003,27.317200596000024,25.93377791069311,758
LS14_to_LS15_RS3_0004,27.394450216000024,25.873277680269183,759
LS14_to_LS15_RS3_0005,27.479897048000023,25.806357570824055,760
LS14_to_LS15_RS3_0006,27.557195740000022,25.745818908271826,761
LS14_to_LS15_RS3_0007,27.63961307500002,25.68127143530787,762
LS14_to_LS15_RS3_0008,27.72546134000002,25.614036932225602,763
LS14_to_LS15_RS3_0009,27.81182977000002,25.546395047173572,764
LS14_to_LS15_RS3_0010,27.89600911600002,25.480467605330684,765
LS14_to_LS15_RS3_0011,27.98427288800002,25.411341329446287,766
LS14_to_LS15_RS3_0012,28.061680627000023,25.350717263643823,767
LS14_to_LS15_RS3_0013,28.13110416800002,25.296346248908154,768
LS14_to_LS15_RS3_0014,28.21529854600002,25.23040703432821,769
LS14_to_LS15_RS3_0015,28.28453953500002,25.17617899036786,770
LS14_to_LS15_RS3_0016,28.37453282200002,25.105698195768397,771
LS14_to_LS15_RS3_0017,28.44354896400002,25.051646247111947,772
LS14_to_LS15_RS3_0018,28.51250202200002,24.99764370447893,773
LS14_to_LS15_RS3_0019,28.58033493500002,24.94451843516594,774
LS14_to_LS15_RS3_0020,28.65586904900002,24.885361751911482,775
LS14_to_LS15_RS3_0021,28.72713070000002,24.829551169207136,776
LS14_to_LS15_RS3_0022,28.80548136700002,24.768188622603432,777
LS14_to_LS15_RS3_0023,28.86926513600002,24.71823455523318,778
LS14_to_LS15_RS3_0024,28.93279520400002,24.668479180995124,779
LS14_to_LS15_RS3_0025,28.98756076400002,24.62558797972714,780
LS14_to_LS15_RS3_0026,29.05051565100002,24.576283074799292,781
LS14_to_LS15_RS3_0027,29.12057774800002,24.521411956825077,782
LS14_to_LS15_RS3_0028,29.18974776100002,24.467239499731747,783
LS14_to_LS15_RS3_0029,29.253054543000022,24.417658998256172,784
LS14_to_LS15_RS3_0030,29.327778342000023,24.35913693617158,785
LS14_to_LS15_RS3_0031,29.402663051000022,24.30048885285766,786
LS14_to_LS15_RS3_0032,29.47822884200002,24.24130736086241,787
LS14_to_LS15_RS3_0033,29.56110763500002,24.17639848398047,788
LS14_to_LS15_RS3_0034,29.63495626700002,24.11856183374851,789
LS14_to_LS15_RS3_0035,29.717010976000022,24.05429836161922,790
LS14_to_LS15_RS3_0036,29.800600886000023,23.98883255329401,791
LS14_to_LS15_RS3_0037,29.882944458000022,23.924342849915156,792
LS14_to_LS15_RS3_0038,29.96215602800002,23.8623060627149,793
LS14_to_LS15_RS3_0039,30.04455366800002,23.79777401444867,794
LS14_to_LS15_RS3_0040,30.13204463800002,23.729252980364453,795
LS14_to_LS15_RS3_0041,30.21085719500002,23.667528691509716,796
LS14_to_LS15_RS3_0042,30.29906252700002,23.59844818456847,797
LS14_to_LS15_RS3_0043,30.379588973000022,23.53538161494366,798
LS14_to_LS15_RS3_0044,30.460370352000023,23.47211538731092,799
LS14_to_LS15_RS3_0045,30.558918948000024,23.394934259870368,800
