image_names,cumulative deformation(mm),degraded stiff(KN/mm),times(s)
LS14_to_LS15_RS3_0046,30.635170137000024,23.335215978995997,801
LS14_to_LS15_RS3_0047,30.730600002000024,23.260477374174066,802
LS14_to_LS15_RS3_0048,30.811621042000024,23.197023449233257,803
LS14_to_LS15_RS3_0049,30.908129743000025,23.121439923406026,804
LS14_to_LS15_RS3_0050,30.991978598000024,23.05577131496132,805
LS14_to_LS15_RS3_0051,31.086502813000024,22.981741995617863,806
LS14_to_LS15_RS3_0052,31.174955919000023,22.912467437442537,807
LS14_to_LS15_RS3_0053,31.267939264000024,22.8396448941331,808
LS14_to_LS15_RS3_0054,31.362849733000022,22.765313069016774,809
LS14_to_LS15_RS3_0055,31.461928649000022,22.687716606430254,810
LS14_to_LS15_RS3_0056,31.552434734000023,22.616834199535987,811
LS14_to_LS15_RS3_0057,31.653654811000024,22.537560825996707,812
LS14_to_LS15_RS3_0058,31.756050091000024,22.45736705890345,813
LS14_to_LS15_RS3_0059,31.862818409000024,22.37374842309689,814
LS14_to_LS15_RS3_0060,31.958378110000023,22.298908133529885,815
LS14_to_LS15_RS3_0061,32.07051328400002,22.211086292262223,816
LS14_to_LS15_RS3_0062,32.17919735300002,22.12596728173622,817
LS14_to_LS15_RS3_0063,32.28442601000002,22.043554475101054,818
LS14_to_LS15_RS3_0064,32.39185398500002,21.959419210209447,819
LS14_to_LS15_RS3_0065,32.46905396400002,21.898957857542314,820
LS15_to_LS16_RS3_0001,32.47274898100002,21.89606400020139,821
LS15_to_LS16_RS3_0002,32.55677848700002,21.830253909803425,822
LS15_to_LS16_RS3_0003,32.63556911100002,21.768546798399576,823
LS15_to_LS16_RS3_0004,32.72434320300002,21.699020850936343,824
LS15_to_LS16_RS3_0005,32.81335488400002,21.629308828910588,825
LS15_to_LS16_RS3_0006,32.90107419100002,21.560608966230006,826
LS15_to_LS16_RS3_0007,32.98188367500002,21.497320727369562,827
LS15_to_LS16_RS3_0008,33.06848471000002,21.429496671115945,828
LS15_to_LS16_RS3_0009,33.151872924000024,21.36418882673251,829
LS15_to_LS16_RS3_0010,33.23517908500003,21.298945244482745,830
LS15_to_LS16_RS3_0011,33.319656309000024,21.23278451103741,831
LS15_to_LS16_RS3_0012,33.39464664900002,21.174053699810525,832
LS15_to_LS16_RS3_0013,33.475214329000025,21.11095483660937,833
LS15_to_LS16_RS3_0014,33.56218944300002,21.04283780977937,834
LS15_to_LS16_RS3_0015,33.64021519800002,20.981729727221804,835
LS15_to_LS16_RS3_0016,33.713013635000024,20.924715566983842,836
LS15_to_LS16_RS3_0017,33.788920576000024,20.865266893692304,837
LS15_to_LS16_RS3_0018,33.873903183000024,20.798710355219676,838
LS15_to_LS16_RS3_0019,33.93676722000002,20.74947660204551,839
LS15_to_LS16_RS3_0020,34.00853203400002,20.693271952969827,840
LS15_to_LS16_RS3_0021,34.08698919500002,20.631826002570236,841
LS15_to_LS16_RS3_0022,34.154075179000024,20.57928571188381,842
LS15_to_LS16_RS3_0023,34.21679736700003,20.56934346361245,843
LS15_to_LS16_RS3_0024,34.27717020400003,20.559773616745815,844
LS15_to_LS16_RS3_0025,34.33197627000003,20.551086172440645,845
LS15_to_LS16_RS3_0026,34.396670951000026,20.54083125945294,846
LS15_to_LS16_RS3_0027,34.468298944000026,20.529477330129154,847
LS15_to_LS16_RS3_0028,34.54622660100003,20.517124825572086,848
LS15_to_LS16_RS3_0029,34.62310303700003,20.504938952640977,849
LS15_to_LS16_RS3_0030,34.69629465700003,20.49333716895602,850
LS15_to_LS16_RS3_0031,34.78954993900003,20.478555044865267,851
LS15_to_LS16_RS3_0032,34.85843976000003,20.467635149919136,852
LS15_to_LS16_RS3_0033,34.94104442000003,20.454541282114473,853
LS15_to_LS16_RS3_0034,35.018434995000035,20.44227391174606,854
LS15_to_LS16_RS3_0035,35.11162895400003,20.427501508114847,855
LS15_to_LS16_RS3_0036,35.19290243000003,20.41461864955978,856
LS15_to_LS16_RS3_0037,35.27405110300003,20.401755573835167,857
LS15_to_LS16_RS3_0038,35.364743200000035,20.387379746502358,858
LS15_to_LS16_RS3_0039,35.44823983700004,20.374144489229803,859
LS15_to_LS16_RS3_0040,35.53932300200004,20.35970667274656,860
LS15_to_LS16_RS3_0041,35.62175899200004,20.346639541238407,861
LS15_to_LS16_RS3_0042,35.70357311700004,20.333670983080744,862
LS15_to_LS16_RS3_0043,35.80360473900004,20.317814724671663,863
LS15_to_LS16_RS3_0044,35.887216045000045,20.304561290933915,864
LS15_to_LS16_RS3_0045,35.97524074700004,20.29060827894243,865
LS15_to_LS16_RS3_0046,36.06565208600004,20.27627695525066,866
LS15_to_LS16_RS3_0047,36.153611668000046,20.262334265590518,867
LS15_to_LS16_RS3_0048,36.255608954000046,20.24616642494668,868
LS15_to_LS16_RS3_0049,36.34526918500005,20.231954161231176,869
LS15_to_LS16_RS3_0050,36.42937312200005,20.2186226393421,870
LS15_to_LS16_RS3_0051,36.515406842000054,20.204985222803817,871
LS15_to_LS16_RS3_0052,36.612431740000055,20.189605567610357,872
LS15_to_LS16_RS3_0053,36.69947964400006,20.17580739027207,873
LS15_to_LS16_RS3_0054,36.787965924000055,20.16178121241665,874
LS15_to_LS16_RS3_0055,36.882518725000054,20.146793415398243,875
LS15_to_LS16_RS3_0056,36.972376514000054,20.132549836278308,876
LS15_to_LS16_RS3_0057,37.06149075700005,20.118424118463423,877
LS15_to_LS16_RS3_0058,37.15751246200005,20.103203481859527,878
LS15_to_LS16_RS3_0059,37.24937697500005,20.08864181198326,879
LS15_to_LS16_RS3_0060,37.34489536700005,20.07350095676078,880
LS15_to_LS16_RS3_0061,37.43985190100005,20.05844916303165,881
LS15_to_LS16_RS3_0062,37.532845000000044,20.04370859821301,882
LS15_to_LS16_RS3_0063,37.63404975500004,20.027666383607038,883
LS15_to_LS16_RS3_0064,37.730881756000045,20.012317304991434,884
LS16_to_LS17_RS3_0001,37.75684073100005,20.008202484023773,885
LS16_to_LS17_RS3_0002,37.82788854900004,19.99694051966605,886
LS16_to_LS17_RS3_0003,37.910087508000046,19.983910960524632,887
LS16_to_LS17_RS3_0004,38.00387346500005,19.96904471783455,888
LS16_to_LS17_RS3_0005,38.09007766200005,19.955380278567745,889
LS16_to_LS17_RS3_0006,38.16458349400005,19.943570175906654,890
LS16_to_LS17_RS3_0007,38.25609204800005,19.929064929966874,891
LS16_to_LS17_RS3_0008,38.33535737000005,19.916500388840962,892
LS16_to_LS17_RS3_0009,38.41816896700005,19.903373718943513,893
LS16_to_LS17_RS3_0010,38.50931821900005,19.88892542684738,894
LS16_to_LS17_RS3_0011,38.58932131600005,19.87624393919182,895
LS16_to_LS17_RS3_0012,38.674040274000056,19.862814928811524,896
LS16_to_LS17_RS3_0013,38.75931558700005,19.849297729231946,897
LS16_to_LS17_RS3_0014,38.84540741800005,19.83565110137614,898
LS16_to_LS17_RS3_0015,38.92757989900005,19.822625739327616,899
LS16_to_LS17_RS3_0016,39.005510986000054,19.810272691072814,900
LS16_to_LS17_RS3_0017,39.082887291000056,19.798007582677194,901
LS16_to_LS17_RS3_0018,39.16328425000005,19.785263662987397,902
LS16_to_LS17_RS3_0019,39.24471124400005,19.77235646991661,903
LS16_to_LS17_RS3_0020,39.32217161600005,19.760078035854075,904
LS16_to_LS17_RS3_0021,39.39315144500005,19.748826848599947,905
LS16_to_LS17_RS3_0022,39.464360787000054,19.73753928067575,906
LS16_to_LS17_RS3_0023,39.543389954000055,19.72501217305966,907
LS16_to_LS17_RS3_0024,39.62228712600005,19.712505988295632,908
LS16_to_LS17_RS3_0025,39.69098155900005,19.701617064781896,909
LS16_to_LS17_RS3_0026,39.75552160500005,19.691386663368334,910
LS16_to_LS17_RS3_0027,39.825132346000046,19.680352493620056,911
LS16_to_LS17_RS3_0028,39.88526108000005,19.67082134012027,912
LS16_to_LS17_RS3_0029,39.94895253700005,19.660725450636015,913
LS16_to_LS17_RS3_0030,40.009771372000046,19.65108490752957,914
LS16_to_LS17_RS3_0031,40.080117354000045,19.63993419292222,915
LS16_to_LS17_RS3_0032,40.16492039600004,19.626491854180298,916
LS16_to_LS17_RS3_0033,40.23544254100004,19.61531321554258,917
LS16_to_LS17_RS3_0034,40.31510872400004,19.60268513295373,918
LS16_to_LS17_RS3_0035,40.39469822300004,19.590069205734306,919
LS16_to_LS17_RS3_0036,40.46922136800004,19.57825635874701,920
LS16_to_LS17_RS3_0037,40.55281303700004,19.565006037718423,921
LS16_to_LS17_RS3_0038,40.641058438000044,19.55101804218568,922
LS16_to_LS17_RS3_0039,40.72094421800004,19.53835515073631,923
LS16_to_LS17_RS3_0040,40.80146380400004,19.52559179313917,924
LS16_to_LS17_RS3_0041,40.88811034800004,19.51185723636154,925
LS16_to_LS17_RS3_0042,40.97174261600004,19.49860047988562,926
LS16_to_LS17_RS3_0043,41.06721925500004,19.483466243033856,927
LS16_to_LS17_RS3_0044,41.14397693400004,19.47129919456687,928
LS16_to_LS17_RS3_0045,41.236123772000035,19.456692772660535,929
LS16_to_LS17_RS3_0046,41.31963877100004,19.443454604782204,930
LS16_to_LS17_RS3_0047,41.40782382400003,19.429476175159355,931
LS16_to_LS17_RS3_0048,41.50388446800003,19.41424936623881,932
LS16_to_LS17_RS3_0049,41.60087244500003,19.39887556348386,933
LS16_to_LS17_RS3_0050,41.68223642700003,19.385978358600152,934
LS16_to_LS17_RS3_0051,41.76906794400003,19.37221448129739,935
LS16_to_LS17_RS3_0052,41.86782228000003,19.35656068863338,936
LS16_to_LS17_RS3_0053,41.968519345000026,19.34059894921786,937
LS16_to_LS17_RS3_0054,42.049357554000025,19.327785085905408,938
LS16_to_LS17_RS3_0055,42.144944737000024,19.312633326452346,939
LS16_to_LS17_RS3_0056,42.23736737500003,19.297983186809734,940
LS16_to_LS17_RS3_0057,42.342226473000025,19.281361713307778,941
LS16_to_LS17_RS3_0058,42.434240739000025,19.266776305715194,942
LS16_to_LS17_RS3_0059,42.53238101600002,19.251219849053413,943
LS16_to_LS17_RS3_0060,42.62663866100002,19.23627883793844,944
LS16_to_LS17_RS3_0061,42.723600154000025,19.22090923322746,945
LS16_to_LS17_RS3_0062,42.823805720000024,19.205025402527166,946
LS16_to_LS17_RS3_0063,42.93137193700002,19.18797481693495,947
LS16_to_LS17_RS3_0064,43.03136041100002,19.172125398021468,948
LS16_to_LS17_RS3_0065,43.137238338000024,19.155342427429133,949
LS17_to_LS18_RS3_0000,43.15405319000003,19.15267706388617,949
LS17_to_LS18_RS3_0001,43.184149965000024,19.147906350064495,950
LS17_to_LS18_RS3_0002,43.262654959000024,19.135462330399722,951
LS17_to_LS18_RS3_0003,43.350949820000025,19.121466494840746,952
LS17_to_LS18_RS3_0004,43.437990388000024,19.107669480349863,953
LS17_to_LS18_RS3_0005,43.524004205000026,19.094035218685054,954
LS17_to_LS18_RS3_0006,43.61183326500002,19.080113218388124,955
LS17_to_LS18_RS3_0007,43.70278520300002,19.06569620301938,956
LS17_to_LS18_RS3_0008,43.78137362600002,19.053238958818643,957
LS17_to_LS18_RS3_0009,43.867008290000015,19.039664797628312,958
LS17_to_LS18_RS3_0010,43.950160785000016,19.026484091150518,959
LS17_to_LS18_RS3_0011,44.033502687000016,19.013273361303348,960
LS17_to_LS18_RS3_0012,44.11020704500002,19.001114764879205,961
LS17_to_LS18_RS3_0013,44.196995635000015,18.987357692040785,962
LS17_to_LS18_RS3_0014,44.27581917900002,18.97486317823211,963
LS17_to_LS18_RS3_0015,44.352549343000014,18.96270049123544,964
LS17_to_LS18_RS3_0016,44.43964995600001,18.948893958863938,965
LS17_to_LS18_RS3_0017,44.509041779000015,18.937894490346224,966
LS17_to_LS18_RS3_0018,44.585383338000014,18.925793402083794,967
LS17_to_LS18_RS3_0019,44.66177300000001,18.913684688896538,968
LS17_to_LS18_RS3_0020,44.73566781200001,18.90197144051832,969
LS17_to_LS18_RS3_0021,44.81533748800001,18.889342804245445,970
LS17_to_LS18_RS3_0022,44.88818248500001,18.877795964624667,971
LS17_to_LS18_RS3_0023,44.959275176000006,18.85683610252358,972
LS17_to_LS18_RS3_0024,45.014039200000006,18.84069033036339,973
LS17_to_LS18_RS3_0025,45.06671183900001,18.825161149593733,974
LS17_to_LS18_RS3_0026,45.14168625800001,18.803056859247636,975
LS17_to_LS18_RS3_0027,45.21889128400001,18.780294931464216,976
LS17_to_LS18_RS3_0028,45.28667454600001,18.76031076988167,977
LS17_to_LS18_RS3_0029,45.35501540400001,18.740162215376255,978
LS17_to_LS18_RS3_0030,45.44048415900001,18.714963938400754,979
LS17_to_LS18_RS3_0031,45.52079168800001,18.69128731693879,980
LS17_to_LS18_RS3_0032,45.59289563100001,18.67002931304322,981
LS17_to_LS18_RS3_0033,45.68419742000001,18.643111315143507,982
LS17_to_LS18_RS3_0034,45.77670494300001,18.61583783740452,983
LS17_to_LS18_RS3_0035,45.85617274400001,18.592408788271513,984
LS17_to_LS18_RS3_0036,45.94373794600001,18.566592427504215,985
LS17_to_LS18_RS3_0037,46.03087947200002,18.540900976772118,986
LS17_to_LS18_RS3_0038,46.120475141000014,18.514485984728918,987
LS17_to_LS18_RS3_0039,46.204419836000014,18.4897370378742,988
LS17_to_LS18_RS3_0040,46.28649988900001,18.46553783303428,989
LS17_to_LS18_RS3_0041,46.38487503800001,18.4365344358044,990
LS17_to_LS18_RS3_0042,46.45996760900001,18.414395311362252,991
LS17_to_LS18_RS3_0043,46.55177905600001,18.3873270538332,992
LS17_to_LS18_RS3_0044,46.63911225500001,18.361579093218136,993
LS17_to_LS18_RS3_0045,46.735386647000006,18.333195050473346,994
LS17_to_LS18_RS3_0046,46.82524936600001,18.306701325566113,995
LS17_to_LS18_RS3_0047,46.914401303000005,18.280417156556883,996
LS17_to_LS18_RS3_0048,47.001580440000005,18.254714617183154,997
LS17_to_LS18_RS3_0049,47.097161046000004,18.226535119500355,998
LS17_to_LS18_RS3_0050,47.184642059000005,18.20074357970699,999
LS17_to_LS18_RS3_0051,47.27316772300001,18.17464405127801,1000
LS17_to_LS18_RS3_0052,47.364239008000006,18.14779401158871,1001
LS17_to_LS18_RS3_0053,47.45288596,18.121658724494267,1002
LS17_to_LS18_RS3_0054,47.552883462000004,18.092177017965906,1003
LS17_to_LS18_RS3_0055,47.640675785000006,18.066293696379244,1004
LS17_to_LS18_RS3_0056,47.73353747800001,18.03891580067188,1005
LS17_to_LS18_RS3_0057,47.81577092500001,18.014671371533346,1006
LS17_to_LS18_RS3_0058,47.91072594500001,17.98667631188641,1007
LS17_to_LS18_RS3_0059,48.00274736800001,17.959546148302845,1008
LS17_to_LS18_RS3_0060,48.09090362300001,17.933555530671722,1009
LS17_to_LS18_RS3_0061,48.19658963000001,17.902396713899197,1010
LS17_to_LS18_RS3_0062,48.284834011000015,17.87638011457036,1011
LS17_to_LS18_RS3_0063,48.39003986100001,17.84536285981167,1012
LS17_to_LS18_RS3_0064,48.48168007000001,17.81834508742836,1013
LS17_to_LS18_RS3_0065,48.58706196300001,17.787275930892537,1014
LS17_to_LS18_RS3_0066,48.68110419900001,17.759549982268116,1015
LS17_to_LS18_RS3_0067,48.76553953300001,17.734656383049888,1016
LS17_to_LS18_RS3_0068,48.87584819500001,17.70213469465191,1017
LS17_to_LS18_RS3_0069,48.96989523000001,17.674407331165046,1018
LS17_to_LS18_RS3_0070,49.064949755000015,17.646382935013204,1019
LS17_to_LS18_RS3_0071,49.16728095600001,17.616213197007383,1020
LS17_to_LS18_RS3_0072,49.267637227000016,17.586625716613096,1021
LS17_to_LS18_RS3_0073,49.340039687000015,17.565279702613154,1022
LS18_to_LS19_RS3_0000,49.36750402000001,17.557182546291155,1022
LS18_to_LS19_RS3_0001,49.371865954000015,17.55589654158592,1023
LS18_to_LS19_RS3_0002,49.46524497300001,17.528366125535484,1024
LS18_to_LS19_RS3_0003,49.55154892200001,17.502921612964997,1025
LS18_to_LS19_RS3_0004,49.63752277400001,17.477574421054374,1026
LS18_to_LS19_RS3_0005,49.721177462000014,17.452910975348125,1027
LS18_to_LS19_RS3_0006,49.808752978000015,17.427091573761658,1028
LS18_to_LS19_RS3_0007,49.89845928000002,17.40064396440729,1029
LS18_to_LS19_RS3_0008,49.98850419100002,17.37409652484751,1030
LS18_to_LS19_RS3_0009,50.07948325200002,17.34727367504644,1031
LS18_to_LS19_RS3_0010,50.16139066400002,17.323125368990944,1032
LS18_to_LS19_RS3_0011,50.257888373000014,17.29467548693892,1033
LS18_to_LS19_RS3_0012,50.33962939100002,17.270576237899625,1034
LS18_to_LS19_RS3_0013,50.433329104000016,17.242951273423436,1035
LS18_to_LS19_RS3_0014,50.52107819000002,17.217080699160654,1036
LS18_to_LS19_RS3_0015,50.61437905600002,17.189573324523895,1037
LS18_to_LS19_RS3_0016,50.69661642400002,17.16532773937877,1038
LS18_to_LS19_RS3_0017,50.78566149300002,17.139075077666725,1039
LS18_to_LS19_RS3_0018,50.870830138000024,17.11396528045091,1040
LS18_to_LS19_RS3_0019,50.95792352200002,17.088288023156526,1041
LS18_to_LS19_RS3_0020,51.03748544700002,17.064831223968866,1042
LS18_to_LS19_RS3_0021,51.12447830600002,17.03918360390031,1043
LS18_to_LS19_RS3_0022,51.211897986000025,17.01341014657371,1044
LS18_to_LS19_RS3_0023,51.29219391300003,16.989736945664788,1045
LS18_to_LS19_RS3_0024,51.37225577700003,16.966132752246423,1046
LS18_to_LS19_RS3_0025,51.45510452400003,16.94170691763611,1047
LS18_to_LS19_RS3_0026,51.53087823200003,16.919366977366185,1048
LS18_to_LS19_RS3_0027,51.607414824000024,16.896802120255806,1049
LS18_to_LS19_RS3_0028,51.69451382300002,16.87112320752225,1050
LS18_to_LS19_RS3_0029,51.77534876600002,16.847291091528366,1051
LS18_to_LS19_RS3_0030,51.85637341800002,16.823403044686692,1052
LS18_to_LS19_RS3_0031,51.92594801800002,16.802890752899362,1053
LS18_to_LS19_RS3_0032,51.99488914400002,16.782565224723,1054
LS18_to_LS19_RS3_0033,52.06231310500002,16.762686993852977,1055
LS18_to_LS19_RS3_0034,52.117912666000024,16.74629488497302,1056
LS18_to_LS19_RS3_0035,52.20040709400002,16.721973512259922,1057
LS18_to_LS19_RS3_0036,52.26903663900002,16.701739845774284,1058
LS18_to_LS19_RS3_0037,52.35201504400002,16.67727578481803,1059
LS18_to_LS19_RS3_0038,52.42046438600002,16.65709524657915,1060
LS18_to_LS19_RS3_0039,52.49637791500002,16.6347140836626,1061
LS18_to_LS19_RS3_0040,52.583965274000015,16.60889119047041,1062
LS18_to_LS19_RS3_0041,52.660711636000016,16.586264488039347,1063
LS18_to_LS19_RS3_0042,52.74808578400002,16.560504454658698,1064
LS18_to_LS19_RS3_0043,52.82715697600002,16.53719233554805,1065
LS18_to_LS19_RS3_0044,52.90529202100002,16.514156215443066,1066
LS18_to_LS19_RS3_0045,52.990160895000024,16.489134798041455,1067
LS18_to_LS19_RS3_0046,53.078899288000024,16.462972551906304,1068
LS18_to_LS19_RS3_0047,53.164584789000024,16.437710372914896,1069
LS18_to_LS19_RS3_0048,53.246402846000024,16.41358841089634,1070
LS18_to_LS19_RS3_0049,53.33343054200002,16.387930520029112,1071
LS18_to_LS19_RS3_0050,53.424526038000025,16.36107334234554,1072
LS18_to_LS19_RS3_0051,53.510317474000026,16.335779931128144,1073
LS18_to_LS19_RS3_0052,53.606215988000024,16.307506706400453,1074
LS18_to_LS19_RS3_0053,53.691264262000026,16.2824323974961,1075
LS18_to_LS19_RS3_0054,53.782962248000025,16.2553975910417,1076
LS18_to_LS19_RS3_0055,53.86775061700003,16.230399908480823,1077
LS18_to_LS19_RS3_0056,53.96641672300003,16.201310730019266,1078
LS18_to_LS19_RS3_0057,54.05823597600003,16.174240171090712,1079
LS18_to_LS19_RS3_0058,54.151009935000026,16.14688814150989,1080
LS18_to_LS19_RS3_0059,54.241902041000024,16.120090928167137,1081
LS18_to_LS19_RS3_0060,54.330471553000024,16.09397847227655,1082
LS18_to_LS19_RS3_0061,54.42849882600002,16.06507763739008,1083
LS18_to_LS19_RS3_0062,54.52047970100002,16.037959428347502,1084
LS18_to_LS19_RS3_0063,54.61439396800002,16.01027120811056,1085
LS18_to_LS19_RS3_0064,54.709472721000026,15.982239668952426,1086
LS18_to_LS19_RS3_0065,54.80255142400003,15.95479779339551,1087
LS18_to_LS19_RS3_0066,54.90808761600003,15.923683145744965,1088
LS18_to_LS19_RS3_0067,54.99737882600003,15.897357915652897,1089
LS18_to_LS19_RS3_0068,55.09113369000003,15.86971669131457,1090
LS18_to_LS19_RS3_0069,55.19110947000003,15.840241388962479,1091
LS18_to_LS19_RS3_0070,55.28682988900003,15.812020670991647,1092
LS18_to_LS19_RS3_0071,55.39219910700003,15.780955251355476,1093
LS18_to_LS19_RS3_0072,55.49845002700003,15.749629884429728,1094
LS18_to_LS19_RS3_0073,55.593574026000034,15.721585005645435,1095
LS18_to_LS19_RS3_0074,55.70301767800004,15.68931834332765,1096
LS18_to_LS19_RS3_0075,55.80763810500004,15.658473685571243,1097
LS18_to_LS19_RS3_0076,55.91146141000004,15.627864038854124,1098
LS18_to_LS19_RS3_0077,56.018604646000036,15.596275595372298,1099
LS18_to_LS19_RS3_0078,56.128765744000034,15.56379741244651,1100
LS18_to_LS19_RS3_0079,56.24234700600003,15.530310881618924,1101
LS18_to_LS19_RS3_0080,56.33800635600003,15.50210816828121,1102
LS19_to_LS20_RS3_0001,56.39524299600003,15.485233408518216,1103
LS19_to_LS20_RS3_0002,56.47134503900003,15.46279666706907,1104
LS19_to_LS20_RS3_0003,56.55444582700003,15.438296524614596,1105
LS19_to_LS20_RS3_0004,56.64696761400003,15.411018841499937,1106
LS19_to_LS20_RS3_0005,56.73438223400003,15.385246875984958,1107
LS19_to_LS20_RS3_0006,56.83091059500003,15.356787956974506,1108
LS19_to_LS20_RS3_0007,56.91384984500003,15.332335439868805,1109
LS19_to_LS20_RS3_0008,57.00088029200003,15.30667673793957,1110
LS19_to_LS20_RS3_0009,57.083157430000036,15.282419427626865,1111
LS19_to_LS20_RS3_0010,57.17690584600003,15.254780104316463,1112
LS19_to_LS20_RS3_0011,57.261759370000036,15.229763212469853,1113
LS19_to_LS20_RS3_0012,57.34991195900004,15.203773675665092,1114
LS19_to_LS20_RS3_0013,57.43227827000004,15.17949007497349,1115
LS19_to_LS20_RS3_0014,57.51675329100004,15.154584775058106,1116
LS19_to_LS20_RS3_0015,57.60041786700005,15.129918414127893,1117
LS19_to_LS20_RS3_0016,57.68939887400005,15.103684639458482,1118
LS19_to_LS20_RS3_0017,57.76854604300005,15.080350120472112,1119
LS19_to_LS20_RS3_0018,57.84769810100005,15.057014160089105,1120
LS19_to_LS20_RS3_0019,57.93577657100005,15.031046475376272,1121
LS19_to_LS20_RS3_0020,58.01688465700005,15.007133830153105,1122
LS19_to_LS20_RS3_0021,58.09825365900005,14.983144260518959,1123
LS19_to_LS20_RS3_0022,58.18414576500005,14.957821169326193,1124
LS19_to_LS20_RS3_0023,58.26177888800005,14.934933028088764,1125
LS19_to_LS20_RS3_0024,58.33430832400005,14.913549578462,1126
LS19_to_LS20_RS3_0025,58.41604275100005,14.889452272610523,1127
LS19_to_LS20_RS3_0026,58.49053346500005,14.884952568010899,1128
LS19_to_LS20_RS3_0027,58.56236008200005,14.880613791517357,1129
LS19_to_LS20_RS3_0028,58.61967747800005,14.877151462636743,1130
LS19_to_LS20_RS3_0029,58.69578726100005,14.872553956152357,1131
LS19_to_LS20_RS3_0030,58.76491375400005,14.868378284020821,1132
LS19_to_LS20_RS3_0031,58.84748394500005,14.863390528523745,1133
LS19_to_LS20_RS3_0032,58.91887348000005,14.85907815451422,1134
LS19_to_LS20_RS3_0033,59.00766040700005,14.853714869315901,1135
LS19_to_LS20_RS3_0034,59.09406978700005,14.848495202813083,1136
LS19_to_LS20_RS3_0035,59.171098529000055,14.843842185462751,1137
LS19_to_LS20_RS3_0036,59.25621460100005,14.838700642844696,1138
LS19_to_LS20_RS3_0037,59.34346206600005,14.833430350770893,1139
LS19_to_LS20_RS3_0038,59.43789193300005,14.827726196735238,1140
LS19_to_LS20_RS3_0039,59.520759643000055,14.82272046923144,1141
LS19_to_LS20_RS3_0040,59.606675855000056,14.817530593157509,1142
LS19_to_LS20_RS3_0041,59.703895333000055,14.811657929185866,1143
LS19_to_LS20_RS3_0042,59.78787216600006,14.806585203722232,1144
LS19_to_LS20_RS3_0043,59.88653599100006,14.800625292166425,1145
LS19_to_LS20_RS3_0044,59.972832239000056,14.795412459543341,1146
LS19_to_LS20_RS3_0045,60.056957260000054,14.790330782598518,1147
LS19_to_LS20_RS3_0046,60.154693736000056,14.784426888717084,1148
LS19_to_LS20_RS3_0047,60.24228179600006,14.779136022576987,1149
LS19_to_LS20_RS3_0048,60.33951455300006,14.773262556470767,1150
LS19_to_LS20_RS3_0049,60.431218429000054,14.767723069325555,1151
LS19_to_LS20_RS3_0050,60.520537102000056,14.762327663346088,1152
LS19_to_LS20_RS3_0051,60.616893925000056,14.756507109126963,1153
LS19_to_LS20_RS3_0052,60.70666620800006,14.751084302268998,1154
LS19_to_LS20_RS3_0053,60.80421476200006,14.745191760050641,1155
LS19_to_LS20_RS3_0054,60.897416334000056,14.739561802708298,1156
LS19_to_LS20_RS3_0055,60.992636149000056,14.733809930877255,1157
LS19_to_LS20_RS3_0056,61.081917268000055,14.728416793394052,1158
LS19_to_LS20_RS3_0057,61.18085546200005,14.72244030823618,1159
LS19_to_LS20_RS3_0058,61.272752452000056,14.716889155798647,1160
LS19_to_LS20_RS3_0059,61.36742087300006,14.711170591610728,1161
LS19_to_LS20_RS3_0060,61.46412594400006,14.705329001036286,1162
LS19_to_LS20_RS3_0061,61.55081450800006,14.700092470075319,1163
LS19_to_LS20_RS3_0062,61.64313966900006,14.694515453433851,1164
LS19_to_LS20_RS3_0063,61.73655861700006,14.68887236522278,1165
LS19_to_LS20_RS3_0064,61.836883965000055,14.682812087295325,1166
LS19_to_LS20_RS3_0065,61.92344184000005,14.6775834507666,1167
LS19_to_LS20_RS3_0066,62.01830396300005,14.671853185767485,1168
LS19_to_LS20_RS3_0067,62.118844663000054,14.665779899233549,1169
LS19_to_LS20_RS3_0068,62.202000850000054,14.66075674591633,1170
LS19_to_LS20_RS3_0069,62.30159052700005,14.6547409071143,1171
LS19_to_LS20_RS3_0070,62.394404560000055,14.649134359549194,1172
LS19_to_LS20_RS3_0071,62.49024506800006,14.643344993982394,1173
LS19_to_LS20_RS3_0072,62.58439931000006,14.637657489419052,1174
LS19_to_LS20_RS3_0073,62.68821917900006,14.6313861205868,1175
LS19_to_LS20_RS3_0074,62.778408621000054,14.625938114718513,1176
LS19_to_LS20_RS3_0075,62.88100261400005,14.619740796456858,1177
LS19_to_LS20_RS3_0076,62.97886899600005,14.613829055441272,1178
LS19_to_LS20_RS3_0077,63.070742919000054,14.608279296394679,1179
LS19_to_LS20_RS3_0078,63.164541879000055,14.602613253084206,1180
LS19_to_LS20_RS3_0079,63.26824040700006,14.596349214006585,1181
LS19_to_LS20_RS3_0080,63.36533415000006,14.59048414521463,1182
LS20_to_LS21_RS3_0000,63.37472893700006,14.589916641374133,1182
LS20_to_LS21_RS3_0001,63.39213625700006,14.5888651304721,1183
LS20_to_LS21_RS3_0002,63.47942289500006,14.583592472104316,1184
LS20_to_LS21_RS3_0003,63.56912216700006,14.578174075566979,1185
LS20_to_LS21_RS3_0004,63.65656906100006,14.572891736735393,1186
LS20_to_LS21_RS3_0005,63.74541292500006,14.567525012186488,1187
LS20_to_LS21_RS3_0006,63.83592384700006,14.562057586917351,1188
LS20_to_LS21_RS3_0007,63.92268520800006,14.556816658562692,1189
LS20_to_LS21_RS3_0008,64.01307641200006,14.551356465008844,1190
