image_names,u [mm],Fh [kN],times(s)
LS39_to_LS40_RS3_0040,2.618299148,18.32,2357
LS39_to_LS40_RS3_0041,2.968305202,19.08,2358
LS39_to_LS40_RS3_0042,3.315948655,19.85,2359
LS39_to_LS40_RS3_0043,3.665272244,20.56,2360
LS39_to_LS40_RS3_0044,4.008431836,21.26,2361
LS39_to_LS40_RS3_0045,4.364391622,22.05,2362
LS39_to_LS40_RS3_0046,4.715318275,22.82,2363
LS39_to_LS40_RS3_0047,5.068051961,23.6,2364
LS39_to_LS40_RS3_0048,5.410912597,24.34,2365
LS39_to_LS40_RS3_0049,5.761919277,25.05,2366
LS39_to_LS40_RS3_0050,6.121859542,25.66,2367
LS39_to_LS40_RS3_0051,6.474012359,26.38,2368
LS39_to_LS40_RS3_0052,6.830936204,27.05,2369
LS39_to_LS40_RS3_0053,7.182212245,27.63,2370
LS39_to_LS40_RS3_0054,7.537165759,28.13,2371
LS39_to_LS40_RS3_0055,7.894405966,28.67,2372
LS39_to_LS40_RS3_0056,8.238159129,29.15,2373
LS39_to_LS40_RS3_0057,8.608628506,29.59,2374
LS39_to_LS40_RS3_0058,8.970590772,29.95,2375
LS39_to_LS40_RS3_0059,9.32607746,30.18,2376
LS39_to_LS40_RS3_0060,9.694946297,30.42,2377
LS40_to_LS41_RS3_0001,9.753575723,28.06,2378
LS40_to_LS41_RS3_0002,9.523265106,21.54,2379
LS40_to_LS41_RS3_0003,9.203705358,18.13,2380
LS40_to_LS41_RS3_0004,8.882692783,15.5,2381
LS40_to_LS41_RS3_0005,8.553663491,13.3,2382
LS40_to_LS41_RS3_0006,8.220975119,11.39,2383
LS40_to_LS41_RS3_0007,7.890353429,9.679,2384
LS40_to_LS41_RS3_0008,7.556304416,8.107,2385
LS40_to_LS41_RS3_0009,7.220185763,6.76,2386
LS40_to_LS41_RS3_0010,6.890801477,5.452,2387
LS40_to_LS41_RS3_0011,6.543448851,4.249,2388
LS40_to_LS41_RS3_0012,6.206396296,3.067,2389
LS40_to_LS41_RS3_0013,5.865876465,1.981,2390
LS40_to_LS41_RS3_0014,5.537914275,0.9445,2391
LS40_to_LS41_RS3_0015,5.201825677,-0.03333,2392
LS40_to_LS41_RS3_0016,4.860987984,-0.9688,2393
LS40_to_LS41_RS3_0017,4.534677178,-1.834,2394
LS40_to_LS41_RS3_0018,4.198709211,-2.661,2395
LS40_to_LS41_RS3_0019,3.854466359,-3.463,2396
LS40_to_LS41_RS3_0020,3.51360309,-4.205,2397
LS40_to_LS41_RS3_0021,3.171448793,-4.942,2398
LS40_to_LS41_RS3_0022,2.82528733,-5.642,2399
LS40_to_LS41_RS3_0023,2.480745024,-6.271,2400
LS40_to_LS41_RS3_0024,2.132193262,-6.906,2401
LS40_to_LS41_RS3_0025,1.783686949,-7.598,2402
LS40_to_LS41_RS3_0026,1.43947912,-8.31,2403
LS40_to_LS41_RS3_0027,1.091805422,-8.987,2404
LS40_to_LS41_RS3_0028,0.745937977,-9.69,2405
LS40_to_LS41_RS3_0029,0.402523576,-10.4,2406
LS40_to_LS41_RS3_0030,0.05233722,-11.11,2407
LS40_to_LS41_RS3_0031,-0.292831463,-11.87,2408
LS40_to_LS41_RS3_0032,-0.639904435,-12.65,2409
LS40_to_LS41_RS3_0033,-0.982411571,-13.43,2410
LS40_to_LS41_RS3_0034,-1.327817634,-14.21,2411
LS40_to_LS41_RS3_0035,-1.674575412,-14.93,2412
LS40_to_LS41_RS3_0036,-2.019412002,-15.72,2413
LS40_to_LS41_RS3_0037,-2.379518606,-16.52,2414
LS40_to_LS41_RS3_0038,-2.714608009,-17.32,2415
LS40_to_LS41_RS3_0039,-3.059996095,-18.11,2416
LS40_to_LS41_RS3_0040,-3.408733886,-18.87,2417
LS40_to_LS41_RS3_0041,-3.752774974,-19.65,2418
LS40_to_LS41_RS3_0042,-4.106397227,-20.41,2419
LS40_to_LS41_RS3_0043,-4.451610737,-21.15,2420
LS40_to_LS41_RS3_0044,-4.810147398,-21.84,2421
LS40_to_LS41_RS3_0045,-5.153806005,-22.54,2422
LS40_to_LS41_RS3_0046,-5.512190322,-23.24,2423
LS40_to_LS41_RS3_0047,-5.859813933,-23.91,2424
LS40_to_LS41_RS3_0048,-6.217258017,-24.55,2425
LS40_to_LS41_RS3_0049,-6.568719994,-25.18,2426
LS40_to_LS41_RS3_0050,-6.929812222,-25.78,2427
LS40_to_LS41_RS3_0051,-7.293584046,-26.4,2428
LS40_to_LS41_RS3_0052,-7.646112274,-26.98,2429
LS40_to_LS41_RS3_0053,-8.011379485,-27.54,2430
LS40_to_LS41_RS3_0054,-8.374335858,-28.06,2431
LS40_to_LS41_RS3_0055,-8.730769162,-28.52,2432
LS40_to_LS41_RS3_0056,-9.093994686,-28.96,2433
LS40_to_LS41_RS3_0057,-9.462188775,-29.34,2434
LS40_to_LS41_RS3_0058,-9.834652239,-29.68,2435
LS40_to_LS41_RS3_0059,-10.20576759,-29.88,2436
LS40_to_LS41_RS3_0060,-10.57684389,-30.17,2437
LS41_to_LS42_RS3_0001,-10.77689457,-27.48,2438
LS41_to_LS42_RS3_0002,-10.78280272,-27.55,2439
LS41_to_LS42_RS3_0003,-10.50734485,-23.4,2440
LS41_to_LS42_RS3_0004,-10.13026335,-19.32,2441
LS41_to_LS42_RS3_0005,-9.741667358,-16.32,2442
LS41_to_LS42_RS3_0006,-9.336807639,-13.98,2443
LS41_to_LS42_RS3_0007,-8.934032425,-11.95,2444
LS41_to_LS42_RS3_0008,-8.537371187,-10.19,2445
LS41_to_LS42_RS3_0009,-8.132422631,-8.579,2446
LS41_to_LS42_RS3_0010,-7.745842689,-7.099,2447
LS41_to_LS42_RS3_0011,-7.34315935,-5.728,2448
LS41_to_LS42_RS3_0012,-6.954603573,-4.395,2449
LS41_to_LS42_RS3_0013,-6.558096966,-3.192,2450
LS41_to_LS42_RS3_0014,-6.161220122,-1.99,2451
LS41_to_LS42_RS3_0015,-5.7672212,-0.8323,2452
LS41_to_LS42_RS3_0016,-5.371153809,0.2388,2453
LS41_to_LS42_RS3_0017,-4.975904258,1.281,2454
LS41_to_LS42_RS3_0018,-4.595964355,2.251,2455
LS41_to_LS42_RS3_0019,-4.207376741,3.141,2456
LS41_to_LS42_RS3_0020,-3.807355533,4.031,2457
LS41_to_LS42_RS3_0021,-3.415332268,4.935,2458
LS41_to_LS42_RS3_0022,-3.015092358,5.817,2459
LS41_to_LS42_RS3_0023,-2.615054446,6.691,2460
LS41_to_LS42_RS3_0024,-2.222136622,7.557,2461
LS41_to_LS42_RS3_0025,-1.81674806,8.411,2462
LS41_to_LS42_RS3_0026,-1.417385049,9.274,2463
LS41_to_LS42_RS3_0027,-1.022726118,10.09,2464
LS41_to_LS42_RS3_0028,-0.630323112,10.92,2465
LS41_to_LS42_RS3_0029,-0.225831297,11.77,2466
LS41_to_LS42_RS3_0030,0.170727165,12.59,2467
LS41_to_LS42_RS3_0031,0.572647162,13.43,2468
LS41_to_LS42_RS3_0032,0.969654336,14.24,2469
LS41_to_LS42_RS3_0033,1.367293912,15.14,2470
LS41_to_LS42_RS3_0034,1.771934301,16.0,2471
LS41_to_LS42_RS3_0035,2.169822845,16.6,2472
LS41_to_LS42_RS3_0036,2.578499685,17.46,2473
LS41_to_LS42_RS3_0037,2.980004347,18.3,2474
LS41_to_LS42_RS3_0038,3.378444291,19.17,2475
LS41_to_LS42_RS3_0039,3.777420582,20.04,2476
LS41_to_LS42_RS3_0040,4.18105736,20.93,2477
LS41_to_LS42_RS3_0041,4.574574393,21.78,2478
LS41_to_LS42_RS3_0042,4.978918915,22.55,2479
LS41_to_LS42_RS3_0043,5.379629413,23.33,2480
LS41_to_LS42_RS3_0044,5.784828735,24.11,2481
LS41_to_LS42_RS3_0045,6.184013631,24.9,2482
LS41_to_LS42_RS3_0046,6.585571859,25.63,2483
LS41_to_LS42_RS3_0047,6.993449772,26.29,2484
LS41_to_LS42_RS3_0048,7.406679714,26.9,2485
LS41_to_LS42_RS3_0049,7.81954612,27.37,2486
LS41_to_LS42_RS3_0050,8.233231101,27.86,2487
LS41_to_LS42_RS3_0051,8.649442321,28.31,2488
LS41_to_LS42_RS3_0052,9.066926767,28.78,2489
LS41_to_LS42_RS3_0053,9.481709603,29.15,2490
LS41_to_LS42_RS3_0054,9.902672878,29.48,2491
LS41_to_LS42_RS3_0055,10.332806,29.77,2492
LS41_to_LS42_RS3_0056,10.76057934,29.84,2493
LS41_to_LS42_RS3_0057,11.18725921,29.94,2494
LS41_to_LS42_RS3_0058,11.61836781,30.0,2495
LS41_to_LS42_RS3_0059,12.04107812,30.17,2496
LS41_to_LS42_RS3_0060,12.45988111,30.25,2497
LS41_to_LS42_RS3_0061,12.8983835,30.3,2498
LS41_to_LS42_RS3_0062,13.33115383,30.39,2499
LS41_to_LS42_RS3_0063,13.51472823,29.75,2500
LS42_to_LS43_RS3_0001,13.543688,25.91,2501
LS42_to_LS43_RS3_0002,13.24204222,20.64,2502
LS42_to_LS43_RS3_0003,12.87325093,17.41,2503
LS42_to_LS43_RS3_0004,12.50028058,14.89,2504
LS42_to_LS43_RS3_0005,12.11546813,12.79,2505
LS42_to_LS43_RS3_0006,11.7248072,10.95,2506
LS42_to_LS43_RS3_0007,11.34586922,9.278,2507
LS42_to_LS43_RS3_0008,10.96878693,7.784,2508
LS42_to_LS43_RS3_0009,10.58195497,6.54,2509
LS42_to_LS43_RS3_0010,10.20392041,5.27,2510
LS42_to_LS43_RS3_0011,9.813346591,4.031,2511
LS42_to_LS43_RS3_0012,9.426143552,2.817,2512
LS42_to_LS43_RS3_0013,9.042650273,1.662,2513
LS42_to_LS43_RS3_0014,8.657897546,0.551,2514
LS42_to_LS43_RS3_0015,8.268775454,-0.512,2515
LS42_to_LS43_RS3_0016,7.885172789,-1.536,2516
LS42_to_LS43_RS3_0017,7.505299212,-2.504,2517
LS42_to_LS43_RS3_0018,7.122427212,-3.41,2518
LS42_to_LS43_RS3_0019,6.724129353,-4.258,2519
LS42_to_LS43_RS3_0020,6.32437714,-5.101,2520
LS42_to_LS43_RS3_0021,5.932017557,-5.887,2521
LS42_to_LS43_RS3_0022,5.532660027,-6.639,2522
LS42_to_LS43_RS3_0023,5.136430734,-7.366,2523
LS42_to_LS43_RS3_0024,4.737466432,-8.071,2524
LS42_to_LS43_RS3_0025,4.336037283,-8.733,2525
LS42_to_LS43_RS3_0026,3.937516411,-9.349,2526
LS42_to_LS43_RS3_0027,3.534127875,-9.93,2527
LS42_to_LS43_RS3_0028,3.14183413,-10.15,2528
LS42_to_LS43_RS3_0029,2.738694298,-10.76,2529
LS42_to_LS43_RS3_0030,2.346359596,-11.41,2530
LS42_to_LS43_RS3_0031,1.951460557,-12.07,2531
LS42_to_LS43_RS3_0032,1.550456382,-12.74,2532
LS42_to_LS43_RS3_0033,1.157239027,-13.4,2533
LS42_to_LS43_RS3_0034,0.758258487,-14.05,2534
LS42_to_LS43_RS3_0035,0.366808028,-14.73,2535
LS42_to_LS43_RS3_0036,-0.033195981,-15.4,2536
LS42_to_LS43_RS3_0037,-0.43368141,-16.09,2537
LS42_to_LS43_RS3_0038,-0.827412086,-16.74,2538
LS42_to_LS43_RS3_0039,-1.231323236,-17.38,2539
LS42_to_LS43_RS3_0040,-1.624946899,-18.05,2540
LS42_to_LS43_RS3_0041,-2.025738339,-18.56,2541
LS42_to_LS43_RS3_0042,-2.416315387,-19.25,2542
LS42_to_LS43_RS3_0043,-2.823288653,-19.82,2543
LS42_to_LS43_RS3_0044,-3.220763027,-20.43,2544
LS42_to_LS43_RS3_0045,-3.614556576,-20.92,2545
LS42_to_LS43_RS3_0046,-4.016008114,-21.52,2546
LS42_to_LS43_RS3_0047,-4.418042954,-22.09,2547
LS42_to_LS43_RS3_0048,-4.819808818,-22.65,2548
LS42_to_LS43_RS3_0049,-5.214748218,-23.18,2549
LS42_to_LS43_RS3_0050,-5.614841964,-23.77,2550
LS42_to_LS43_RS3_0051,-6.023499695,-24.27,2551
LS42_to_LS43_RS3_0052,-6.422187184,-24.78,2552
LS42_to_LS43_RS3_0053,-6.835577687,-25.28,2553
LS42_to_LS43_RS3_0054,-7.244184253,-25.68,2554
LS42_to_LS43_RS3_0055,-7.650811481,-26.11,2555
LS42_to_LS43_RS3_0056,-8.060229734,-26.49,2556
LS42_to_LS43_RS3_0057,-8.468121668,-26.81,2557
LS42_to_LS43_RS3_0058,-8.882034716,-27.0,2558
LS42_to_LS43_RS3_0059,-9.297411866,-27.18,2559
LS42_to_LS43_RS3_0060,-9.715655959,-27.36,2560
LS42_to_LS43_RS3_0061,-10.12647271,-27.53,2561
LS42_to_LS43_RS3_0062,-10.54456501,-27.74,2562
LS42_to_LS43_RS3_0063,-10.9622221,-27.93,2563
LS42_to_LS43_RS3_0064,-11.38091531,-28.05,2564
LS42_to_LS43_RS3_0065,-11.79502767,-28.15,2565
LS42_to_LS43_RS3_0066,-12.22516653,-28.23,2566
LS42_to_LS43_RS3_0067,-12.6464024,-28.22,2567
LS42_to_LS43_RS3_0068,-13.06902861,-28.25,2568
LS42_to_LS43_RS3_0069,-13.37977513,-27.04,2569
LS43_to_LS44_RS3_0001,-13.40253467,-23.41,2570
LS43_to_LS44_RS3_0002,-13.16251579,-18.83,2571
LS43_to_LS44_RS3_0003,-12.78594201,-15.74,2572
LS43_to_LS44_RS3_0004,-12.40241819,-13.31,2573
LS43_to_LS44_RS3_0005,-11.99789998,-11.32,2574
LS43_to_LS44_RS3_0006,-11.61219819,-9.591,2575
LS43_to_LS44_RS3_0007,-11.2093912,-8.063,2576
LS43_to_LS44_RS3_0008,-10.81860517,-6.688,2577
LS43_to_LS44_RS3_0009,-10.416296,-5.517,2578
LS43_to_LS44_RS3_0010,-10.02144139,-4.438,2579
LS43_to_LS44_RS3_0011,-9.617943091,-3.516,2580
LS43_to_LS44_RS3_0012,-9.205275213,-2.665,2581
LS43_to_LS44_RS3_0013,-8.80579525,-1.878,2582
LS43_to_LS44_RS3_0014,-8.391451256,-1.154,2583
LS43_to_LS44_RS3_0015,-7.987369955,-0.3669,2584
LS43_to_LS44_RS3_0016,-7.573779163,0.3641,2585
LS43_to_LS44_RS3_0017,-7.164286834,1.087,2586
LS43_to_LS44_RS3_0018,-6.75700269,1.804,2587
LS43_to_LS44_RS3_0019,-6.356588839,2.542,2588
LS43_to_LS44_RS3_0020,-5.9477716,3.23,2589
LS43_to_LS44_RS3_0021,-5.535497144,3.885,2590
LS43_to_LS44_RS3_0022,-5.120722774,4.593,2591
LS43_to_LS44_RS3_0023,-4.706873617,5.294,2592
LS43_to_LS44_RS3_0024,-4.284382875,6.035,2593
LS43_to_LS44_RS3_0025,-3.871309595,6.837,2594
LS43_to_LS44_RS3_0026,-3.453793588,7.598,2595
LS43_to_LS44_RS3_0027,-3.031986424,8.406,2596
LS43_to_LS44_RS3_0028,-2.615454247,9.25,2597
LS43_to_LS44_RS3_0029,-2.196232758,10.11,2598
LS43_to_LS44_RS3_0030,-1.772213901,10.97,2599
LS43_to_LS44_RS3_0031,-1.343963253,11.87,2600
LS43_to_LS44_RS3_0032,-0.918073532,12.77,2601
LS43_to_LS44_RS3_0033,-0.493817437,13.59,2602
LS43_to_LS44_RS3_0034,-0.062857094,14.49,2603
LS43_to_LS44_RS3_0035,0.367150131,15.39,2604
LS43_to_LS44_RS3_0036,0.796431231,16.35,2605
LS43_to_LS44_RS3_0037,1.230340853,17.04,2606
LS43_to_LS44_RS3_0038,1.665573985,17.87,2607
LS43_to_LS44_RS3_0039,2.10112428,18.67,2608
LS43_to_LS44_RS3_0040,2.554336394,19.62,2609
LS43_to_LS44_RS3_0041,3.001554245,20.51,2610
LS43_to_LS44_RS3_0042,3.447405265,21.35,2611
LS43_to_LS44_RS3_0043,3.89252851,22.06,2612
LS43_to_LS44_RS3_0044,4.340440854,22.75,2613
LS43_to_LS44_RS3_0045,4.799649489,23.44,2614
LS43_to_LS44_RS3_0046,5.24854611,24.02,2615
LS43_to_LS44_RS3_0047,5.701884106,24.41,2616
LS43_to_LS44_RS3_0048,6.157668989,24.87,2617
LS43_to_LS44_RS3_0049,6.618141023,25.3,2618
LS43_to_LS44_RS3_0050,7.08218843,25.64,2619
LS43_to_LS44_RS3_0051,7.548632775,25.85,2620
LS43_to_LS44_RS3_0052,8.032212972,26.15,2621
LS43_to_LS44_RS3_0053,8.493511767,26.21,2622
LS43_to_LS44_RS3_0054,8.947545986,26.29,2623
LS43_to_LS44_RS3_0055,9.420785987,26.38,2624
LS43_to_LS44_RS3_0056,9.903798362,26.2,2625
LS43_to_LS44_RS3_0057,10.38839711,26.01,2626
LS43_to_LS44_RS3_0058,10.87193102,25.63,2627
LS43_to_LS44_RS3_0059,11.40310535,25.34,2628
LS43_to_LS44_RS3_0060,11.90118838,25.03,2629
LS43_to_LS44_RS3_0061,12.42892681,24.59,2630
LS43_to_LS44_RS3_0062,12.97455864,23.88,2631
LS43_to_LS44_RS3_0063,13.52359524,23.57,2632
LS43_to_LS44_RS3_0064,14.07614433,22.83,2633
LS43_to_LS44_RS3_0065,14.71765605,20.69,2634
LS43_to_LS44_RS3_0066,15.5615073,20.37,2635
LS43_to_LS44_RS3_0067,16.18398671,19.34,2636
LS43_to_LS44_RS3_0068,16.91558616,17.95,2637
LS43_to_LS44_RS3_0069,17.78121206,16.27,2638
LS43_to_LS44_RS3_0070,18.85070643,13.28,2639
LS43_to_LS44_RS3_0071,20.49774887,9.244,2640
LS43_to_LS44_RS3_0072,22.07440283,7.647,2641
